Text,Noun,Number of Nouns,Verb,Number of Verbs,Adjective,Number of Adjectives
"Camden, New Jersey, United States",[],0,[],0,[],0
"Baton Rouge, Louisiana, United States",[],0,[],0,[],0
"Sewell, New Jersey, United States",[],0,[],0,[],0
"Kingston, Rhode Island, United States",[],0,[],0,[],0
"Oklahoma City, Oklahoma, United States",[],0,[],0,[],0
"Atlanta, Georgia, United States",[],0,[],0,[],0
"Fayetteville, Arkansas, United States",[],0,[],0,[],0
"Worcester, Massachusetts, United States",[],0,[],0,[Worcester],1
"Barcelona, Catalonia, Spain",[],0,[],0,[],0
"Thousand Oaks, California, United States",[],0,[],0,[],0
"San Juan, NA - Puerto Rico, Puerto Rico",[],0,[],0,[],0
"Cranford, New Jersey, United States",[],0,[],0,[],0
"Santa Barbara, California, United States",[],0,[],0,[],0
"Jerusalem, Yerushalayim, Israel",[],0,[],0,[],0
"Montclair, New Jersey, United States",[],0,[],0,[],0
"Memphis, Tennessee, United States",[],0,[],0,[],0
"Charlotte, North Carolina, United States",[],0,[],0,[],0
"Toronto, Ontario, Canada",[],0,[],0,[],0
"Santa Cruz, California, United States",[],0,[],0,[],0
"Jackson, Mississippi, United States",[],0,[],0,[],0
"Chicago, Illinois, United States",[],0,[],0,[],0
"Newton, New Jersey, United States",[],0,[],0,[],0
"New York, New York, United States",[],0,[],0,[],0
"Austin, Texas, United States",[],0,[],0,[],0
"Newark, New Jersey, United States",[],0,[],0,[],0
"Dayton, Ohio, United States",[],0,[],0,[],0
"Lowell, Massachusetts, United States",[],0,[],0,[],0
"Church Point, Nova Scotia, Canada",[],0,[],0,[],0
"Grand Forks, North Dakota, United States",[],0,[],0,[],0
"Fairfax, Virginia, United States",[],0,[],0,[],0
"Nashville, Tennessee, United States",[],0,[],0,[],0
"Cambridge, Massachusetts, United States",[],0,[],0,[],0
"Washington, District of Columbia, United States",[],0,[],0,[],0
"Wollongong, New South Wales, Australia",[],0,[],0,[],0
"Davie, Florida, United States",[],0,[],0,[],0
"Bethesda, Maryland, United States",[],0,[],0,[],0
"Pittsburgh, Pennsylvania, United States",[],0,[],0,[],0
"Edmond, Oklahoma, United States",[],0,[],0,[],0
"London, England, United Kingdom",[],0,[],0,[],0
"Youngstown, Ohio, United States",[],0,[],0,[],0
"Galveston, Texas, United States",[],0,[],0,[],0
"Los Angeles, California, United States",[],0,[],0,[],0
"Little Rock, Arkansas, United States",[],0,[],0,[],0
"Cambridge, Massachusetts, United States",[],0,[],0,[],0
"Charlotte, North Carolina, United States",[],0,[],0,[],0
"Storrs Mansfield, Connecticut, United States",[],0,[],0,[],0
"Be'er Sheva, HaDarom, Israel",[],0,[],0,[],0
"Rochester, New York, United States",[],0,[],0,[],0
"Penang, Pulau Pinang, Malaysia",[],0,[],0,[],0
"Atlanta, Georgia, United States",[],0,[],0,[],0
"Ottawa, Ontario, Canada",[],0,[],0,[],0
"Denver, Colorado, United States",[],0,[],0,[],0
"Irvine, California, United States",[],0,[],0,[],0
"Kalamazoo, Michigan, United States",[],0,[],0,[],0
"Atlanta, Georgia, United States",[],0,[],0,[],0
"Bangalore, Karnataka, India",[],0,[],0,[],0
"Elon, North Carolina, United States",[],0,[],0,[],0
"Pikeville, Kentucky, United States",[],0,[],0,[],0
"Denver, Colorado, United States",[],0,[],0,[],0
"Saint Peter, Minnesota, United States",[],0,[],0,[],0
"Morrilton, Arkansas, United States",[],0,[],0,[],0
"Tuscaloosa, Alabama, United States",[],0,[],0,[],0
"Hangzhou, Zhejiang, China",[],0,[],0,[],0
"Jacksonville, Alabama, United States",[],0,[],0,[],0
"Eugene, Oregon, United States",[],0,[],0,[],0
"Edwardsville, Illinois, United States",[],0,[],0,[],0
"Irvine, California, United States",[],0,[],0,[],0
"San Diego, California, United States",[],0,[],0,[],0
"Fort Collins, Colorado, United States",[],0,[],0,[],0
"Durham, North Carolina, United States",[],0,[],0,[],0
"Provo, Utah, United States",[],0,[],0,[],0
"Lafayette, Louisiana, United States",[],0,[],0,[],0
"Hanoi, NA - Vietnam, Vietnam",[],0,[],0,[],0
"Russellville, Arkansas, United States",[],0,[],0,[],0
"Macon, Georgia, United States",[],0,[],0,[],0
"London, England, United Kingdom",[],0,[],0,[],0
"Atlanta, Georgia, United States",[],0,[],0,[],0
"Albany, New York, United States",[],0,[],0,[],0
"Durham, North Carolina, United States",[],0,[],0,[],0
"Daytona Beach, Florida, United States",[],0,[],0,[],0
