Text,Noun,Number of Nouns,Verb,Number of Verbs,Adjective,Number of Adjectives
"Education, Higher Education, Non Profit, Universities","[Education, Universities]",2,[],0,[],0
"Charter Schools, Education, Higher Education",[],0,[],0,[],0
"E-Learning, EdTech, Higher Education, Personal Development, STEM Education, Training","[E, -, Training]",3,[],0,[],0
"Education, Market Research, Non Profit",[Education],1,[],0,[],0
"E-Learning, Education, Health Care","[E, -]",2,[],0,[],0
"Business Development, Education, Higher Education, Universities",[Universities],1,[],0,[],0
"Biotechnology, Education, Neuroscience",[Neuroscience],1,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Biotechnology, Education, Health Care, Information Services, Information Technology, Medical",[],0,[],0,[],0
"Education, Social Entrepreneurship, Universities","[Education, Universities]",2,[],0,[],0
"Digital Media, Social Media, Training",[Training],1,[],0,[],0
"Education, Universities","[Education, Universities]",2,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Health Care, Higher Education, Medical",[],0,[],0,[],0
Education,[Education],1,[],0,[],0
"Education, Higher Education, Medical",[Education],1,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Education, Non Profit, Universities","[Education, Universities]",2,[],0,[],0
"Continuing Education, EdTech, Education, STEM Education, Training",[Training],1,[],0,[],0
"E-Learning, Education, Tutoring","[E, -]",2,[],0,[],0
"Education, Non Profit, Universities","[Education, Universities]",2,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Association, Career Planning, Education, Universities",[Universities],1,[],0,[],0
"Education, Training, Universities","[Education, Training, Universities]",3,[],0,[],0
"Advice, Education",[Advice],1,[],0,[],0
"Artificial Intelligence, Association, Education, Universities",[Universities],1,[],0,[],0
"Education, Health Care, Higher Education, Medical",[Education],1,[],0,[],0
"Continuing Education, Education, Higher Education, STEM Education, Universities",[Universities],1,[],0,[],0
"Education, Universities","[Education, Universities]",2,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Education, Public Relations, Universities","[Education, Universities]",2,[],0,[],0
Education,[Education],1,[],0,[],0
"Agriculture, Education, Higher Education, Life Science, Natural Resources, Universities",[Universities],1,[],0,[],0
"E-Learning, EdTech, Education","[E, -]",2,[],0,[],0
"E-Learning, Education, Health Care, Higher Education, Medical","[E, -]",2,[],0,[],0
"Continuing Education, Education, Higher Education, Training, Universities","[Training, Universities]",2,[],0,[],0
"Education, Innovation Management, Market Research, Mechanical Engineering, Non Profit, Product Research",[Education],1,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Education, Social Entrepreneurship, Universities","[Education, Universities]",2,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
Education,[Education],1,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Education, Social Entrepreneurship, Universities","[Education, Universities]",2,[],0,[],0
"Artificial Intelligence, EdTech, Education, Machine Learning",[],0,[],0,[],0
"Education, Higher Education",[Education],1,[],0,[],0
"EdTech, Education, Product Research, Travel",[Travel],1,[],0,[],0
"Education, Medical, Universities","[Education, Universities]",2,[],0,[],0
"Education, Universities","[Education, Universities]",2,[],0,[],0
"E-Learning, Education, Higher Education, Universities","[E, -, Universities]",3,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"EdTech, Education, Universities",[Universities],1,[],0,[],0
"Artificial Intelligence, Consulting, Education, Graphic Design, Information Technology, Management Consulting, Product Management, Software, Venture Capital",[],0,[],0,[],0
"Education, Personal Development, Universities","[Education, Universities]",2,[],0,[],0
"Art, Education, Higher Education, Search Engine, Universities","[Art, Universities]",2,[],0,[],0
"E-Learning, Education, Training","[E, -, Training]",3,[],0,[],0
"Biotechnology, Education, Genetics, Health Care, Non Profit",[],0,[],0,[],0
"E-Learning, Education, Higher Education, Universities","[E, -, Universities]",3,[],0,[],0
"Education, Health Care, Hospitality, Training","[Education, Training]",2,[],0,[],0
"E-Learning, Education, Universities","[E, -, Universities]",3,[],0,[],0
"Education, Public Relations",[Education],1,[],0,[],0
"Education, Human Resources, Outsourcing, Software, Training","[Education, Training]",2,[],0,[],0
"Biotechnology, Health Care, Information Services, Medical, Non Profit",[],0,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Education, Knowledge Management, Universities","[Education, Universities]",2,[],0,[],0
"Education, Health Care, Universities","[Education, Universities]",2,[],0,[],0
"Health Care, Hospital, Medical, Pharmaceutical",[],0,[],0,[],0
"E-Learning, EBooks, Education, Higher Education","[E, -]",2,[],0,[],0
"Education, Training, Universities","[Education, Training, Universities]",3,[],0,[],0
Higher Education,[Education],1,[],0,[Higher],1
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Continuing Education, EdTech, Education, Higher Education, STEM Education, Universities, Vocational Education",[],0,[],0,[],0
"EdTech, Education, Higher Education",[],0,[],0,[],0
"Education, Universities","[Education, Universities]",2,[],0,[],0
"EdTech, Education, Higher Education, STEM Education, Universities",[Universities],1,[],0,[],0
"Education, Universities","[Education, Universities]",2,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"E-Learning, Education, Universities","[E, -, Universities]",3,[],0,[],0
"Education, Higher Education, Training, Universities","[Education, Training, Universities]",3,[],0,[],0
"Higher Education, Training, Vocational Education",[],0,[],0,[Higher],1
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
Education,[Education],1,[],0,[],0
"Education, Training, Universities","[Education, Training, Universities]",3,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Communities, Education, Higher Education, Robotics",[Robotics],1,[],0,[],0
"Education, Higher Education, Medical, Training, Universities","[Education, Universities]",2,[],0,[],0
"Education, Hardware, Knowledge Management, Universities","[Education, Universities]",2,[],0,[],0
"Art, Education, Universities","[Art, Universities]",2,[],0,[],0
"EdTech, Education, Higher Education",[],0,[],0,[],0
Education,[Education],1,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Biotechnology, Education",[],0,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Education, Universities","[Education, Universities]",2,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Medical, Universities",[Universities],1,[],0,[],0
"Business Development, Education, Sales",[Sales],1,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
Higher Education,[Education],1,[],0,[Higher],1
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Health Care, Hospital, Medical, Medical Device",[],0,[],0,[],0
"E-Learning, Education, Universities","[E, -, Universities]",3,[],0,[],0
"Civil Engineering, Education, Universities",[Universities],1,[],0,[],0
"Career Planning, EdTech, Education, Higher Education",[Career],1,[],0,[],0
"Career Planning, Education, Higher Education, Universities","[Career, Universities]",2,[],0,[],0
"Education, Universities","[Education, Universities]",2,[],0,[],0
Education,[Education],1,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Clinical Trials, Education, Health Care, Medical, Training",[Training],1,[],0,[],0
Universities,[Universities],1,[],0,[],0
"Education, Health Care, Medical",[Education],1,[],0,[],0
"Art, Education, Interior Design",[Art],1,[],0,[],0
Education,[Education],1,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Artificial Intelligence, Education, Higher Education, Universities",[Universities],1,[],0,[],0
"E-Learning, Education, Higher Education, Universities","[E, -, Universities]",3,[],0,[],0
"Education, Health Care, Medical",[Education],1,[],0,[],0
"E-Learning, Education","[E, -]",2,[],0,[],0
"Communities, Education, Lifestyle",[],0,[],0,[],0
"Career Planning, Education, Higher Education",[Career],1,[],0,[],0
Health Care,[],0,[],0,[],0
Education,[Education],1,[],0,[],0
"Education, Higher Education, Training","[Education, Training]",2,[],0,[],0
"Education, Information Technology, Universities","[Education, Universities]",2,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Education, Universities","[Education, Universities]",2,[],0,[],0
"Education, Higher Education",[Education],1,[],0,[],0
"Graphic Design, Health Care, Higher Education",[],0,[],0,[],0
Artificial Intelligence,[],0,[],0,[],0
"Education, Non Profit, Universities","[Education, Universities]",2,[],0,[],0
Education,[Education],1,[],0,[],0
"E-Learning, Education, Universities","[E, -, Universities]",3,[],0,[],0
"Education, Non Profit, Universities","[Education, Universities]",2,[],0,[],0
Education,[Education],1,[],0,[],0
"Corporate Training, Education, Higher Education, Universities",[Universities],1,[],0,[Corporate],1
"Consumer, Education, Higher Education, Training","[Consumer, Training]",2,[],0,[],0
"Education, Health Care",[Education],1,[],0,[],0
"EdTech, Education, Higher Education",[],0,[],0,[],0
Universities,[Universities],1,[],0,[],0
"Education, Universities","[Education, Universities]",2,[],0,[],0
"Continuing Education, Education, Higher Education, STEM Education, Training",[Training],1,[],0,[],0
"Continuing Education, E-Learning, EdTech, Education, Higher Education, Product Research, Training, Universities",[Universities],1,[],0,[],0
"Art, Education, Universities","[Art, Universities]",2,[],0,[],0
"Education, Training, Universities","[Education, Training, Universities]",3,[],0,[],0
"E-Learning, EBooks, Education","[E, -, Education]",3,[],0,[],0
"Education, Information Technology, Software",[Education],1,[],0,[],0
"E-Learning, Education, Higher Education, Training","[E, -, Training]",3,[],0,[],0
"E-Learning, Education, Universities","[E, -, Universities]",3,[],0,[],0
"Education, Knowledge Management, Universities","[Education, Universities]",2,[],0,[],0
"Education, Health Care, Universities","[Education, Universities]",2,[],0,[],0
"Education, Universities","[Education, Universities]",2,[],0,[],0
"Education, Health Care, Universities","[Education, Universities]",2,[],0,[],0
Education,[Education],1,[],0,[],0
"Higher Education, Life Science, Universities",[Universities],1,[],0,[Higher],1
"Health Care, Hospital, Medical",[],0,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Continuing Education, EdTech, Education, Higher Education, Training, Vocational Education",[],0,[],0,[],0
"E-Learning, Education, Universities","[E, -, Universities]",3,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"E-Learning, Education, Universities","[E, -, Universities]",3,[],0,[],0
"Education, Universities","[Education, Universities]",2,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Education, Universities","[Education, Universities]",2,[],0,[],0
Universities,[Universities],1,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Education, Universities","[Education, Universities]",2,[],0,[],0
"Business Intelligence, Charter Schools, Knowledge Management",[],0,[],0,[],0
"Continuing Education, EdTech, Higher Education, Music Education, STEM Education, Universities",[Universities],1,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Education, Sporting Goods, Sports, Universities","[Education, Universities]",2,[],0,[],0
"Education, Medical, Product Research",[Education],1,[],0,[],0
"E-Learning, Education, Health Care, Universities","[E, -, Universities]",3,[],0,[],0
"Education, Universities","[Education, Universities]",2,[],0,[],0
"E-Learning, EdTech, Education, Higher Education, Secondary Education, Universities","[E, -, Universities]",3,[],0,[],0
"Education, Universities","[Education, Universities]",2,[],0,[],0
"Education, Knowledge Management, Universities","[Education, Universities]",2,[],0,[],0
"Digital Marketing, EdTech, Education, Higher Education, Human Resources, Sales, UX Design, Web Development",[Web],1,[],0,[],0
Education,[Education],1,[],0,[],0
"Education, Knowledge Management, Universities","[Education, Universities]",2,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
Education,[Education],1,[],0,[],0
"Education, Knowledge Management, Universities","[Education, Universities]",2,[],0,[],0
"Art, Education, Higher Education",[Art],1,[],0,[],0
"Higher Education, Non Profit, STEM Education, Universities",[Universities],1,[],0,[Higher],1
"Artificial Intelligence, Continuing Education, Education, Higher Education, Software, Training, Web Development",[Web],1,[],0,[],0
"Association, EdTech, Education, Health Care, Higher Education, Medical, Non Profit",[],0,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"E-Learning, EdTech, Education, Higher Education","[E, -]",2,[],0,[],0
"Education, Health Care",[Education],1,[],0,[],0
"Clinical Trials, Market Research, Non Profit",[],0,[],0,[],0
"Adult, Higher Education, Universities","[Adult, Universities]",2,[],0,[],0
"Education, Higher Education, Primary Education",[Education],1,[],0,[],0
"Education, Market Research, Universities","[Education, Universities]",2,[],0,[],0
"College Recruiting, Education, Performing Arts",[Arts],1,[Performing],1,[],0
"Association, Education, Higher Education, Universities",[Universities],1,[],0,[],0
"Education, Universities","[Education, Universities]",2,[],0,[],0
Universities,[Universities],1,[],0,[],0
"Education, Government, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
Education,[Education],1,[],0,[],0
"Association, Education, Health Care, Hospital, Medical, Non Profit",[],0,[],0,[],0
"E-Learning, Education, Higher Education","[E, -]",2,[],0,[],0
"Education, Information Technology",[Education],1,[],0,[],0
"Education, Software",[Education],1,[],0,[],0
"Clinical Trials, Education, Health Care, Medical, Training",[Training],1,[],0,[],0
"Agriculture, EdTech, Education, Higher Education, Universities",[Universities],1,[],0,[],0
"Education, Higher Education, Training","[Education, Training]",2,[],0,[],0
"Education, Health Care, Universities","[Education, Universities]",2,[],0,[],0
"Biotechnology, Business Development, Education, Universities",[Universities],1,[],0,[],0
"E-Learning, Education, Higher Education","[E, -]",2,[],0,[],0
"Education, Universities","[Education, Universities]",2,[],0,[],0
"Education, Software",[Education],1,[],0,[],0
"EdTech, Education, Knowledge Management, Universities",[Universities],1,[],0,[],0
Education,[Education],1,[],0,[],0
"Education, Health Care, Information Technology, Lighting",[Education],1,[],0,[],0
Education,[Education],1,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"EdTech, Education, Higher Education, Universities",[Universities],1,[],0,[],0
"Art, Education, Universities","[Art, Universities]",2,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"B2B, Big Data, Blockchain, Cryptocurrency, Marketing Automation, Sales Automation",[],0,[],0,[],0
Marketplace,[Marketplace],1,[],0,[],0
Education,[Education],1,[],0,[],0
"EdTech, Education, Market Research, Universities",[Universities],1,[],0,[],0
Education,[Education],1,[],0,[],0
"Education, Training, Universities","[Education, Training, Universities]",3,[],0,[],0
Education,[Education],1,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Education, Knowledge Management, Universities","[Education, Universities]",2,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Education, Higher Education, Non Profit",[Education],1,[],0,[],0
"Association, Biotechnology, Education, Health Care, Non Profit",[],0,[],0,[],0
"Education, Higher Education",[Education],1,[],0,[],0
3D Printing,[Printing],1,[],0,[3D],1
"Alternative Medicine, Education, Health Care",[],0,[],0,[],0
"Continuing Education, E-Learning, Education, Higher Education, STEM Education, Universities",[Universities],1,[],0,[],0
"Education, Universities","[Education, Universities]",2,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Education, Solar",[Education],1,[],0,[],0
"Career Planning, Education",[Career],1,[],0,[],0
"Association, Communities, Higher Education",[],0,[],0,[],0
Universities,[Universities],1,[],0,[],0
"E-Learning, Education, Universities","[E, -, Universities]",3,[],0,[],0
"Education, Knowledge Management, Skill Assessment",[Education],1,[],0,[],0
Higher Education,[Education],1,[],0,[Higher],1
"EdTech, Higher Education, Universities",[Universities],1,[],0,[],0
Education,[Education],1,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Education, Universities","[Education, Universities]",2,[],0,[],0
"E-Learning, EdTech, Education","[E, -]",2,[],0,[],0
"Education, Health Care, Knowledge Management, Universities","[Education, Universities]",2,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Children, E-Learning, Education",[Children],1,[],0,[],0
"Continuing Education, EdTech, Education, Higher Education, Universities",[Universities],1,[],0,[],0
Education,[Education],1,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Education, Industrial Design, Information Technology, Training","[Education, Training]",2,[],0,[],0
"EdTech, Education, Higher Education, Universities",[Universities],1,[],0,[],0
Education,[Education],1,[],0,[],0
"E-Learning, Education, Higher Education","[E, -]",2,[],0,[],0
"Consulting, Education, Medical, Universities",[Universities],1,[],0,[],0
Education,[Education],1,[],0,[],0
"Aerospace, Education, Universities",[Universities],1,[],0,[],0
"Association, Communities, Education, Non Profit",[],0,[],0,[],0
"Education, Health Care, Medical",[Education],1,[],0,[],0
"Education, Higher Education",[Education],1,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Construction, E-Learning, Education, Mechanical Engineering",[Construction],1,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Education, Knowledge Management, Universities","[Education, Universities]",2,[],0,[],0
"Education, Health Care, Medical",[Education],1,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
Education,[Education],1,[],0,[],0
"Architecture, Art, Education",[Architecture],1,[],0,[],0
"Education, Health Care, Higher Education",[Education],1,[],0,[],0
"EdTech, Education, Health Care, Higher Education",[],0,[],0,[],0
"EdTech, Education, Higher Education",[],0,[],0,[],0
"Communities, Education, Higher Education",[],0,[],0,[],0
"Education, Information Technology, Non Profit",[Education],1,[],0,[],0
"Angel Investment, B2B, Venture Capital",[],0,[],0,[],0
"Education, Knowledge Management, Universities","[Education, Universities]",2,[],0,[],0
"Education, Universities","[Education, Universities]",2,[],0,[],0
"E-Learning, EdTech, Education","[E, -]",2,[],0,[],0
Education,[Education],1,[],0,[],0
Education,[Education],1,[],0,[],0
"Education, Universities","[Education, Universities]",2,[],0,[],0
"Continuing Education, Corporate Training, E-Learning, EdTech, Education, Higher Education, Training, Vocational Education",[],0,[],0,[],0
"Education, Higher Education",[Education],1,[],0,[],0
"Education, Knowledge Management, Universities","[Education, Universities]",2,[],0,[],0
"Association, Civil Engineering, Education, Mechanical Engineering, Non Profit",[],0,[],0,[],0
"Education, Social Entrepreneurship, Universities","[Education, Universities]",2,[],0,[],0
"Education, Higher Education, Secondary Education, STEM Education, Training","[Education, Training]",2,[],0,[],0
"Education, Higher Education",[Education],1,[],0,[],0
Education,[Education],1,[],0,[],0
"EdTech, Education, Higher Education",[],0,[],0,[],0
Education,[Education],1,[],0,[],0
"EdTech, Education, Universities",[Universities],1,[],0,[],0
"Career Planning, Education",[Career],1,[],0,[],0
"Association, Universities",[Universities],1,[],0,[],0
Education,[Education],1,[],0,[],0
"Education, Higher Education",[Education],1,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Education, Universities","[Education, Universities]",2,[],0,[],0
Information Technology,[],0,[],0,[],0
"College Recruiting, E-Learning, Higher Education",[],0,[],0,[],0
"Education, Non Profit, Secondary Education",[Education],1,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"College Recruiting, Education, Universities",[Universities],1,[],0,[],0
"EdTech, Education, Higher Education",[],0,[],0,[],0
"Event Management, Event Promotion, Events, Wellness","[Event, Wellness]",2,[],0,[],0
Education,[Education],1,[],0,[],0
"Education, Higher Education, Recruiting, Religion",[Education],1,[],0,[],0
"E-Learning, Education, Universities","[E, -, Universities]",3,[],0,[],0
"E-Learning, Education, Universities","[E, -, Universities]",3,[],0,[],0
"Education, Higher Education, Training","[Education, Training]",2,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Artificial Intelligence, Computer Vision, Hardware, Human Computer Interaction, Machine Learning, Market Research, Natural Language Processing, Robotics, Software",[],0,[],0,[],0
"Education, Universities","[Education, Universities]",2,[],0,[],0
"Genetics, Health Care, Medical",[],0,[],0,[],0
"Education, Higher Education",[Education],1,[],0,[],0
"Education, Higher Education",[Education],1,[],0,[],0
"College Recruiting, E-Learning, Education, Universities",[Universities],1,[],0,[],0
"Education, Higher Education",[Education],1,[],0,[],0
"EdTech, Education",[],0,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"Higher Education, Market Research, Universities",[Universities],1,[],0,[Higher],1
"Education, Skill Assessment, Web Apps","[Education, Web]",2,[],0,[],0
"EdTech, Education, Higher Education",[],0,[],0,[],0
Education,[Education],1,[],0,[],0
"E-Learning, Education, Higher Education, Non Profit, Universities","[E, -, Universities]",3,[],0,[],0
"Corporate Training, Education, Higher Education, Universities",[Universities],1,[],0,[Corporate],1
"Education, Online Portals, Training","[Education, Training]",2,[],0,[],0
"Art, E-Learning, EdTech, Universities","[Art, Universities]",2,[],0,[],0
"EdTech, Education, Universities",[Universities],1,[],0,[],0
"Education, Higher Education",[Education],1,[],0,[],0
"EdTech, Education, Higher Education",[],0,[],0,[],0
"Education, Music","[Education, Music]",2,[],0,[],0
"Genetics, Non Profit",[],0,[],0,[],0
"Health Care, Medical",[],0,[],0,[],0
Higher Education,[Education],1,[],0,[Higher],1
"Education, Training, Universities","[Education, Training, Universities]",3,[],0,[],0
Education,[Education],1,[],0,[],0
"E-Learning, EdTech, Education","[E, -]",2,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
"EdTech, Education, Higher Education",[],0,[],0,[],0
"Art, Communities, Education",[Art],1,[],0,[],0
"Education, Information Technology",[Education],1,[],0,[],0
Education,[Education],1,[],0,[],0
"Education, Training, Universities","[Education, Training, Universities]",3,[],0,[],0
"Agriculture, Education, Mechanical Engineering",[],0,[],0,[],0
Universities,[Universities],1,[],0,[],0
"Education, Training, Universities","[Education, Training, Universities]",3,[],0,[],0
Universities,[Universities],1,[],0,[],0
"Education, Higher Education, Non Profit",[Education],1,[],0,[],0
"Education, Knowledge Management, Universities","[Education, Universities]",2,[],0,[],0
"EdTech, Education, Higher Education, STEM Education, Universities",[Universities],1,[],0,[],0
"Consumer Research, Education, Skill Assessment",[],0,[],0,[],0
Education,[Education],1,[],0,[],0
"Business Development, Education, Universities",[Universities],1,[],0,[],0
"Big Data, Business Development, Education, Universities",[Universities],1,[],0,[],0
"Education, Universities","[Education, Universities]",2,[],0,[],0
Education,[Education],1,[],0,[],0
"Education, Higher Education, STEM Education",[Education],1,[],0,[],0
"Journalism, Network Security, Training",[Training],1,[],0,[],0
"Education, Higher Education, Training","[Education, Training]",2,[],0,[],0
"Art, Education, Universities","[Art, Universities]",2,[],0,[],0
"Business Development, Education, Higher Education, Universities",[Universities],1,[],0,[],0
"Communities, Education, Higher Education",[],0,[],0,[],0
Education,[Education],1,[],0,[],0
"E-Learning, EdTech","[E, -]",2,[],0,[],0
"Communities, Education",[],0,[],0,[],0
Universities,[Universities],1,[],0,[],0
Education,[Education],1,[],0,[],0
"Communities, Education, Professional Services",[],0,[],0,[],0
"Children, E-Learning, Education",[Children],1,[],0,[],0
"Education, Higher Education",[Education],1,[],0,[],0
"Education, Higher Education, Universities","[Education, Universities]",2,[],0,[],0
Universities,[Universities],1,[],0,[],0
"Charter Schools, Education",[],0,[],0,[],0
"Education, Higher Education, Online Portals","[Education, Portals]",2,[],0,[],0
"Education, Higher Education",[Education],1,[],0,[],0
