Text,Token,Start Index,End Index,Entity Label,Knowledge Base ID
Harvard Medical School,Harvard Medical School,0,22,ORG,
Technical University of Munich,Technical University of Munich,0,30,ORG,
"University of California, San Diego","University of California, San Diego",0,35,ORG,
Florida State University,Florida State University,0,24,ORG,
Birmingham City University,Birmingham City University,0,26,ORG,
California State University,California State University,0,27,ORG,
Florida International University,Florida International University,0,32,ORG,
Albert Einstein College of Medicine,Albert Einstein College of Medicine,0,35,ORG,
Texas A&amp;M University,Texas A&amp;M University,0,24,ORG,
University of Virginia,University of Virginia,0,22,ORG,
Vanderbilt University,Vanderbilt University,0,21,ORG,
University of St. Gallen,University of St. Gallen,0,24,ORG,
Southwest Research Institute,Southwest Research Institute,0,28,ORG,
Kansas State University,Kansas State University,0,23,ORG,
Tel Aviv University,Tel Aviv University,0,19,ORG,
Southern Methodist University,Southern Methodist University,0,29,ORG,
North Carolina Agricultural and Technical State University,North Carolina Agricultural and Technical State University,0,58,ORG,
University of Central Florida,University of Central Florida,0,29,ORG,
Mila - Quebec Artificial Intelligence Institute,Mila - Quebec Artificial Intelligence Institute,0,47,ORG,
Virginia Tech,Virginia Tech,0,13,ORG,
MIT Media Lab,MIT Media Lab,0,13,ORG,
Washington University School Of Medicine,Washington University School Of Medicine,0,40,ORG,
Florida Atlantic University,Florida Atlantic University,0,27,ORG,
Indiana University Bloomington,Indiana University,0,18,ORG,
Indiana University Bloomington,Bloomington,19,30,PERSON,
The University of Texas at Austin,The University of Texas,0,23,ORG,
The University of Texas at Austin,Austin,27,33,GPE,
Imperial College London,Imperial College,0,16,ORG,
Imperial College London,London,17,23,GPE,
Curtin University,Curtin University,0,17,ORG,
iXperience,iXperience,0,10,ORG,
Western University,Western University,0,18,ORG,
University of North Carolina at Chapel Hill,University of North Carolina,0,28,ORG,
University of North Carolina at Chapel Hill,Chapel Hill,32,43,GPE,
Linux Academy,Linux Academy,0,13,ORG,
Salk Institute for Biological Studies,Salk Institute for Biological Studies,0,37,ORG,
Boston University,Boston University,0,17,ORG,
Johns Hopkins University School of Medicine,Johns Hopkins University School of Medicine,0,43,ORG,
"Trinity College, Dublin",Trinity College,0,15,ORG,
"Trinity College, Dublin",Dublin,17,23,GPE,
Allen Institute for Brain Science,Allen Institute,0,15,PERSON,
Stanford University,Stanford University,0,19,ORG,
University of Waterloo,University of Waterloo,0,22,ORG,
University of Kentucky,University of Kentucky,0,22,ORG,
Washington University in St. Louis,Washington University,0,21,ORG,
Washington University in St. Louis,St. Louis,25,34,GPE,
Penn State University,Penn State University,0,21,ORG,
African Leadership University,African Leadership University,0,29,ORG,
University of Pittsburgh,University of Pittsburgh,0,24,ORG,
University College Dublin,University College Dublin,0,25,ORG,
Swinburne University of Technology,Swinburne University of Technology,0,34,ORG,
George Washington University,George Washington University,0,28,ORG,
Michigan State University,Michigan State University,0,25,ORG,
University of Phoenix,University of Phoenix,0,21,ORG,
New Jersey Institute of Technology,New Jersey Institute of Technology,0,34,ORG,
The University of Texas at San Antonio,The University of Texas,0,23,ORG,
The University of Texas at San Antonio,San Antonio,27,38,GPE,
UNICAF,UNICAF,0,6,ORG,
Stellenbosch University,Stellenbosch University,0,23,ORG,
University of Hawaii,University of Hawaii,0,20,ORG,
Dallas College,Dallas College,0,14,ORG,
Stevens Institute of Technology,Stevens Institute of Technology,0,31,ORG,
Lund University,Lund University,0,15,ORG,
The University of Chicago Booth School of Business,The University of Chicago Booth School of Business,0,50,ORG,
Worcester Polytechnic Institute,Worcester Polytechnic Institute,0,31,ORG,
Columbia University,Columbia University,0,19,ORG,
University at Buffalo,University at Buffalo,0,21,ORG,
Syracuse University,Syracuse University,0,19,ORG,
Cranfield University,Cranfield University,0,20,ORG,
EarlyBird,EarlyBird,0,9,ORG,
Ulster University,Ulster University,0,17,ORG,
Institute for Protein Design,Institute for Protein Design,0,28,ORG,
Georgetown University,Georgetown University,0,21,ORG,
Washington State University,Washington State University,0,27,ORG,
Clark Atlanta University,Clark Atlanta University,0,24,ORG,
University of Massachusetts Medical School,University of Massachusetts Medical School,0,42,ORG,
University of Missouri,University of Missouri,0,22,ORG,
Ivey Business School,Ivey Business School,0,20,ORG,
"University of Massachusetts, Dartmouth",University of Massachusetts,0,27,ORG,
"University of Massachusetts, Dartmouth",Dartmouth,29,38,ORG,
University of Massachusetts Amherst,University of Massachusetts Amherst,0,35,ORG,
The University of Chicago Medicine,The University of Chicago Medicine,0,34,ORG,
University of Pennsylvania School of Medicine,University of Pennsylvania School of Medicine,0,45,ORG,
University of British Columbia,University of British Columbia,0,30,ORG,
Ryerson University,Ryerson University,0,18,ORG,
Claremont McKenna College,Claremont McKenna College,0,25,ORG,
Aston University,Aston University,0,16,ORG,
University of Strathclyde,University of Strathclyde,0,25,ORG,
Haskell Indian Nations University,Haskell Indian Nations University,0,33,ORG,
Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,0,46,ORG,
Royal College of Surgeons,Royal College of Surgeons,0,25,ORG,
"Elizabethtown College, Elizabethtown",Elizabethtown College,0,21,ORG,
University of Colorado Boulder,University of Colorado Boulder,0,30,ORG,
University of Texas Health Science Center at San Antonio,University of Texas Health Science Center,0,41,ORG,
University of Texas Health Science Center at San Antonio,San Antonio,45,56,GPE,
Art Center College of Design,Art Center College of Design,0,28,ORG,
University of Manchester,University of Manchester,0,24,ORG,
Georgia Institute of Technology,Georgia Institute of Technology,0,31,ORG,
University of Nottingham,University of Nottingham,0,24,ORG,
Concordia University,Concordia University,0,20,ORG,
Central Michigan University,Central Michigan University,0,27,ORG,
Fogarty Institute of Innovation,Fogarty Institute of Innovation,0,31,ORG,
Hong Kong Baptist University,Hong Kong Baptist University,0,28,ORG,
Sinclair Community College,Sinclair Community College,0,26,ORG,
Raritan Valley Community College,Raritan Valley Community College,0,32,ORG,
Wake Forest School of Medicine,Wake Forest School of Medicine,0,30,ORG,
University of Calgary,University of Calgary,0,21,ORG,
Claremont Graduate University,Claremont Graduate University,0,29,ORG,
Queen's University Belfast,Queen's University Belfast,0,26,ORG,
South Dakota State University,South Dakota State University,0,29,GPE,
Université de Montréal,Université de Montréal,0,22,ORG,
University of Cincinnati,University of Cincinnati,0,24,ORG,
Strathmore University,Strathmore University,0,21,ORG,
University of Manitoba,University of Manitoba,0,22,ORG,
Milwaukee Area Technical College,Milwaukee Area Technical College,0,32,ORG,
Université de Sherbrooke,Université de Sherbrooke,0,24,ORG,
Oregon State University,Oregon State University,0,23,ORG,
University of Queensland,University of Queensland,0,24,ORG,
INTO University Partnerships,INTO University Partnerships,0,28,ORG,
Yale School of Management (SOM),Yale School of Management,0,25,ORG,
University of Oklahoma,University of Oklahoma,0,22,ORG,
NYU Stern School of Business,NYU Stern School of Business,0,28,ORG,
24 Ore Business School,24,0,2,CARDINAL,
24 Ore Business School,Ore Business School,3,22,ORG,
University of Colorado Anschutz Medical Campus,University of Colorado Anschutz Medical Campus,0,46,ORG,
Yeshiva University,Yeshiva University,0,18,ORG,
Portland State University,Portland State University,0,25,ORG,
University of Wisconsin - Madison,University of Wisconsin - Madison,0,33,ORG,
Palm Beach State College,Palm Beach State College,0,24,ORG,
Stetson University,Stetson University,0,18,ORG,
Stanford University School of Medicine,Stanford University School of Medicine,0,38,ORG,
University of North Carolina at Greensboro,University of North Carolina,0,28,ORG,
University of North Carolina at Greensboro,Greensboro,32,42,GPE,
Lehigh University,Lehigh University,0,17,ORG,
Dublin City University,Dublin City University,0,22,ORG,
University College London (UCL),University College London,0,25,ORG,
University College London (UCL),UCL,27,30,ORG,
University of Central Florida,University of Central Florida,0,29,ORG,
Blue School,Blue School,0,11,ORG,
School of Accelerated Learning,School of Accelerated Learning,0,30,ORG,
Bates College,Bates College,0,13,ORG,
Ubiquity University,Ubiquity University,0,19,ORG,
Colby College,Colby College,0,13,ORG,
University of Illinois Chicago,University of Illinois Chicago,0,30,ORG,
Oregon Health &amp; Science University,Oregon Health &amp,0,18,ORG,
Oregon Health &amp; Science University,Science University,20,38,ORG,
University of Sydney,University of Sydney,0,20,ORG,
University of Alabama at Birmingham,University of Alabama,0,21,ORG,
University of Alabama at Birmingham,Birmingham,25,35,GPE,
Harris-Stowe State University,Harris-Stowe State University,0,29,ORG,
Bellarmine University,Bellarmine University,0,21,ORG,
NYU Grossman School of Medicine,NYU Grossman School of Medicine,0,31,ORG,
Virginia Commonwealth University,Virginia Commonwealth University,0,32,ORG,
Rush University,Rush University,0,15,ORG,
University of Southern California,University of Southern California,0,33,ORG,
Saint Louis University,Saint Louis University,0,22,ORG,
Passaic County Community College,Passaic County Community College,0,32,ORG,
Be Academy,Be Academy,0,10,ORG,
University of Windsor,University of Windsor,0,21,ORG,
Northumbria University,Northumbria University,0,22,ORG,
Carroll University,Carroll University,0,18,ORG,
Marquette University,Marquette University,0,20,ORG,
University of Utah,University of Utah,0,18,ORG,
University of Edinburgh,University of Edinburgh,0,23,ORG,
Morgan State University,Morgan State University,0,23,ORG,
Boise State University,Boise State University,0,22,ORG,
"Marshall University, Huntington",Marshall University,0,19,ORG,
"Marshall University, Huntington",Huntington,21,31,GPE,
Clemson University,Clemson University,0,18,ORG,
Emory University’s Goizueta Business School,Emory University’s Goizueta Business School,0,43,ORG,
Rochester Institute of Technology,Rochester Institute of Technology,0,33,ORG,
Brock University,Brock University,0,16,ORG,
Iowa State University,Iowa State University,0,21,ORG,
Indiana University School of Medicine,Indiana University School of Medicine,0,37,ORG,
University of Vermont,University of Vermont,0,21,ORG,
Baylor College of Medicine,Baylor College of Medicine,0,26,ORG,
University of Houston,University of Houston,0,21,ORG,
City University of New York,City University of New York,0,27,ORG,
Baylor University,Baylor University,0,17,ORG,
Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,0,32,ORG,
Gama Academy,Gama Academy,0,12,ORG,
Amherst College,Amherst College,0,15,ORG,
University of Kent,University of Kent,0,18,ORG,
"California State University, Northridge",California State University,0,27,ORG,
Weizmann Institute of Science,Weizmann Institute of Science,0,29,ORG,
Southern Alberta Institute of Technology,Southern Alberta Institute of Technology,0,40,ORG,
Siena College,Siena College,0,13,ORG,
Chapman University,Chapman University,0,18,ORG,
Villanova University,Villanova University,0,20,ORG,
Fresno City College,Fresno City College,0,19,ORG,
Lewis Katz School of Medicine,Lewis Katz School of Medicine,0,29,ORG,
University of New Brunswick,University of New Brunswick,0,27,ORG,
DePauw University,DePauw University,0,17,ORG,
University of Texas Southwestern Medical School,University of Texas Southwestern Medical School,0,47,ORG,
Murdoch Childrens Research Institute (MCRI),Murdoch Childrens Research Institute,0,36,ORG,
Ivy Tech Community College of Indiana,Indiana,30,37,GPE,
University of Central Arkansas,University of Central,0,21,ORG,
University of Wisconsin Oshkosh,University of Wisconsin Oshkosh,0,31,ORG,
Camden County College,Camden County College,0,21,ORG,
Loyola University Maryland,Loyola University,0,17,ORG,
Loyola University Maryland,Maryland,18,26,GPE,
Morehouse College,Morehouse College,0,17,ORG,
Xavier University,Xavier University,0,17,ORG,
University of North Texas,University of North Texas,0,25,ORG,
University of Delaware,University of Delaware,0,22,ORG,
Metro Nashville Public Schools,Nashville,6,15,GPE,
University of Bristol,University of Bristol,0,21,ORG,
Kerala Institute of Medical Sciences,Kerala Institute of Medical Sciences,0,36,ORG,
Centennial College,Centennial College,0,18,ORG,
Thurgood Marshall College Fund,Thurgood Marshall College Fund,0,30,ORG,
Colorado School of Mines,Colorado School of Mines,0,24,ORG,
Avion School,Avion School,0,12,ORG,
Northern Virginia Community College,Northern Virginia Community College,0,35,ORG,
Vincennes University,Vincennes University,0,20,ORG,
Cooper University Health Care,Cooper University Health Care,0,29,ORG,
Louisiana State University,Louisiana State University,0,26,ORG,
Rowan College,Rowan College,0,13,ORG,
University of Rhode Island,University of Rhode Island,0,26,ORG,
Oklahoma City Community College,Oklahoma City Community College,0,31,ORG,
Georgia State University,Georgia State University,0,24,ORG,
University of Arkansas,University of Arkansas,0,22,ORG,
Clark University,Clark University,0,16,ORG,
Assembler Institute of Technology,Assembler Institute of Technology,0,33,ORG,
California Lutheran University,California Lutheran University,0,30,ORG,
Universidad del Sagrado Corazón,Universidad,0,11,GPE,
Universidad del Sagrado Corazón,Sagrado Corazón,16,31,PERSON,
Union County College,Union County College,0,20,ORG,
"University of California, Santa Barbara",University of California,0,24,ORG,
"University of California, Santa Barbara",Santa Barbara,26,39,GPE,
Hebrew University of Jerusalem,Hebrew University of Jerusalem,0,30,ORG,
Montclair State University,Montclair State University,0,26,ORG,
The University of Memphis,The University of Memphis,0,25,ORG,
Johnson C Smith University,Johnson C Smith University,0,26,ORG,
Seneca College,Seneca College,0,14,ORG,
"University of California, Santa Cruz",University of California,0,24,ORG,
"University of California, Santa Cruz",Santa Cruz,26,36,GPE,
Jackson State University,Jackson State University,0,24,ORG,
Chicago Public Schools,Chicago,0,7,GPE,
Sussex County Community College,Sussex County Community College,0,31,ORG,
Signum.ai,Signum.ai,0,9,ORG,
Essex County College,Essex County College,0,20,ORG,
University of Dayton,University of Dayton,0,20,ORG,
"University of Massachusetts, Lowell",University of Massachusetts,0,27,ORG,
"University of Massachusetts, Lowell",Lowell,29,35,GPE,
Université Sainte-Anne,Université Sainte-Anne,0,22,ORG,
University of North Dakota,University of North Dakota,0,26,ORG,
George Mason University,George Mason University,0,23,ORG,
Lipscomb University,Lipscomb University,0,19,ORG,
Harvard College,Harvard College,0,15,ORG,
Library of Congress,Congress,11,19,ORG,
University of Wollongong,University of Wollongong,0,24,ORG,
Nova Southeastern University,Nova Southeastern University,0,28,ORG,
National Institute of Allergy and Infectious Diseases,National Institute of Allergy,0,29,ORG,
University of Oklahoma College of Medicine,University of Oklahoma College of Medicine,0,42,ORG,
London School of Hygiene &amp; Tropical Medicine,London School of Hygiene &amp,0,29,ORG,
London School of Hygiene &amp; Tropical Medicine,Tropical Medicine,31,48,ORG,
Youngstown State University,Youngstown State University,0,27,ORG,
The University of Texas Medical Branch,The University of Texas Medical Branch,0,38,ORG,
Keck School of Medicine,Keck School of Medicine,0,23,ORG,
University of Arkansas at Little Rock,University of Arkansas,0,22,ORG,
University of Arkansas at Little Rock,Little Rock,26,37,GPE,
Harvard Graduate School of Education,Harvard Graduate School of Education,0,36,ORG,
Queens University of Charlotte,Queens University of Charlotte,0,30,ORG,
University of Connecticut,University of Connecticut,0,25,ORG,
Ben-Gurion University of the Negev,Ben-Gurion University of the Negev,0,34,ORG,
University of Rochester,University of Rochester,0,23,ORG,
Universiti Sains Malaysia,Universiti Sains Malaysia,0,25,ORG,
Atlanta University Center Consortium,Atlanta University Center Consortium,0,36,ORG,
Carleton University,Carleton University,0,19,ORG,
Aspen University,Aspen University,0,16,ORG,
"University of California, Irvine",University of California,0,24,ORG,
"University of California, Irvine",Irvine,26,32,GPE,
Western Michigan University,Western Michigan University,0,27,ORG,
Herzing University,Herzing University,0,18,ORG,
Elon University,Elon University,0,15,ORG,
University of Pikeville,University of Pikeville,0,23,ORG,
University of Colorado,University of Colorado,0,22,ORG,
Gustavus Adolphus College,Gustavus Adolphus College,0,25,ORG,
"University of Arkansas Community College, Morrilton",University of Arkansas Community College,0,40,ORG,
"University of Arkansas Community College, Morrilton",Morrilton,42,51,PERSON,
University of Alabama,University of Alabama,0,21,ORG,
Landi English,Landi,0,5,ORG,
Landi English,English,6,13,LANGUAGE,
Jacksonville State University,Jacksonville State University,0,29,ORG,
University of Oregon,University of Oregon,0,20,ORG,
Southern Illinois University Edwardsville,Southern Illinois University,0,28,ORG,
LePort Schools,LePort Schools,0,14,PERSON,
Alliant International University,Alliant International University,0,32,ORG,
Colorado State University,Colorado State University,0,25,ORG,
North Carolina Central University,North Carolina Central University,0,33,ORG,
Brigham Young University (BYU),Brigham Young University (BYU,0,29,ORG,
"University of Louisiana, Lafayette",University of Louisiana,0,23,ORG,
VTC Academy,VTC Academy,0,11,ORG,
Arkansas Tech University,Arkansas Tech University,0,24,ORG,
Mercer University,Mercer University,0,17,ORG,
University of Westminster,University of Westminster,0,25,ORG,
Albany Medical College,Albany Medical College,0,22,ORG,
North Carolina School of Science &amp; Mathematics,North Carolina School of Science &,0,34,ORG,
North Carolina School of Science &amp; Mathematics,Mathematics,39,50,WORK_OF_ART,
Embry–Riddle Aeronautical University,Embry–Riddle Aeronautical University,0,36,ORG,
Duquesne University,Duquesne University,0,19,ORG,
University of North Carolina at Charlotte,University of North Carolina,0,28,ORG,
University of North Carolina at Charlotte,Charlotte,32,41,GPE,
St. Petersburg College,St. Petersburg College,0,22,ORG,
University of Texas Health Science Center at Houston,University of Texas Health Science Center,0,41,ORG,
University of Texas Health Science Center at Houston,Houston,45,52,GPE,
McPherson College,McPherson College,0,17,ORG,
Rotman School of Management,Rotman School of Management,0,27,ORG,
The University of West Florida,The University of West Florida,0,30,ORG,
Boolean Careers,Boolean Careers,0,15,ORG,
George Brown College,George Brown College,0,20,ORG,
Mississippi State University,Mississippi State University,0,28,ORG,
University of Pennsylvania Law School,University of Pennsylvania Law School,0,37,ORG,
Rowan University,Rowan University,0,16,ORG,
University of Mississippi Medical Center,University of Mississippi Medical Center,0,40,ORG,
Sheridan College,Sheridan College,0,16,ORG,
Troy University,Troy University,0,15,ORG,
Harvard T.H. Chan School of Public Health,Harvard T.H. Chan School of Public Health,0,41,ORG,
Australian National University,Australian National University,0,30,ORG,
Kent State University,Kent State University,0,21,ORG,
University of Maryland School of Medicine,University of Maryland School of Medicine,0,41,ORG,
Community College of Rhode Island,Community College,0,17,ORG,
Community College of Rhode Island,Rhode Island,21,33,GPE,
"University of Wisconsin, Milwaukee",University of Wisconsin,0,23,ORG,
"University of Wisconsin, Milwaukee",Milwaukee,25,34,GPE,
Mohawk College,Mohawk College,0,14,ORG,
Eleven Fifty Academy,Eleven Fifty Academy,0,20,ORG,
"University of Maryland, Baltimore County",University of Maryland,0,22,ORG,
"University of Maryland, Baltimore County",Baltimore County,24,40,GPE,
University of Wyoming,University of Wyoming,0,21,ORG,
University of Nevada Las Vegas,University of Nevada,0,20,ORG,
University of Nevada Las Vegas,Las Vegas,21,30,GPE,
Hampshire College,Hampshire College,0,17,ORG,
Mount Royal University,Royal University,6,22,ORG,
University of Liverpool,University of Liverpool,0,23,ORG,
Fresno State University,Fresno State University,0,23,ORG,
Niagara College,Niagara College,0,15,ORG,
Baltimore City Public Schools,Baltimore City Public Schools,0,29,ORG,
California State University Fullerton,California State University,0,27,ORG,
California State University Fullerton,Fullerton,28,37,PERSON,
Scripps Institution of Oceanography,Scripps Institution of Oceanography,0,35,ORG,
Africa Digital Media Institute - ADMI,Africa Digital Media Institute - ADMI,0,37,ORG,
Kansas City University College of Dental Medicine,Kansas City University College of Dental Medicine,0,49,ORG,
New Mexico State University,New Mexico State University,0,27,ORG,
University of Maine,University of Maine,0,19,ORG,
Marywood University,Marywood University,0,19,ORG,
Ohio University,Ohio University,0,15,ORG,
Cristo Rey San Jose Jesuit High School,Cristo Rey,0,10,PERSON,
Cristo Rey San Jose Jesuit High School,San Jose,11,19,GPE,
Quinsigamond Community College,Quinsigamond Community College,0,30,ORG,
Earlham College,Earlham College,0,15,ORG,
University of St Thomas,University of St Thomas,0,23,ORG,
Rose-Hulman Institute of Technology,Rose-Hulman Institute of Technology,0,35,ORG,
Providence College,Providence College,0,18,ORG,
Durham College,Durham College,0,14,ORG,
NC State-Wilson College of Textiles,NC State-Wilson College,0,23,PERSON,
West Virginia University,West Virginia University,0,24,ORG,
University of New Hampshire,University of New Hampshire,0,27,ORG,
NUS School of Computing,NUS School of Computing,0,23,ORG,
Merrimack College,Merrimack College,0,17,ORG,
University of Alaska Anchorage,University of Alaska Anchorage,0,30,ORG,
Cleveland State University,Cleveland State University,0,26,ORG,
Texas Tech University,Texas Tech University,0,21,ORG,
Columbia University School of Social Work,Columbia University School of Social Work,0,41,ORG,
"University of Massachusetts, Boston",University of Massachusetts,0,27,ORG,
"University of Massachusetts, Boston",Boston,29,35,GPE,
Suffolk University,Suffolk University,0,18,ORG,
Singapore American School,Singapore American School,0,25,ORG,
Biola University,Biola University,0,16,ORG,
John Brown University,John Brown University,0,21,PERSON,
Oregon Institute of Technology,Oregon Institute of Technology,0,30,ORG,
Seton Hall University,Seton Hall University,0,21,ORG,
Cedarville University,Cedarville University,0,21,ORG,
Davidson College,Davidson College,0,16,ORG,
Yoga Teacher Training in Rishikesh India,India,35,40,GPE,
Oakland Unified School District,Oakland,0,7,GPE,
United Theological Seminary,United,0,6,ORG,
United Theological Seminary,Seminary,19,27,PERSON,
Carney Institute for Brain Science,Carney Institute for Brain Science,0,34,ORG,
Waterford Institute of Technology,Waterford Institute of Technology,0,33,ORG,
Bryant University,Bryant University,0,17,ORG,
Loma Linda University,Loma Linda University,0,21,ORG,
University of Exeter,University of Exeter,0,20,ORG,
Stanford Institute for Human-Centered Artificial Intelligence,Stanford Institute for Human-Centered Artificial Intelligence,0,61,ORG,
Smith College,Smith College,0,13,ORG,
Baldwin Wallace University,Baldwin Wallace University,0,26,ORG,
Clarkson University,Clarkson University,0,19,ORG,
Canisius College,Canisius College,0,16,ORG,
Tulane University School of Medicine,Tulane University School of Medicine,0,36,ORG,
Bennett College for Women,Bennett College,0,15,PERSON,
Icahn School of Medicine at Mount Sinai,Icahn School of Medicine,0,24,ORG,
Gies College of Business - University of Illinois Urbana-Champaign,Gies College of Business - University of Illinois Urbana-Champaign,0,66,ORG,
Cheyney University of Pennsylvania,Cheyney University of Pennsylvania,0,34,ORG,
Tennessee State University,Tennessee State University,0,26,ORG,
Framingham State College,Framingham State College,0,24,ORG,
"Pima Community College, Tucson",Pima Community College,0,22,ORG,
"Pima Community College, Tucson",Tucson,24,30,GPE,
London Institute of Business &amp; Technology,London Institute of Business &,0,30,ORG,
London Institute of Business &amp; Technology,Technology,35,45,ORG,
The University of Dallas,The University of Dallas,0,24,ORG,
Summit Academy Opportunities Industrialization Center,Summit Academy Opportunities Industrialization Center,0,53,ORG,
American Association of Community Colleges,American Association of Community Colleges,0,42,ORG,
Eastern Michigan University,Eastern Michigan University,0,27,ORG,
Turing School of Software &amp; Design,Turing School of Software &,0,27,ORG,
Turing School of Software &amp; Design,Design,32,38,ORG,
Goshen College,Goshen College,0,14,ORG,
Sheffield Hallam University,Sheffield Hallam University,0,27,ORG,
Cal State LA,Cal State LA,0,12,PERSON,
Norwich University,Norwich University,0,18,ORG,
Meharry Medical College,Meharry Medical College,0,23,ORG,
Pensacola State College,Pensacola State College,0,23,ORG,
ALPHA Camp,ALPHA Camp,0,10,ORG,
Friends University,Friends University,0,18,ORG,
"National University of Ireland, Galway",National University of Ireland,0,30,ORG,
"National University of Ireland, Galway",Galway,32,38,GPE,
Australian Institute for Machine Learning,Australian Institute for Machine Learning,0,41,ORG,
Northern Kentucky University,Northern Kentucky University,0,28,ORG,
Rhode Island College,Rhode Island College,0,20,ORG,
San Francisco Conservatory of Music,San Francisco Conservatory of Music,0,35,ORG,
Coriell Institute for Medical Research,Coriell Institute for Medical Research,0,38,ORG,
University of Rochester Medical Center,University of Rochester Medical Center,0,38,ORG,
Gwynedd Mercy University,Gwynedd Mercy University,0,24,ORG,
Grand Rapids Community College,Grand Rapids Community College,0,30,ORG,
"University of California, Merced","University of California, Merced",0,32,ORG,
Hiram College,Hiram College,0,13,ORG,
Point Park University,Point Park University,0,21,ORG,
John Carroll University,John Carroll University,0,23,PERSON,
Lyon College,Lyon College,0,12,ORG,
Texas State Technical College,Texas State Technical College,0,29,ORG,
University of Northern Iowa,University of Northern Iowa,0,27,ORG,
Centre College,Centre College,0,14,ORG,
Davenport University,Davenport University,0,20,ORG,
