Text,Token,Start Index,End Index,Entity Label,Knowledge Base ID
"Mayfield is a global VC firm focusing on inception and early-stage investing in enterprise, consumer, and engineering biology companies.",VC,21,23,PERSON,
National Institutes of Health is a biomedical research facility that focuses on biomedical and health-related research.,National Institutes of Health,0,29,ORG,
"DCM Ventures is an early-stage venture capital firm that invests in the mobile, consumer internet, communications, and service sectors.",DCM Ventures,0,12,ORG,
Lerer Hippeau is an early-stage venture capital fund founded and operated in New York City.,Lerer Hippeau,0,13,ORG,
Lerer Hippeau is an early-stage venture capital fund founded and operated in New York City.,New York City,77,90,GPE,
"Sequoia Capital India is a venture capital firm that invests in consumer, technology, and healthcare.",Sequoia Capital India,0,21,ORG,
"Sequoia Capital India is a venture capital firm that invests in consumer, technology, and healthcare.",healthcare,90,100,ORG,
"Over ten years, Brand Capital has partnered in the building of over 850+ indigenous brands.",ten years,5,14,DATE,
"Over ten years, Brand Capital has partnered in the building of over 850+ indigenous brands.",Brand Capital,16,29,ORG,
"Over ten years, Brand Capital has partnered in the building of over 850+ indigenous brands.",850,68,71,CARDINAL,
RRE Ventures is a Venture Capital Firm.,RRE Ventures,0,12,ORG,
RRE Ventures is a Venture Capital Firm.,Venture Capital Firm,18,38,ORG,
Bain Capital Ventures invests in seed to growth-stage startups that uses tech to disrupt existing markets or create entirely new ones.,Bain Capital Ventures,0,21,ORG,
Invests in high-growth start-up's headquartered in Southern California,Southern California,51,70,LOC,
BoxGroup is an early-stage investment fund that invests in technology companies.,BoxGroup,0,8,ORG,
Atlas Venture creates and invests in biotech startup companies with seed and early stage venture investments.,Atlas Venture,0,13,ORG,
"Innovate UK holds funding competitions for businesses and research organizations in sectors, including emerging technologies.",UK,9,11,GPE,
OrbiMed is a healthcare-dedicated investment firm focusing on biopharmaceuticals to medical devices and diagnostics.,OrbiMed,0,7,ORG,
The Alchemist Accelerator is a venture-backed initiative focused on accelerating startups whose revenue comes from enterprises.,The Alchemist Accelerator,0,25,ORG,
U.S. Venture Partners is a venture capital firm that focuses on early-stage ventures in information technology and health care.,U.S. Venture Partners,0,21,ORG,
Gaingels represents the LGBT+ community and allies investing in VC-backed companies with diverse and inclusive leadership teams.,Gaingels,0,8,PERSON,
Gaingels represents the LGBT+ community and allies investing in VC-backed companies with diverse and inclusive leadership teams.,VC,64,66,PERSON,
East Ventures is an early stage venture fund focusing on SEA and Japan with 4 unicorns in its portfolio.,East Ventures,0,13,GPE,
East Ventures is an early stage venture fund focusing on SEA and Japan with 4 unicorns in its portfolio.,SEA,57,60,ORG,
East Ventures is an early stage venture fund focusing on SEA and Japan with 4 unicorns in its portfolio.,Japan,65,70,GPE,
East Ventures is an early stage venture fund focusing on SEA and Japan with 4 unicorns in its portfolio.,4 unicorns,76,86,CARDINAL,
"Slow Ventures invests in companies central to the technology industry and those on the edges of science, society, and culture.",Slow Ventures,0,13,ORG,
"Spark Capital is a venture capital firm that invests in the consumer, commerce, FinTech, software, frontier, and media sectors.",Spark Capital,0,13,ORG,
"Spark Capital is a venture capital firm that invests in the consumer, commerce, FinTech, software, frontier, and media sectors.",FinTech,80,87,ORG,
"gBETA is a free, seven-week accelerator for early-stage companies with local roots.",seven-week,17,27,DATE,
"BDC Venture Capital works as a strategic partner that enables, encourages, and unlocks the underlying market potential of Canadian VC.",BDC Venture Capital,0,19,ORG,
"BDC Venture Capital works as a strategic partner that enables, encourages, and unlocks the underlying market potential of Canadian VC.",Canadian,122,130,NORP,
"Northstar Ventures is an early stage VC, working with mission-based founders trying to solve solve societal challenges.",Northstar Ventures,0,18,ORG,
"Northstar Ventures is an early stage VC, working with mission-based founders trying to solve solve societal challenges.",VC,37,39,PERSON,
FundersClub is an online venture capital firm that focuses on Seed and early stage investments.,FundersClub,0,11,ORG,
HAX is SOSV's venture program for Hard Tech,HAX,0,3,ORG,
HAX is SOSV's venture program for Hard Tech,SOSV,7,11,LOC,
Seedcamp is a European seed fund that identifies and invests early in founders attacking global markets.,European,14,22,NORP,
Shenzhen Capital Group is a venture capital company focused on cultivating national industries and shaping national brands.,Shenzhen Capital Group,0,22,ORG,
Wavemaker is a crossborder early-stage VC firm that focuses on early-stage tech startup opportunities.,Wavemaker,0,9,ORG,
Wavemaker is a crossborder early-stage VC firm that focuses on early-stage tech startup opportunities.,VC,39,41,PERSON,
"Highland Capital Partners is a venture capital firm that offers seed, early, and growth-stage funding solutions.",Highland Capital Partners,0,25,ORG,
Initialized Capital is an early-stage VC firm focused on helping software engineers and designers with their first seed checks.,Initialized Capital,0,19,ORG,
Initialized Capital is an early-stage VC firm focused on helping software engineers and designers with their first seed checks.,VC,38,40,PERSON,
Initialized Capital is an early-stage VC firm focused on helping software engineers and designers with their first seed checks.,first,109,114,ORDINAL,
"Eight Roads Ventures is a global investment firm backed by Fidelity with a presence in China, India, London, Hong Kong, Israel and Japan.",Eight,0,5,CARDINAL,
"Eight Roads Ventures is a global investment firm backed by Fidelity with a presence in China, India, London, Hong Kong, Israel and Japan.",Roads Ventures,6,20,ORG,
"Eight Roads Ventures is a global investment firm backed by Fidelity with a presence in China, India, London, Hong Kong, Israel and Japan.",Fidelity,59,67,ORG,
"Eight Roads Ventures is a global investment firm backed by Fidelity with a presence in China, India, London, Hong Kong, Israel and Japan.",China,87,92,GPE,
"Eight Roads Ventures is a global investment firm backed by Fidelity with a presence in China, India, London, Hong Kong, Israel and Japan.",India,94,99,GPE,
"Eight Roads Ventures is a global investment firm backed by Fidelity with a presence in China, India, London, Hong Kong, Israel and Japan.",London,101,107,GPE,
"Eight Roads Ventures is a global investment firm backed by Fidelity with a presence in China, India, London, Hong Kong, Israel and Japan.",Hong Kong,109,118,GPE,
"Eight Roads Ventures is a global investment firm backed by Fidelity with a presence in China, India, London, Hong Kong, Israel and Japan.",Israel,120,126,GPE,
"Eight Roads Ventures is a global investment firm backed by Fidelity with a presence in China, India, London, Hong Kong, Israel and Japan.",Japan,131,136,GPE,
Antler is a global early-stage venture capital firm that invests in the defining technology companies of tomorrow.,Antler,0,6,ORG,
Antler is a global early-stage venture capital firm that invests in the defining technology companies of tomorrow.,tomorrow,105,113,DATE,
"Qualcomm Ventures is the investment arm of Qualcomm Incorporated. Founded in 2000, the fund has over 150 active portfolio companies.",2000,77,81,DATE,
"Qualcomm Ventures is the investment arm of Qualcomm Incorporated. Founded in 2000, the fund has over 150 active portfolio companies.",over 150,96,104,CARDINAL,
Global Brain Corporation is a venture capital firm that invests in companies from seed/early to pre-IPO startups.,Global Brain Corporation,0,24,ORG,
"3i is an international investment manager focused on mid-market Private Equity, Infrastructure &amp; Debt Management.","Private Equity, Infrastructure &",64,96,ORG,
"3i is an international investment manager focused on mid-market Private Equity, Infrastructure &amp; Debt Management.",Debt Management,101,116,ORG,
Trinity Ventures is an early stage venture capital firm.,Trinity Ventures,0,16,ORG,
SkyDeck Berkeley is a research university accelerator that serves as an apex startup launchpad for affiliated entrepreneurs.,SkyDeck Berkeley,0,16,ORG,
Madrona Venture Group is a Invester in Venture Capital And Private Equity Principals.,Madrona Venture Group,0,21,ORG,
Madrona Venture Group is a Invester in Venture Capital And Private Equity Principals.,Venture Capital And Private Equity Principals,39,84,ORG,
Founder Collective is a seed-stage venture capital fund that helps entrepreneurs build their businesses.,Collective,8,18,PERSON,
Vertex Ventures is a global network of operator-investors that manages portfolios.,Vertex Ventures,0,15,ORG,
SMBC Venture Capital is a Japanese finance company that offers banking-centered financial services.,SMBC Venture Capital,0,20,ORG,
SMBC Venture Capital is a Japanese finance company that offers banking-centered financial services.,Japanese,26,34,NORP,
Internet Initiatives Development Fund is a venture fund that creates infrastructure and conditions for Russia-based businesses.,Internet Initiatives Development Fund,0,37,ORG,
Internet Initiatives Development Fund is a venture fund that creates infrastructure and conditions for Russia-based businesses.,Russia,103,109,GPE,
"Mitsubishi UFJ Capital is a venture capital firm focusing on life science, ICT and high technology investments.",Mitsubishi UFJ Capital,0,22,ORG,
"Mitsubishi UFJ Capital is a venture capital firm focusing on life science, ICT and high technology investments.",ICT,75,78,ORG,
Warburg Pincus is a private equity firm focused on growth investing.,Warburg Pincus,0,14,ORG,
Great Oaks is an early-stage venture investment firm that invests in seed and series a investments in tech-based startups.,Great Oaks,0,10,GPE,
Crosslink Capital partners with founders that are market disrupters and category creators typically at the Seed-Series A stage.,Crosslink Capital,0,17,ORG,
Crosslink Capital partners with founders that are market disrupters and category creators typically at the Seed-Series A stage.,the Seed-Series A,103,120,EVENT,
Social Starts is a venture capital partnership that focuses on the emerging science of individual health.,Social Starts,0,13,ORG,
Shunwei Capital is a venture capital fund focused primarily on early- to mid-stage investments in China's internet industry.,Shunwei Capital,0,15,ORG,
Shunwei Capital is a venture capital fund focused primarily on early- to mid-stage investments in China's internet industry.,China,98,103,GPE,
The Ontario Centres of Excellence invests in projects and people to accelerate industry R&amp;D to impact the Ontario economy through the,The Ontario Centres of Excellence,0,33,ORG,
"ARCH is an early-stage venture firm that focuses on life science discoveries to prevent, detect, and cure disease.",ARCH,0,4,PERSON,
Acequia Capital advises early founders and teams with a passion and conviction about the power of software.,Acequia Capital,0,15,ORG,
InterWest invests an average of about $7 - 15 million over the span of their involvement with each company in their portfolio.,InterWest,0,9,ORG,
InterWest invests an average of about $7 - 15 million over the span of their involvement with each company in their portfolio.,about $7 - 15 million,32,53,MONEY,
Social Capital is a venture capital investment firm that partners with entrepreneurs at all stages.,Social Capital,0,14,ORG,
"North Bridge provides seed-to-growth stage funding for businesses in several sectors such as software, communications and infrastructure.",North Bridge,0,12,GPE,
Idinvest Partners is a pan-European private equity manager focused on the low and middle market segments.,Idinvest Partners,0,17,ORG,
Idinvest Partners is a pan-European private equity manager focused on the low and middle market segments.,pan-European,23,35,NORP,
"Lux Capital is an investment firm investing in counter-conventional, early-stage science, and tech ventures.",Lux Capital,0,11,ORG,
Hillhouse Capital Group is an investment management firm that invests with a long-term time horizon.,Hillhouse Capital Group,0,23,ORG,
SoftBank Vision Fund specializes in growth capital and social impact investments.,SoftBank Vision Fund,0,20,ORG,
Shasta is an early-stage venture capital firm focused on investing in enterprise.,Shasta,0,6,ORG,
General Atlantic is a global growth equity firm providing capital and strategic support for growth companies.,Atlantic,8,16,PERSON,
Oak Investment Partners is a multi-stage venture capital and private equity firm.,Oak Investment Partners,0,23,ORG,
Northern Light Venture Capital is a Chinese company that provides early- and growth-stage funding to tech and consumer service companies.,Northern Light Venture Capital,0,30,ORG,
Northern Light Venture Capital is a Chinese company that provides early- and growth-stage funding to tech and consumer service companies.,Chinese,36,43,NORP,
"Union Square Ventures is a venture capital firm focused on early-stage, growth-capital, late stage, and startup financing.",Union Square Ventures,0,21,ORG,
"Legend Capital, a subsidiary of Legend Holdings Ltd., has a mission to become a top-notch venture capital investor in China.",Legend Holdings Ltd.,32,52,ORG,
"Legend Capital, a subsidiary of Legend Holdings Ltd., has a mission to become a top-notch venture capital investor in China.",China,118,123,GPE,
TCV provides investment capital to growth-stage private and public companies in the technology industry.,TCV,0,3,ORG,
Flybridge is a seed-stage venture capital firm investing with entrepreneurs to leverage the power of the community.,Flybridge,0,9,ORG,
Austin Ventures specializes in partnering with talented executives and entrepreneurs to build companies.,Austin Ventures,0,15,PERSON,
"Uncork Capital is a seed-stage venture capital firm that focuses on SaaS, consumer, marketplaces, hardware, and new technology startups.",Uncork Capital,0,14,ORG,
Upfront Ventures is the venture capital firm focusing on early-stage technology companies.,Upfront Ventures,0,16,ORG,
Early-stage investor combining its own angel syndicate &amp; seed funds to provide investors with diversified exposure to SEIS/EIS businesses.,syndicate &,45,56,ORG,
HV Capital is a venture capital firm that supports founders in developing their internet companies.,HV Capital,0,10,ORG,
Sierra Ventures is an early-stage venture firm investing globally with a focus on next generation enterprise and emerging technologies.,Sierra Ventures,0,15,ORG,
Almi Invest is a venture capital company that invests in Swedish companies with scalable business models.,Almi Invest,0,11,PERSON,
Almi Invest is a venture capital company that invests in Swedish companies with scalable business models.,Swedish,57,64,NORP,
Business Growth Fund is an influential investor in small and mid-sized businesses.,Business Growth Fund,0,20,ORG,
Western Technology Investment is a venture capital firm that specializes in offering acquisition financing to revenue generating firms.,Western Technology Investment,0,29,ORG,
Balderton Capital is a Early-Stage Venture Capital Investor.,Balderton Capital,0,17,ORG,
SAIF Partners is a venture and growth capital fund invested in helping Asia's exceptional companies grow from concept to IPO.,SAIF Partners,0,13,ORG,
SAIF Partners is a venture and growth capital fund invested in helping Asia's exceptional companies grow from concept to IPO.,Asia,71,75,LOC,
Techstars Ventures is a venture capital firm that empowers entrepreneurs to bring new technologies to the market.,Techstars Ventures,0,18,ORG,
Mizuho Capital is a venture capital firm that focuses on information technology and biotechnology investments.,Mizuho Capital,0,14,ORG,
F-Prime Capital is a venture capital firm investing in healthcare and technology.,F-Prime Capital,0,15,PRODUCT,
"IndieBio is the largest biotech startup accelerator, run by SOSV.",IndieBio,0,8,ORG,
"IndieBio is the largest biotech startup accelerator, run by SOSV.",SOSV,60,64,LOC,
Soma Capital is venture capital fund that focuses on investing in software to automate the world across all sectors and geographies.,Soma Capital,0,12,ORG,
8VC aims to transform the technology infrastructure behind many industries.,8VC,0,3,CARDINAL,
GSR Ventures focuses on early-stage technology companies developing AI-enabled technology.,GSR Ventures,0,12,ORG,
GSR Ventures focuses on early-stage technology companies developing AI-enabled technology.,AI,68,70,ORG,
International Finance Corporation is a private equity and venture capital subsidiary focused on the private sector in developing countries.,International Finance Corporation,0,33,ORG,
Agoranov is a public Science &amp; Tech incubator based in Paris.,Science &,21,30,ORG,
Agoranov is a public Science &amp; Tech incubator based in Paris.,Tech,35,39,ORG,
Agoranov is a public Science &amp; Tech incubator based in Paris.,Paris,59,64,GPE,
Comcast Ventures partners with extraordinary entrepreneurs building transformative consumer and enterprise companies.,Comcast Ventures,0,16,ORG,
"Versant Ventures caters to the healthcare sector with early and later stage venture, private equity, and debt financing investments.",Versant Ventures,0,16,ORG,
"Par Equity is a leading, early-stage venture capital firm, investing in innovative, high growth technology companies.",Par Equity,0,10,ORG,
Scottish Investment Bank is a Glasgow-based venture capital subsidiary that invests in small- and medium-sized businesses.,Scottish Investment Bank,0,24,ORG,
Scottish Investment Bank is a Glasgow-based venture capital subsidiary that invests in small- and medium-sized businesses.,Glasgow,30,37,GPE,
Morgenthaler Ventures is a venture capital and private equity firm that invests in IT and life sciences companies.,Morgenthaler Ventures,0,21,ORG,
LocalGlobe is a venture capital firm that focuses on seed and impact investments.,LocalGlobe,0,10,ORG,
"ff Venture Capital is a technology venture capital firm that invests in cybersecurity, AI, machine learning, drones, and cloud software.",Venture Capital,3,18,ORG,
"ff Venture Capital is a technology venture capital firm that invests in cybersecurity, AI, machine learning, drones, and cloud software.",AI,87,89,ORG,
"Sigma Partners is a venture capital firm, founded in 1984, that has invested in over a hundred early stage companies and has over $2",1984,53,57,DATE,
"Sigma Partners is a venture capital firm, founded in 1984, that has invested in over a hundred early stage companies and has over $2",over a hundred,80,94,CARDINAL,
"Sigma Partners is a venture capital firm, founded in 1984, that has invested in over a hundred early stage companies and has over $2",over $2,125,132,MONEY,
Foundry is a venture capital firm focused on providing early-stage technology investments.,Foundry,0,7,ORG,
StartUp Health is investing in a global army of Health Transformers to achieve health moonshots.,Health Transformers,48,67,ORG,
The Centre for Entrepreneurship Education and Development (CEED) has been fostering the spirit of innovation in Nova Scotia.,The Centre for Entrepreneurship Education and Development,0,57,ORG,
The Centre for Entrepreneurship Education and Development (CEED) has been fostering the spirit of innovation in Nova Scotia.,Nova Scotia,112,123,GPE,
FirstMark Capital is an early-stage venture capital firm that partners with exceptional entrepreneurs.,FirstMark Capital,0,17,ORG,
Omidyar Network is an investment firm.,Omidyar Network,0,15,PERSON,
"Pitango Venture Capital specializes in early-stage, health-tech, and growth investments.",Pitango Venture Capital,0,23,ORG,
"Octopus is a multi stage European venture capital investor specializing in health, fintech, deep tech, B2B software and consumer.",Octopus,0,7,PRODUCT,
"Octopus is a multi stage European venture capital investor specializing in health, fintech, deep tech, B2B software and consumer.",European,25,33,NORP,
Draper Associates is an early-stage venture capital firm that invests in industry-transforming companies.,Draper Associates,0,17,ORG,
StartX is an educational non-profit that helps Stanford's top entrepreneurs.,Stanford,47,55,ORG,
"Correlation Ventures finances early, seed, and later stage venture, and debt financing investments and is based in California.",Correlation Ventures,0,20,ORG,
"Correlation Ventures finances early, seed, and later stage venture, and debt financing investments and is based in California.",California,115,125,GPE,
Entrepreneurs Roundtable Accelerator (ERA) is an early-stage venture capital fund and technology accelerator.,ERA,38,41,ORG,
Sinovation Ventures is a full-service venture capital firm that actively invests in the Chinese technology market.,Sinovation Ventures,0,19,ORG,
Sinovation Ventures is a full-service venture capital firm that actively invests in the Chinese technology market.,Chinese,88,95,NORP,
"Forum Ventures is the leading fund, program, platform and community for B2B SaaS startups. (Formerly known as Acceleprise)",Forum Ventures,0,14,ORG,
"Forum Ventures is the leading fund, program, platform and community for B2B SaaS startups. (Formerly known as Acceleprise)",Acceleprise,110,121,PERSON,
Sapphire is a venture capital firm that partners with visionary teams and venture funds to build companies.,Sapphire,0,8,GPE,
"SIG's China venture capital and private equity activities are operated through SIG Asia Investments, LLLP (SAI).",SIG,0,3,ORG,
"SIG's China venture capital and private equity activities are operated through SIG Asia Investments, LLLP (SAI).",China,6,11,GPE,
"SIG's China venture capital and private equity activities are operated through SIG Asia Investments, LLLP (SAI).",SIG Asia Investments,79,99,ORG,
"SIG's China venture capital and private equity activities are operated through SIG Asia Investments, LLLP (SAI).",LLLP,101,105,GPE,
"SIG's China venture capital and private equity activities are operated through SIG Asia Investments, LLLP (SAI).",SAI,107,110,ORG,
Lighter Capital offers tech entrepreneurs with access to non-dilutive financing to help grow their companies without giving up equity.,Lighter Capital,0,15,ORG,
Meritech Capital provides late-stage venture capital to technology companies.,Meritech Capital,0,16,ORG,
NEXT Canada is a national non-profit charity with a focus on increasing national prosperity through innovation and entrepreneurship.,NEXT Canada,0,11,ORG,
Nexus Venture Partners is a venture capital firm established by ex-entrepreneurs in enterprise technology and consumer internet.,Nexus Venture Partners,0,22,ORG,
NFX operates as a pre-seed and seed stage VC that is transforming how true innovators are funded.,VC,42,44,PERSON,
Ignition Partners is a venture capital firm dedicated to helping the best entrepreneurs seize opportunity.,Ignition Partners,0,17,ORG,
Sutter Hill Ventures primarily invests in technology-based start-ups.,Sutter Hill Ventures,0,20,PERSON,
OurCrowd is a venture investing platform that enables institutions and individuals to invest and engage in emerging companies.,OurCrowd,0,8,ORG,
"SoftBank provides fixed-line, mobile telephony, internet, telecommunications, and digital television products.",SoftBank,0,8,ORG,
