Text,Noun,Number of Nouns,Verb,Number of Verbs,Adjective,Number of Adjectives
"Business Development, Finance, Financial Services, Venture Capital",[],0,[],0,[],0
"B2B, Financial Services, Health Care, Venture Capital",[],0,[],0,[],0
"Consumer, Enterprise Software, Venture Capital",[Consumer],1,[],0,[],0
"Finance, Financial Services, FinTech, Venture Capital",[Finance],1,[],0,[],0
"Banking, Consulting, Financial Services, FinTech, Technical Support, Venture Capital",[Banking],1,[],0,[],0
"Angel Investment, Finance, Venture Capital",[],0,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Finance, Financial Services, FinTech, Venture Capital",[Finance],1,[],0,[],0
"Hardware, Health Care, Software, Venture Capital",[Hardware],1,[],0,[],0
Venture Capital,[],0,[],0,[],0
"Advanced Materials, Aerospace, Artificial Intelligence, Blockchain, CleanTech, Retail Technology, Risk Management, Supply Chain Management",[],0,[],0,[],0
"Banking, Finance, Financial Services, FinTech, Venture Capital",[Banking],1,[],0,[],0
"Biopharma, FinTech, Venture Capital",[],0,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Advertising, Internet, Online Games, Online Portals, Social Media Marketing","[Advertising, Marketing]",2,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Business Development, Crowdfunding, Financial Services, FinTech, Funding Platform, Venture Capital",[],0,[],0,[],0
"EdTech, Education, Higher Education, Information Technology",[],0,[],0,[],0
"Financial Services, Government",[Government],1,[],0,[],0
"Enterprise Software, Finance",[Finance],1,[],0,[],0
"Finance, Financial Services, FinTech, Venture Capital",[Finance],1,[],0,[],0
"Cloud Computing, Enterprise Software, SaaS, Software, Venture Capital",[],0,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Big Data, Biotechnology, Financial Services, Health Care, Venture Capital",[],0,[],0,[],0
"Angel Investment, Finance, Venture Capital",[],0,[],0,[],0
"Finance, Financial Services, FinTech, Venture Capital",[Finance],1,[],0,[],0
"Consumer, Enterprise, FinTech, Venture Capital",[Consumer],1,[],0,[],0
"Consumer, Financial Services, Marketplace, Venture Capital",[Consumer],1,[],0,[],0
"Enterprise Software, Financial Services, Venture Capital",[],0,[],0,[],0
"Computer Vision, Consumer, Enterprise, FinTech, Internet",[],0,[],0,[],0
"Consumer, Enterprise, Financial Services, Venture Capital",[Consumer],1,[],0,[],0
"Biotechnology, Health Care, Health Diagnostics, Medical, Medical Device",[],0,[],0,[],0
"Finance, Impact Investing, Venture Capital",[Finance],1,[],0,[],0
"Consumer, Enterprise Software, Venture Capital",[Consumer],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Advertising, Retail, Venture Capital",[Advertising],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Angel Investment, Finance, Financial Services",[],0,[],0,[],0
"Finance, Financial Services, FinTech, Impact Investing, Venture Capital",[Finance],1,[],0,[],0
"Biotechnology, Health Care, Pharmaceutical, Venture Capital",[],0,[],0,[],0
"Finance, Financial Services, Government","[Finance, Government]",2,[],0,[],0
"Angel Investment, Financial Services, Health Care",[],0,[],0,[],0
"Apps, B2B, Enterprise Software, Medical, Software",[],0,[],0,[],0
"Impact Investing, Venture Capital",[],0,[],0,[],0
Finance,[Finance],1,[],0,[],0
"Enterprise Software, Financial Services, Venture Capital",[],0,[],0,[],0
"Business Development, Finance, Financial Services, Venture Capital",[],0,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Finance, Financial Services, Impact Investing, Venture Capital",[Finance],1,[],0,[],0
"Angel Investment, Finance, Venture Capital",[],0,[],0,[],0
"Consumer Software, Enterprise, FinTech, Hardware, Online Games",[],0,[],0,[],0
"AgTech, Angel Investment, CleanTech, Financial Services, Venture Capital, Waste Management, Water",[Water],1,[],0,[],0
"Angel Investment, Financial Services, Venture Capital",[],0,[],0,[],0
"Finance, Financial Services, FinTech, Funding Platform",[Finance],1,[],0,[],0
"Hardware, Venture Capital",[Hardware],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"AgTech, Business Intelligence, Cyber Security, Enterprise Software, FinTech, Marketing Automation, Mobile, Robotics",[Robotics],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Finance, Financial Services, FinTech, Venture Capital",[Finance],1,[],0,[],0
"Financial Services, Impact Investing, Software, Venture Capital",[],0,[],0,[],0
"Consumer, Finance, Financial Services, FinTech, Venture Capital",[Consumer],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Business Development, Finance, Venture Capital",[],0,[],0,[],0
"Angel Investment, Financial Services, Venture Capital",[],0,[],0,[],0
"Angel Investment, Finance, Financial Services, Venture Capital",[],0,[],0,[],0
"Banking, Finance, Financial Services, Information Technology, Infrastructure, Venture Capital",[Banking],1,[],0,[],0
"Finance, Venture Capital",[Finance],1,[],0,[],0
"Finance, Incubators","[Finance, Incubators]",2,[],0,[],0
"Angel Investment, Finance, Financial Services, Service Industry, Venture Capital",[],0,[],0,[],0
"Hardware, Internet of Things, Mobile","[Hardware, Internet]",2,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Big Data, Cyber Security, Enterprise Software, Venture Capital",[],0,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Cyber Security, Financial Services, FinTech, Internet of Things, Venture Capital",[Internet],1,[],0,[],0
"Biotechnology, Financial Services, Semiconductor, Venture Capital",[],0,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Digital Media, Email Marketing, Events, Incubators, News, Venture Capital",[Incubators],1,[],0,[],0
"Enterprise Software, IT Infrastructure",[],0,[],0,[],0
"Business Development, Financial Services, Internet of Things, Venture Capital",[Internet],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Finance, Financial Services, Non Profit",[Finance],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Finance, Venture Capital",[Finance],1,[],0,[],0
"Finance, Venture Capital",[Finance],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Finance, Financial Services, FinTech, Venture Capital",[Finance],1,[],0,[],0
"Business Development, Finance, Financial Services",[],0,[],0,[],0
"Impact Investing, Media and Entertainment, Venture Capital",[],0,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Business Development, Financial Services, Venture Capital",[],0,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Finance, Financial Services, Social Entrepreneurship",[Finance],1,[],0,[],0
"Angel Investment, Finance, Venture Capital",[],0,[],0,[],0
"Angel Investment, Financial Services, Venture Capital",[],0,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Enterprise Software, Financial Services",[],0,[],0,[],0
"Apps, Retail, Software",[],0,[],0,[],0
"Business Development, Finance, Financial Services",[],0,[],0,[],0
"Finance, Financial Services, Impact Investing, Venture Capital",[Finance],1,[],0,[],0
"Angel Investment, Financial Services, Venture Capital",[],0,[],0,[],0
"Consumer, Marketplace, SaaS, Venture Capital",[Consumer],1,[],0,[],0
"AgTech, Cyber Security, Digital Media, FinTech",[],0,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Angel Investment, Finance, Financial Services, Venture Capital",[],0,[],0,[],0
"Augmented Reality, B2B, Cyber Security, FinTech, SaaS, Sustainability, Virtual Reality","[Sustainability, Reality]",2,[],0,[Virtual],1
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Angel Investment, Finance, Financial Services, Venture Capital",[],0,[],0,[],0
"Cloud Security, Fraud Detection, Health Care, Identity Management, Intrusion Detection, Network Security, Penetration Testing, Physical Security, Privacy, Security",[Security],1,[],0,[],0
"Financial Services, FinTech, Venture Capital",[],0,[],0,[],0
"Finance, Financial Services, Service Industry, Venture Capital",[Finance],1,[],0,[],0
"Financial Services, FinTech, Venture Capital",[],0,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Biotechnology, Financial Services, FinTech, Social Media, Venture Capital, Women's",[],0,[],0,[],0
"Business Development, Finance, Financial Services, Venture Capital",[],0,[],0,[],0
"Biotechnology, Finance, Venture Capital",[],0,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Finance, Financial Services, Market Research, Venture Capital",[Finance],1,[],0,[],0
"Artificial Intelligence, Business Development, Finance, Financial Services, FinTech, Venture Capital",[],0,[],0,[],0
"Finance, Financial Services, Impact Investing, Venture Capital",[Finance],1,[],0,[],0
"Finance, Financial Services, Funding Platform, Hedge Funds",[Finance],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Business Development, Consulting, Finance, Incubators",[Incubators],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Finance, Financial Services, FinTech, Venture Capital",[Finance],1,[],0,[],0
"Financial Services, Health Care, Venture Capital",[],0,[],0,[],0
"Financial Services, FinTech, Impact Investing, Venture Capital",[],0,[],0,[],0
"Banking, Finance, Financial Services",[Banking],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Artificial Intelligence, Cyber Security, Machine Learning, Software, Venture Capital",[],0,[],0,[],0
"Financial Services, Venture Capital",[],0,[],0,[],0
"Financial Services, Information Technology, Venture Capital",[],0,[],0,[],0
"Biotechnology, Electronic Health Record (EHR), Employee Benefits, Health Diagnostics, Home Health Care, Medical Device, mHealth, Nursing and Residential Care, Personal Health",[Nursing],1,[],0,[],0
"EdTech, Education",[],0,[],0,[],0
"Business Development, Consumer, Enterprise, Finance, Financial Services, Venture Capital",[],0,[],0,[],0
"Enterprise Software, Financial Services, Venture Capital",[],0,[],0,[],0
"Financial Services, FinTech, Health Care, Venture Capital",[],0,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Financial Services, FinTech, Software, Venture Capital",[],0,[],0,[],0
"Automotive, Big Data, Bioinformatics, Biotechnology, Computer Vision, Consumer Software, Education, Enterprise Software, Finance, Hardware, Internet, Internet of Things, Medical Device, Non Profit, Venture Capital",[Internet],1,[],0,[Automotive],1
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Business Development, Finance, Financial Services, Venture Capital",[],0,[],0,[],0
"FinTech, InsurTech, Productivity Tools",[],0,[],0,[],0
"Incubators, Internet, Venture Capital",[Incubators],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"B2B, Enterprise Software, SaaS",[SaaS],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Financial Exchanges, Impact Investing, Venture Capital",[],0,[],0,[],0
"Financial Services, FinTech, Venture Capital",[],0,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Education, Hardware, Human Resources, Information Technology, Internet of Things, Mobile","[Education, Internet]",2,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Cloud Computing, Cyber Security, Enterprise Software, IT Infrastructure, Software",[],0,[],0,[],0
"Business Development, Finance, Financial Services, Venture Capital",[],0,[],0,[],0
"Angel Investment, Crowdfunding, FinTech, Funding Platform, Venture Capital",[],0,[],0,[],0
"Banking, E-Commerce, Internet, Mobile, Telecommunications",[Banking],1,[],0,[],0
"Finance, Financial Services, Software, Venture Capital",[Finance],1,[],0,[],0
"Business Development, Finance, Financial Exchanges, Financial Services",[],0,[],0,[],0
"Financial Services, FinTech, Information Technology, Venture Capital",[],0,[],0,[],0
"Banking, Finance, Venture Capital",[Banking],1,[],0,[],0
"Biotechnology, Health Care, Venture Capital",[],0,[],0,[],0
"Financial Services, Internet, IT Infrastructure, Venture Capital",[],0,[],0,[],0
"AgTech, B2B, Logistics, Medical, Supply Chain Management, Venture Capital",[],0,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Agriculture, EdTech, Education, Finance, Financial Services, FinTech",[],0,[],0,[],0
"Crowdfunding, Finance, Financial Services, Funding Platform, Venture Capital",[],0,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Biotechnology, Finance, Financial Services, Life Science, Medical",[],0,[],0,[],0
"Biotechnology, Health Care, Medical Device",[],0,[],0,[],0
"Artificial Intelligence, Finance, Financial Services, FinTech, Information Technology, Mobile, Software",[],0,[],0,[],0
"Consulting, Finance, Financial Services",[],0,[],0,[],0
"Finance, Financial Services, FinTech",[Finance],1,[],0,[],0
"Business Development, Financial Services, FinTech, Venture Capital",[],0,[],0,[],0
"Asset Management, Finance, Financial Services",[],0,[],0,[],0
"Banking, Financial Services, Venture Capital",[Banking],1,[],0,[],0
"Finance, Financial Exchanges, FinTech, Personal Finance, Venture Capital",[Finance],1,[],0,[],0
"Business Development, Career Planning, Government, Office Administration",[],0,[],0,[],0
"Aerospace, Asset Management, Financial Services, Management Consulting",[],0,[],0,[],0
"Consumer, Financial Services, FinTech, Venture Capital, Virtual Reality","[Consumer, Reality]",2,[],0,[Virtual],1
"Biotechnology, Energy, Information Technology, Media and Entertainment",[],0,[],0,[],0
"Bitcoin, Blockchain, Financial Services, FinTech, Venture Capital",[],0,[],0,[],0
"Artificial Intelligence, Finance, Financial Exchanges, Financial Services, Venture Capital",[],0,[],0,[],0
"Biotechnology, Health Care, Life Science, Venture Capital",[],0,[],0,[],0
"Biotechnology, Venture Capital",[],0,[],0,[],0
"Financial Services, Impact Investing, Venture Capital",[],0,[],0,[],0
"Finance, Financial Services, Software, Venture Capital",[Finance],1,[],0,[],0
"Finance, Financial Services, Impact Investing, Venture Capital",[Finance],1,[],0,[],0
"Financial Services, FinTech, Internet, Venture Capital",[],0,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Asset Management, Finance, Financial Services, Impact Investing, Venture Capital",[],0,[],0,[],0
"Angel Investment, Artificial Intelligence, Finance, Venture Capital",[],0,[],0,[],0
"Asset Management, Financial Services, Real Estate, Venture Capital",[],0,[],0,[],0
"Leisure, Life Science, Medical Device, Tourism, Travel","[Leisure, Travel]",2,[],0,[],0
"Blockchain, Cryptocurrency, Finance, Financial Services, FinTech",[],0,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
Venture Capital,[],0,[],0,[],0
"Financial Services, Professional Networking, Venture Capital",[],0,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Finance, Financial Services, Semiconductor, Venture Capital",[Finance],1,[],0,[],0
"Information Technology, Media and Entertainment, Security",[Security],1,[],0,[],0
"Finance, Financial Services, FinTech, Venture Capital",[Finance],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Asset Management, Crowdfunding, Financial Services, FinTech",[],0,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Financial Services, FinTech, Venture Capital",[],0,[],0,[],0
"FinTech, Internet, Mobile, Software",[],0,[],0,[],0
"Communities, Consulting, Incubators","[Communities, Incubators]",2,[],0,[],0
"Finance, Financial Services, FinTech, Venture Capital",[Finance],1,[],0,[],0
"Health Care, Information Technology",[],0,[],0,[],0
"Collaboration, Finance, Financial Services",[Collaboration],1,[],0,[],0
"Energy, Energy Efficiency, Energy Management, Finance","[Energy, Finance]",2,[],0,[],0
"Financial Services, Mobile, Venture Capital",[],0,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
Venture Capital,[],0,[],0,[],0
"Association, B2B, Information Technology, Shopping",[Shopping],1,[],0,[],0
"Financial Services, FinTech, Impact Investing, Real Estate Investment, Venture Capital",[],0,[],0,[],0
"Angel Investment, Finance, Incubators, Venture Capital",[],0,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Business Development, Business Intelligence, Financial Services, FinTech",[],0,[],0,[],0
"Artificial Intelligence, B2B, Consumer, FinTech, Venture Capital",[],0,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Financial Services, FinTech",[],0,[],0,[],0
"Business Development, Finance, Financial Services, Social Entrepreneurship, Venture Capital",[],0,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
CleanTech,[CleanTech],1,[],0,[],0
"Biotechnology, Business Development, Finance, Health Care, Venture Capital",[],0,[],0,[],0
"Business Development, Consulting, Finance, Venture Capital",[],0,[],0,[],0
"Finance, Information Technology, Venture Capital",[Finance],1,[],0,[],0
"Business Information Systems, Cyber Security, FinTech, Logistics, SaaS",[SaaS],1,[],0,[],0
"Business Development, Enterprise Software, Financial Services, Venture Capital",[],0,[],0,[],0
"Finance, Non Profit, Venture Capital",[Finance],1,[],0,[],0
"Finance, Venture Capital",[Finance],1,[],0,[],0
"Business Development, Incubators",[Incubators],1,[],0,[],0
"Advice, Financial Services, FinTech, Venture Capital",[Advice],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Business Development, Consulting, Incubators, Management Consulting",[],0,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Business Development, Finance, FinTech, Venture Capital",[],0,[],0,[],0
"Angel Investment, Finance, FinTech, Venture Capital",[],0,[],0,[],0
"Enterprise Software, Financial Services, FinTech, Venture Capital",[],0,[],0,[],0
"Financial Services, Intellectual Property",[],0,[],0,[],0
"Association, Information Technology, Non Profit",[],0,[],0,[],0
"Financial Services, Venture Capital",[],0,[],0,[],0
"Finance, Financial Services, Health Care, Service Industry",[Finance],1,[],0,[],0
"Finance, Payments, Venture Capital",[Finance],1,[],0,[],0
"Consumer, Information Technology, Medical Device, Publishing",[Consumer],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Machine Learning, Venture Capital",[],0,[],0,[],0
"Private Social Networking, Venture Capital",[],0,[],0,[Private],1
"CleanTech, Energy, Government",[Government],1,[],0,[],0
"Angel Investment, Finance, Financial Services, Impact Investing, Mobile, Venture Capital",[],0,[],0,[],0
"Marketplace, SaaS, Venture Capital",[],0,[],0,[],0
"Finance, Financial Services, FinTech, Venture Capital",[Finance],1,[],0,[],0
"Health Care, Health Diagnostics, Medical Device, mHealth",[],0,[],0,[],0
"Cloud Infrastructure, Enterprise, Financial Services, Software, Venture Capital",[],0,[],0,[],0
"Finance, Therapeutics, Venture Capital",[Finance],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
Business Development,[],0,[],0,[],0
"Finance, Financial Services, Information and Communications Technology (ICT), Information Technology, Venture Capital",[Finance],1,[],0,[],0
"Financial Services, FinTech, Information Technology, Venture Capital",[],0,[],0,[],0
"Finance, Financial Services, FinTech",[Finance],1,[],0,[],0
"Business Development, Financial Services, FinTech, Venture Capital",[],0,[],0,[],0
Finance,[Finance],1,[],0,[],0
Finance,[Finance],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"B2B, Business Development, Enterprise Software, Internet, Software, Venture Capital",[],0,[],0,[],0
"Business Development, Communities, Education, Internet, Social Entrepreneurship",[],0,[],0,[],0
"Angel Investment, Financial Services, FinTech, Venture Capital",[],0,[],0,[],0
"Cyber Security, FinTech, Venture Capital",[],0,[],0,[],0
"Business Development, Clean Energy, Cyber Security, GovTech, Infrastructure, Parking, Smart Building, Smart Cities, Transportation",[],0,[],0,[],0
"Asset Management, Finance, Financial Services, Venture Capital",[],0,[],0,[],0
"Analytics, Cyber Security, FinTech, Hardware, Health Care, Internet of Things, Life Science, Robotics, SaaS, Semiconductor","[Analytics, Internet]",2,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Business Development, Finance, Financial Services, Venture Capital",[],0,[],0,[],0
"Apps, Blockchain, Casual Games, Developer Platform, Video Games",[],0,[],0,[],0
"Information Technology, Internet of Things, Software, Venture Capital",[Internet],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Business Development, Financial Services, FinTech, Venture Capital",[],0,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Enterprise, Financial Services, Infrastructure, Venture Capital",[Enterprise],1,[],0,[],0
"FinTech, Internet, Retail, Retail Technology, Venture Capital",[],0,[],0,[],0
"Asset Management, Finance, Financial Services, Venture Capital",[],0,[],0,[],0
"Enterprise, Financial Services, Information Technology, Venture Capital",[Enterprise],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Asset Management, Finance, Financial Services, FinTech, Venture Capital",[],0,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Financial Services, FinTech, Venture Capital",[],0,[],0,[],0
"Angel Investment, Financial Services, Venture Capital",[],0,[],0,[],0
"Health Care, Venture Capital",[],0,[],0,[],0
"Angel Investment, Financial Services, Venture Capital",[],0,[],0,[],0
"Banking, Commercial, Finance, Financial Services, Venture Capital",[Banking],1,[],0,[],0
"Commercial Real Estate, Financial Services, Government, News, Venture Capital",[],0,[],0,[Commercial],1
"Artificial Intelligence, Asset Management, Finance, Financial Services, Lending",[Lending],1,[],0,[],0
"Biotechnology, Finance, Financial Services, Health Care, Medical, Venture Capital",[],0,[],0,[],0
"Finance, Insurance, Renewable Energy",[Finance],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Financial Services, Impact Investing, Venture Capital",[],0,[],0,[],0
"Finance, Financial Services, FinTech, Venture Capital",[Finance],1,[],0,[],0
"Business Development, Consulting, Event Management, Management Consulting",[],0,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Angel Investment, Finance, Financial Services, Venture Capital",[],0,[],0,[],0
"3D Printing, Biopharma, Enterprise Software, Health Diagnostics, Information Technology, Insurance, InsurTech, Life Science, Robotics, Software",[],0,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Communications Infrastructure, Enterprise Software, Hardware",[],0,[],0,[],0
"Manufacturing, Telecommunications, Venture Capital",[Manufacturing],1,[],0,[],0
"Enterprise Software, Market Research, Semiconductor",[],0,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Commercial Lending, Financial Services, FinTech, Venture Capital",[],0,[],0,[],0
Finance,[Finance],1,[],0,[],0
"Finance, Venture Capital",[Finance],1,[],0,[],0
"Angel Investment, Coworking, Social Media",[Media],1,[],0,[],0
"Agriculture, Information Technology, Internet, Venture Capital",[],0,[],0,[],0
"Advice, Asset Management, Finance, Financial Services, Insurance","[Advice, Insurance]",2,[],0,[],0
"Charity, Impact Investing",[Charity],1,[],0,[],0
"Business Development, Consumer, Finance, Internet, Venture Capital",[],0,[],0,[],0
"Consumer Electronics, Internet, Mobile",[],0,[],0,[],0
"Angel Investment, Financial Services, FinTech, Impact Investing, Venture Capital",[],0,[],0,[],0
"Consumer, Financial Services, Venture Capital",[Consumer],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
