Text,Noun,Number of Nouns,Verb,Number of Verbs,Adjective,Number of Adjectives
Information Technology,[],0,[],0,[],0
"Financial Services, Payments",[Payments],1,[],0,[],0
"Artificial Intelligence, Augmented Reality, Social Media, Social Network, Virtual Reality",[Reality],1,[],0,[Virtual],1
"Banking, Finance, Financial Exchanges, Financial Services, Venture Capital",[Banking],1,[],0,[],0
"Manufacturing, Nanotechnology",[Manufacturing],1,[],0,[],0
"Banking, Financial Services, FinTech, Payments","[Banking, Payments]",2,[],0,[],0
"Artificial Intelligence, Biotechnology, Health Care, Health Diagnostics",[],0,[],0,[],0
"Finance, FinTech, SaaS, Software",[Finance],1,[],0,[],0
"Advertising, Consulting",[Advertising],1,[],0,[],0
"Manufacturing, Mineral, Mining, Mining Technology",[Manufacturing],1,[],0,[],0
"Content, News, Social Media, Social Network",[],0,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"B2B, Cloud Data Services, Consulting, Information Technology, Legal, SaaS, Software",[],0,[],0,[],0
"Insurance, Service Industry",[Insurance],1,[],0,[],0
"Financial Services, FinTech, Information Technology, Real Estate",[],0,[],0,[],0
"Asset Management, Energy, Renewable Energy, Transportation",[Transportation],1,[],0,[],0
Restaurants,[Restaurants],1,[],0,[],0
"Crowdsourcing, Delivery, E-Commerce, Retail",[],0,[],0,[],0
Real Estate Investment,[],0,[],0,[Real],1
"Energy, Oil and Gas",[Energy],1,[],0,[],0
"Enterprise Software, Human Resources, Insurance, Internet",[],0,[],0,[],0
"Banking, Consulting, Finance, Financial Services",[Banking],1,[],0,[],0
"Fuel, Industrial, Oil and Gas, Retail",[],0,[],0,[],0
"Biotechnology, Pharmaceutical, Veterinary",[],0,[],0,[],0
"Logistics, Railroad, Transportation",[],0,[],0,[],0
"Commercial, Construction, Consulting, Service Industry",[],0,[],0,[],0
"Energy, Environmental Engineering, Renewable Energy",[Energy],1,[],0,[],0
"Developer Platform, Enterprise Software, Software",[],0,[],0,[],0
"Advertising, Energy, Health Care, Marketing, Office Administration",[Advertising],1,[],0,[],0
"Apps, Banking, Financial Services, FinTech, Personal Finance",[],0,[],0,[],0
"Delivery Service, E-Commerce, Grocery, Shopping",[Shopping],1,[],0,[],0
"Service Industry, Telecommunications",[Telecommunications],1,[],0,[],0
"Biotechnology, Health Care, Health Diagnostics, Pharmaceutical",[Pharmaceutical],1,[],0,[],0
"Information Services, Information Technology, Software",[],0,[],0,[],0
"E-Commerce, Hardware, Information Technology, Product Design, Software, Virtual Reality",[Reality],1,[],0,[Virtual],1
"Banking, Finance, Financial Services, Insurance","[Banking, Insurance]",2,[],0,[],0
Infrastructure,[Infrastructure],1,[],0,[],0
"Banking, Credit Cards, Finance, Financial Services, Wealth Management",[Banking],1,[],0,[],0
"Financial Services, Insurance",[Insurance],1,[],0,[],0
"Digital Marketing, Travel Accommodations",[],0,[],0,[],0
Banking,[Banking],1,[],0,[],0
"Information Services, Information Technology, Software",[],0,[],0,[],0
"E-Commerce, Food and Beverage, Grocery, Organic Food, Subscription Service",[],0,[],0,[],0
"Outsourcing, Skill Assessment, Test and Measurement","[Outsourcing, Measurement]",2,[],0,[],0
"Information and Communications Technology (ICT), Internet, Mobile, Telecommunications, Wireless",[Information],1,[],0,[],0
"E-Commerce, Furniture, Lifestyle",[],0,[],0,[],0
"Finance, Financial Services, FinTech",[Finance],1,[],0,[],0
"Advertising, Media and Entertainment, Podcast",[Advertising],1,[],0,[],0
"Construction, Infrastructure, Railroad, Transportation",[Construction],1,[],0,[],0
"Building Material, Industrial, Manufacturing",[Manufacturing],1,[],0,[],0
"Mobile, Mobile Payments, Wireless",[],0,[],0,[],0
"Crowdfunding, Cryptocurrency, Financial Services, Venture Capital",[],0,[],0,[],0
"Creative Agency, Marketing, SEO, Web Design","[Marketing, SEO, Web, Design]",4,[],0,[],0
"Building Material, Manufacturing, Real Estate",[],0,[],0,[Real],1
"Gaming, Publishing, Video Games",[Gaming],1,[],0,[],0
"Cyber Security, Insurance, InsurTech",[],0,[],0,[],0
"Banking, Enterprise Software, Financial Services",[Banking],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Media and Entertainment, Property Development, Real Estate",[Media],1,[],0,[],0
"Data Visualization, Geospatial, Information Technology, Mapping Services, Software",[],0,[],0,[],0
"Biotechnology, Health Care",[],0,[],0,[],0
"Building Material, Landscaping",[Landscaping],1,[],0,[],0
"E-Commerce, Fraud Detection, Mobile Payments, Payments",[Payments],1,[],0,[],0
"Enterprise Software, Human Resources, SaaS, Software",[],0,[],0,[],0
"Finance, Financial Services, Impact Investing",[Finance],1,[],0,[],0
"Finance, Financial Services, Impact Investing",[Finance],1,[],0,[],0
"Finance, Financial Services, Impact Investing",[Finance],1,[],0,[],0
"Finance, FinTech, Social Media, Trading Platform","[Finance, Trading, Platform]",3,[],0,[],0
"Computer, Fitness, Real Time, Wellness",[],0,[],0,[Real],1
"Information Services, Information Technology, Software",[],0,[],0,[],0
"Industrial, Manufacturing, Mechanical Engineering, Software",[],0,[],0,[],0
"Biotechnology, Pharmaceutical, Supply Chain Management",[],0,[],0,[],0
"Environmental Engineering, Industrial, Technical Support",[],0,[],0,[],0
"Delivery Service, Information Technology, Same Day Delivery",[],0,[],0,[],0
"Consulting, Information Technology",[],0,[],0,[],0
"Consulting, Digital Media, Energy, Publishing",[],0,[],0,[],0
"Health Care, Hospital",[],0,[],0,[],0
"Civil Engineering, Construction, Infrastructure",[Infrastructure],1,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Food and Beverage, Food Processing, Life Science, Manufacturing","[Food, Manufacturing]",2,[],0,[],0
"Construction, Medical",[Construction],1,[],0,[],0
"Agriculture, Farming, Food and Beverage, Livestock, Renewable Energy, Transportation","[Agriculture, Transportation]",2,[],0,[],0
"Financial Services, Logistics, Supply Chain Management, Venture Capital",[],0,[],0,[],0
"Data Integration, Data Visualization",[],0,[],0,[],0
"Education, Fitness, Health Care, Personal Health, Wellness",[Education],1,[],0,[],0
"Information Technology, Printing, Retail, Technical Support",[],0,[],0,[],0
Wine And Spirits,"[Wine, Spirits]",2,[],0,[],0
"Finance, Financial Services, FinTech, Wealth Management",[Finance],1,[],0,[],0
"Advertising, Electronics, Marketing, Reputation","[Advertising, Reputation]",2,[],0,[],0
"Manufacturing, Paper Manufacturing, Renewable Energy",[Manufacturing],1,[],0,[],0
"Electronics, Service Industry, Space Travel",[Electronics],1,[],0,[],0
"Health Care, Medical, Medical Device",[],0,[],0,[],0
"Cyber Security, Information Technology, Network Security, Security",[Security],1,[],0,[],0
"E-Commerce, Financial Services, Venture Capital",[],0,[],0,[],0
"Fitness, Service Industry, Wellness",[],0,[],0,[],0
Home and Garden,[Home],1,[],0,[],0
"Manufacturing, Marketing, Semiconductor",[Manufacturing],1,[],0,[],0
"Consulting, Financial Services",[],0,[],0,[],0
"Internet, Service Industry, Telecommunications","[Internet, Telecommunications]",2,[],0,[],0
"Film Production, Marketing, TV",[TV],1,[],0,[],0
"Artificial Intelligence, Construction, Consulting, Information Technology, Outsourcing",[Outsourcing],1,[],0,[],0
"Digital Marketing, Social Media Marketing",[Marketing],1,[],0,[],0
"Health Care, Life Science",[],0,[],0,[],0
"Artificial Intelligence, Construction, Consulting, Information Technology, Outsourcing",[Outsourcing],1,[],0,[],0
"Electronics, Industrial Automation, Manufacturing","[Electronics, Manufacturing]",2,[],0,[],0
"Enterprise Software, Fleet Management, Information Services, Information Technology, SaaS",[SaaS],1,[],0,[],0
"Banking, Financial Services, Venture Capital",[Banking],1,[],0,[],0
"Consumer, Consumer Goods, Home Services, Manufacturing","[Consumer, Manufacturing]",2,[],0,[],0
"Enterprise Resource Planning (ERP), Enterprise Software, Financial Services, Software",[],0,[],0,[],0
Environmental Engineering,[],0,[],0,[],0
"Finance, Financial Services, Venture Capital",[Finance],1,[],0,[],0
"Financial Services, Health Care, Telecommunications, Venture Capital",[],0,[],0,[],0
"Advertising, B2B, Internet, Marketing, SaaS, Small and Medium Businesses",[Advertising],1,[],0,[Small],1
"Enterprise Software, Software",[],0,[],0,[],0
"E-Learning, EdTech, Education, Training","[E, -, Training]",3,[],0,[],0
"Biotechnology, Health Care, Health Diagnostics",[],0,[],0,[],0
"Consulting, Manufacturing, Public Safety, Real Estate, Service Industry",[],0,[],0,[],0
"E-Learning, Education, Service Industry","[E, -]",2,[],0,[],0
"Commercial, Electronics, Manufacturing",[Manufacturing],1,[],0,[],0
Legal,[],0,[],0,[Legal],1
"Enterprise Software, Financial Services, Information Technology, Payments, Risk Management, Security","[Payments, Security]",2,[],0,[],0
"Finance, Financial Services",[Finance],1,[],0,[],0
Information Technology,[],0,[],0,[],0
"Billing, Legal, Software",[],0,[],0,[],0
"Internet, Mobile, Wireless",[Internet],1,[],0,[],0
"Auctions, E-Commerce, Internet, Marketplace, Retail, Search Engine",[Auctions],1,[],0,[],0
"Consulting, CRM, Information Technology, Software",[],0,[],0,[],0
"Architecture, Information Technology, Software",[],0,[],0,[],0
"Financial Services, FinTech, Information Technology, Real Estate",[],0,[],0,[],0
"Consumer Goods, Grocery, Retail",[Consumer],1,[],0,[],0
Semiconductor,[Semiconductor],1,[],0,[],0
"Banking, Finance, Financial Services",[Banking],1,[],0,[],0
"Hardware, Internet of Things, IT Infrastructure, Network Security, Software","[Hardware, Internet]",2,[],0,[],0
"Angel Investment, Bitcoin, Finance, FinTech, Venture Capital",[],0,[],0,[],0
"Manufacturing, Mining, Precious Metals","[Manufacturing, Mining, Metals]",3,[],0,[Precious],1
"Advice, Financial Services, Information Technology",[Advice],1,[],0,[],0
"Food and Beverage, Wine And Spirits","[Food, Spirits]",2,[],0,[],0
"E-Commerce, Software",[],0,[],0,[],0
"Brand Marketing, Digital Media, SaaS, Software",[],0,[],0,[],0
Software,[Software],1,[],0,[],0
"Consulting, Information Technology, Software",[],0,[],0,[],0
"Food and Beverage, Nutrition",[Food],1,[],0,[],0
"Angel Investment, Finance, Financial Services, Health Care, Venture Capital",[],0,[],0,[],0
"E-Commerce, Grocery, Retail, Shopping",[Shopping],1,[],0,[],0
Printing,[Printing],1,[],0,[],0
"SaaS, Small and Medium Businesses, Software",[],0,[],0,[Small],1
"Delivery Service, E-Commerce, Grocery, Shopping",[Shopping],1,[],0,[],0
"E-Commerce, Fashion, Internet, Marketplace",[],0,[],0,[],0
"Banking, Cryptocurrency, Financial Services, Trading Platform","[Banking, Trading]",2,[],0,[],0
"Biopharma, Biotechnology, Life Science",[],0,[],0,[],0
"Clean Energy, Energy, Sustainability",[Sustainability],1,[],0,[],0
"EdTech, Education, Language Learning",[],0,[],0,[],0
"Cloud Management, Consulting, Cyber Security, Information Technology",[],0,[],0,[],0
Chemical,[Chemical],1,[],0,[],0
"SaaS, Software",[],0,[],0,[],0
"Building Material, Wholesale",[],0,[],0,[],0
"Asset Management, Credit, Financial Services, Property Management, Real Estate",[],0,[],0,[],0
"Consulting, Government, Information Technology, Legal, Management Consulting, Risk Management",[],0,[],0,[],0
Public Relations,[],0,[],0,[],0
"Banking, Consulting, Content, E-Commerce, Financial Services, FinTech, PaaS, SaaS, Software",[Banking],1,[],0,[],0
Financial Services,[],0,[],0,[],0
Banking,[Banking],1,[],0,[],0
"Advertising, Audio, Broadcasting, Content Delivery Network, Content Marketing, Internet Radio, Podcast",[Advertising],1,[],0,[],0
Printing,[Printing],1,[],0,[],0
Financial Services,[],0,[],0,[],0
"Consulting, Financial Services, Professional Services",[],0,[],0,[],0
"Communications Infrastructure, Infrastructure, Wireless",[],0,[],0,[],0
"Semiconductor, Solar",[],0,[],0,[],0
"Machinery Manufacturing, Manufacturing, Wholesale",[],0,[],0,[],0
"Fashion, Sporting Goods, Sports","[Fashion, Sports]",2,[],0,[],0
"Credit, Financial Services, Lending, Venture Capital",[Credit],1,[],0,[],0
"Crowdsourcing, Delivery, E-Commerce, Retail",[],0,[],0,[],0
"Ediscovery, Enterprise Software, Legal, Legal Tech",[],0,[],0,[],0
Recruiting,[Recruiting],1,[],0,[],0
Civil Engineering,[],0,[],0,[],0
"Banking, Finance, Financial Services",[Banking],1,[],0,[],0
"Automotive, Customer Service, Sales",[Sales],1,[],0,[],0
"Financial Services, FinTech, Payments",[Payments],1,[],0,[],0
"Energy, Energy Management, Oil and Gas",[Energy],1,[],0,[],0
"Medical, Pharmaceutical",[],0,[],0,[],0
"Brand Marketing, Manufacturing, Printing, Publishing, Software",[],0,[],0,[],0
"Mobile, Telecommunications, VoIP",[],0,[],0,[],0
"Mobile, Telecommunications, VoIP",[],0,[],0,[],0
"Computer, CRM, Software",[],0,[],0,[],0
"Advertising, Analytics, Enterprise Software, SaaS, Software",[Advertising],1,[],0,[],0
Education,[Education],1,[],0,[],0
"Health Care, Medical Device",[],0,[],0,[],0
"Consulting, Financial Services",[],0,[],0,[],0
"Finance, Financial Services, Impact Investing",[Finance],1,[],0,[],0
"FinTech, Home Improvement, Home Renovation, Home Services, Information Services, Insurance, InsurTech, Mobile Apps",[],0,[],0,[],0
"Internet, Telecommunications",[Internet],1,[],0,[],0
Education,[Education],1,[],0,[],0
"Asset Management, Crowdfunding, Financial Services, FinTech",[],0,[],0,[],0
Sports,[Sports],1,[],0,[],0
"Financial Services, FinTech, Payments",[Payments],1,[],0,[],0
"Biotechnology, Health Care, Hospital",[],0,[],0,[],0
"Business Information Systems, Consulting, Marketing",[Marketing],1,[],0,[],0
"Aquaculture, Farming, Seafood",[Aquaculture],1,[],0,[],0
"Electrical Distribution, Energy, Energy Management, Renewable Energy, Solar",[],0,[],0,[Electrical],1
Advertising,[Advertising],1,[],0,[],0
"Consulting, Financial Services, Information Technology, Retail Technology, Software",[],0,[],0,[],0
"Consumer Goods, Retail, Supply Chain Management",[Consumer],1,[],0,[],0
"Fleet Management, Logistics",[],0,[],0,[],0
"Automotive, E-Commerce, Logistics, Marketplace, Retail Technology",[],0,[],0,[Automotive],1
"Food and Beverage, Restaurants","[Food, Restaurants]",2,[],0,[],0
"Accounting, Finance, Wealth Management",[Accounting],1,[],0,[],0
"Advertising, Information Services, Marketing, Social Media Marketing","[Advertising, Marketing]",2,[],0,[],0
Financial Services,[],0,[],0,[],0
"Clean Energy, Energy, Industrial, Information Technology, Oil and Gas",[],0,[],0,[],0
"Food and Beverage, Wholesale, Wine And Spirits","[Food, Spirits]",2,[],0,[],0
"Beauty, E-Commerce, Fashion, Lifestyle, Wellness",[],0,[],0,[],0
"Advice, Asset Management, Business Development, Financial Services, Insurance, Wealth Management",[Advice],1,[],0,[],0
"Consumer Goods, Home and Garden, Home Decor, Manufacturing, Professional Services",[Consumer],1,[],0,[],0
"Civil Engineering, Construction, Consulting, Industrial, Professional Services",[],0,[],0,[],0
"Apps, Consulting, IT Infrastructure",[],0,[],0,[],0
"Consulting, Enterprise Software, Information Services, Information Technology, Outsourcing, Quality Assurance, Software, Test and Measurement",[Measurement],1,[],0,[],0
Information Services,[],0,[],0,[],0
Biotechnology,[Biotechnology],1,[],0,[],0
Biotechnology,[Biotechnology],1,[],0,[],0
"Consumer Electronics, Consumer Goods, Hardware, Home Services, Manufacturing, Sales","[Consumer, Sales]",2,[],0,[],0
"Information Technology, Software, Sports",[Sports],1,[],0,[],0
"Android, E-Commerce, Information Services, Information Technology, Marketing, Mobile, Mobile Apps, Software, Web Design, Web Development","[Web, Web]",2,[],0,[],0
"Analytics, Artificial Intelligence",[],0,[],0,[],0
Online Portals,[Portals],1,[],0,[],0
"Photography, Professional Services",[],0,[],0,[],0
"Gaming, Online Games, PC Games",[Gaming],1,[],0,[],0
"Industrial, Manufacturing, Service Industry",[],0,[],0,[],0
"Digital Media, Service Industry",[],0,[],0,[],0
"Accounting, Cloud Computing, Finance, Management Information Systems, Software",[Accounting],1,[],0,[],0
"Biotechnology, Health Care, Medical, Pharmaceutical",[],0,[],0,[],0
"Digital Entertainment, Mobile Apps, Online Games, Software, Video Games",[],0,[],0,[],0
"Information Technology, Printing, Retail, Technical Support",[],0,[],0,[],0
"Human Resources, Professional Services, Recruiting",[],0,[],0,[],0
"Artificial Intelligence, Software, Task Management",[],0,[],0,[],0
"Education, Internet","[Education, Internet]",2,[],0,[],0
"Analytics, Data Center Automation, Information Services, Information Technology, Software",[],0,[],0,[],0
Manufacturing,[Manufacturing],1,[],0,[],0
"Banking, Financial Services, Lending","[Banking, Lending]",2,[],0,[],0
Construction,[Construction],1,[],0,[],0
"Aquaculture, Consulting, Environmental Consulting, Management Consulting",[Aquaculture],1,[],0,[],0
"Casino, Gambling",[Gambling],1,[],0,[],0
"3D Printing, Hardware, Software",[],0,[],0,[],0
"Big Data, Construction, FinTech, Infrastructure, Real Estate, SaaS, Software, Virtual Workforce",[],0,[],0,[],0
"Health Care, mHealth, Mobile Apps, Training, Wellness",[],0,[],0,[],0
"Automotive, Autonomous Vehicles, Manufacturing",[Manufacturing],1,[],0,[],0
"Health Care, Health Diagnostics",[],0,[],0,[],0
"Media and Entertainment, Telecommunications","[Media, Telecommunications]",2,[],0,[],0
"Energy Management, Software",[],0,[],0,[],0
"Brand Marketing, Food Delivery, Franchise, Training",[Training],1,[],0,[],0
"Banking, Digital Media, Marketing","[Banking, Marketing]",2,[],0,[],0
"Artificial Intelligence, Computer Vision, Crowdsourcing, Enterprise Software, Image Recognition, Natural Language Processing, Outsourcing",[Outsourcing],1,[],0,[],0
"Advertising, Broadcasting, Digital Media, Telecommunications","[Advertising, Telecommunications]",2,[],0,[],0
"Asset Management, Financial Services",[],0,[],0,[],0
"Biotechnology, Health Care, Hospital, Life Science, Medical",[],0,[],0,[],0
Sports,[Sports],1,[],0,[],0
"Cloud Data Services, Financial Services, FinTech, Information Technology",[],0,[],0,[],0
"Financial Services, Health Care, Venture Capital",[],0,[],0,[],0
Software,[Software],1,[],0,[],0
"Beauty, Cosmetics, E-Commerce, Internet, Training, Wellness",[Cosmetics],1,[],0,[],0
Construction,[Construction],1,[],0,[],0
Pharmaceutical,[],0,[],0,[Pharmaceutical],1
"Consulting, Information Technology, Internet",[],0,[],0,[],0
"Employee Benefits, Insurance","[Employee, Benefits, Insurance]",3,[],0,[],0
"Recruiting, Staffing Agency",[Recruiting],1,[],0,[],0
"E-Commerce, Pet",[Pet],1,[],0,[],0
"IT Management, Legal, Security",[Security],1,[],0,[],0
"Chemical, Manufacturing, Medical",[],0,[],0,[],0
"Automotive, Manufacturing, Transportation",[Transportation],1,[],0,[],0
"Architecture, Building Maintenance, Civil Engineering, Construction","[Architecture, Construction]",2,[],0,[],0
"Education, Vocational Education",[Education],1,[],0,[],0
"Enterprise Software, Mobile, Social Media, Software",[],0,[],0,[],0
"Audio, Blogging Platforms, Social Media",[Media],1,[],0,[],0
"Consulting, CRM, Database, Enterprise Software, Mobile Apps, Software",[],0,[],0,[],0
"Enterprise Software, Human Resources, Intelligent Systems, Neuroscience, Predictive Analytics, SaaS, Software",[],0,[],0,[],0
"Cloud Data Services, Technical Support",[],0,[],0,[],0
"Cannabis, Medical, Organic",[],0,[],0,[],0
"Advertising, Brand Marketing, Digital Marketing, Internet, Marketing","[Advertising, Marketing]",2,[],0,[],0
"Collaboration, Enterprise Software, Information Technology, Search Engine",[Collaboration],1,[],0,[],0
"Financial Services, Impact Investing",[],0,[],0,[],0
"Energy, Power Grid",[Energy],1,[],0,[],0
"EdTech, Education",[],0,[],0,[],0
"Biotechnology, Consulting, Health Care",[Biotechnology],1,[],0,[],0
"Delivery, E-Commerce, Retail",[Delivery],1,[],0,[],0
"Computer, Network Security",[],0,[],0,[],0
"Advertising, Digital Marketing, Graphic Design, Marketing, Public Relations, Social Media Marketing, Web Design","[Advertising, Web, Design]",3,[],0,[],0
"Enterprise Software, Human Resources, Risk Management, Software",[],0,[],0,[],0
"Accounting, Cloud Computing, CRM, Enterprise Resource Planning (ERP), Enterprise Software, Finance, SaaS, Software",[Accounting],1,[],0,[],0
"Collaboration, Enterprise Software, Information Technology, Software",[Collaboration],1,[],0,[],0
"Advertising, Consulting, Marketing","[Advertising, Marketing]",2,[],0,[],0
"3D Technology, Enterprise Software, Manufacturing, Product Design",[],0,[],0,[],0
"Financial Services, Venture Capital",[],0,[],0,[],0
"Manufacturing, Printing, Publishing",[Manufacturing],1,[],0,[],0
"Commercial Insurance, Finance, Financial Services, Insurance",[Insurance],1,[],0,[],0
Real Estate,[Estate],1,[],0,[Real],1
"Artificial Intelligence, Information Services, Information Technology, Robotics",[Robotics],1,[],0,[],0
Clinical Trials,[],0,[],0,[],0
"Finance, Financial Services",[Finance],1,[],0,[],0
"Electronics, Industrial, Manufacturing, Semiconductor",[Electronics],1,[],0,[],0
"Fashion, Sporting Goods, Sports","[Fashion, Sports]",2,[],0,[],0
"Biotechnology, Health Care",[],0,[],0,[],0
"Building Material, Construction, Energy, Hardware, Manufacturing, Real Estate, Telecommunications",[Telecommunications],1,[],0,[],0
"Tourism, Travel, Travel Agency",[],0,[],0,[],0
"Blockchain, Cryptocurrency, Developer APIs, Information Technology, Virtual Currency",[APIs],1,[],0,[],0
"Consulting, Human Resources",[],0,[],0,[],0
"Electronics, Finance, Information Services, Internet, Medical, Mobile, Retail, Web Development","[Electronics, Web]",2,[],0,[],0
"Commercial Insurance, Employee Benefits, Financial Services, Health Insurance, Human Resources, Insurance, Life Insurance",[Benefits],1,[],0,[],0
"Business Intelligence, Cloud Security, Enterprise Resource Planning (ERP), Information Technology, Internet of Things, IT Infrastructure, Machine Learning, Software",[Internet],1,[],0,[],0
"Analytics, CAD, Enterprise Software, Mechanical Engineering, Mobile, SaaS, Software",[],0,[],0,[],0
"Biotechnology, Genetics, Health Care, Health Diagnostics",[],0,[],0,[],0
"Artificial Intelligence, CAD, Construction, Enterprise Software, Infrastructure, Internet of Things, Software",[Internet],1,[],0,[],0
"Financial Services, FinTech, Mobile Payments, Software",[],0,[],0,[],0
Information Technology,[],0,[],0,[],0
"Software, Sports, Video",[Video],1,[],0,[],0
"Information Services, Information Technology, Marketing",[Marketing],1,[],0,[],0
"Financial Services, FinTech, Information Services, Information Technology",[],0,[],0,[],0
"Asset Management, Commercial Real Estate, Financial Services",[],0,[],0,[],0
"Finance, Payments","[Finance, Payments]",2,[],0,[],0
"Computer, E-Learning, Email, Legal, Professional Services",[Computer],1,[],0,[],0
"Computer, Software",[],0,[],0,[],0
"Chemical, Clean Energy, Environmental Engineering",[],0,[],0,[],0
Information Technology,[],0,[],0,[],0
Information Technology,[],0,[],0,[],0
"Building Material, Home Improvement, Home Renovation, Retail, Wholesale",[],0,[],0,[],0
"Electronics, Technical Support",[Electronics],1,[],0,[],0
"Manufacturing, Paper Manufacturing, Sales","[Manufacturing, Sales]",2,[],0,[],0
"Cyber Security, Information Services, Information Technology, IT Management, Security, Software",[],0,[],0,[],0
"Finance, Financial Services, FinTech, Service Industry",[Finance],1,[],0,[],0
"Advice, Environmental Consulting",[Advice],1,[],0,[],0
Geospatial,[Geospatial],1,[],0,[],0
"Customer Service, Supply Chain Management, Warehousing",[],0,[],0,[],0
Insurance,[Insurance],1,[],0,[],0
"Artificial Intelligence, Construction, Consulting, Information Technology, Outsourcing",[Outsourcing],1,[],0,[],0
"Fleet Management, Logistics, Supply Chain Management, Transportation",[],0,[],0,[],0
"Consulting, Software, Training",[Training],1,[],0,[],0
"E-Commerce, Electronics, Information Technology, Payments, Software",[],0,[],0,[],0
"Biotechnology, Health Care, Medical",[],0,[],0,[],0
"Finance, Financial Services",[Finance],1,[],0,[],0
"Artificial Intelligence, Cyber Security, Network Security",[],0,[],0,[],0
"Analytics, Health Care, Hospital, Software",[],0,[],0,[],0
"Asset Management, Financial Services",[],0,[],0,[],0
"Information Services, Information Technology",[],0,[],0,[],0
"Bitcoin, Blockchain, Ethereum, Finance, Information Technology, Software",[],0,[],0,[],0
"Industrial, Manufacturing",[Manufacturing],1,[],0,[],0
"Biopharma, Medical, Pharmaceutical",[],0,[],0,[],0
Biotechnology,[Biotechnology],1,[],0,[],0
"Biopharma, Biotechnology, Medical Device, Pharmaceutical",[Pharmaceutical],1,[],0,[],0
Video Games,[],0,[],0,[],0
