Text,Noun,Number of Nouns,Verb,Number of Verbs,Adjective,Number of Adjectives
"Cloud Data Services, Computer Vision, Information Technology, Software",[],0,[],0,[],0
"B2B, FinTech, Hardware, Subscription Service",[],0,[],0,[],0
Retail,[Retail],1,[],0,[],0
"Financial Services, FinTech, Personal Finance",[],0,[],0,[],0
"Developer Tools, Information Technology, Software",[],0,[],0,[],0
"Clean Energy, Energy, Environmental Engineering, Renewable Energy",[],0,[],0,[],0
"Financial Services, Software",[],0,[],0,[],0
"Clinical Trials, Health Care, Medical, Medical Device",[],0,[],0,[],0
Health Care,[],0,[],0,[],0
"Audio, Software, Video",[Video],1,[],0,[],0
"Banking, Financial Services, FinTech, Payments","[Banking, Payments]",2,[],0,[],0
"Analytics, Artificial Intelligence, E-Commerce, Retail, SaaS",[SaaS],1,[],0,[],0
"Digital Marketing, Marketing Automation, Messaging, SaaS, Software",[],0,[],0,[],0
"Financial Exchanges, Financial Services, FinTech",[],0,[],0,[],0
"Artificial Intelligence, Biotechnology, Health Care, Health Diagnostics, Life Science, Medical, Medical Device",[],0,[],0,[],0
"Biotechnology, Clinical Trials, Pharmaceutical",[],0,[],0,[],0
"Artificial Intelligence, Computer Vision, Health Care, Industrial, Machine Learning, Public Safety",[],0,[],0,[],0
"Business Development, E-Commerce, EdTech, Hospitality, Information Technology, Last Mile Transportation, Marketing, Outsourcing",[Outsourcing],1,[],0,[],0
"Apps, Internet, Software",[],0,[],0,[],0
"Analytics, Enterprise Software, Logistics, SaaS, Shipping",[],0,[],0,[],0
"Battery, Energy Storage",[Battery],1,[],0,[],0
"Finance, Financial Services, FinTech, Mobile",[Finance],1,[],0,[],0
"Console Games, MMO Games, Online Games, PC Games, Software, Video Games",[],0,[],0,[],0
"FinTech, Mobile Payments",[Payments],1,[],0,[],0
"Health Care, Information Technology, Software",[],0,[],0,[],0
Automotive,[],0,[],0,[Automotive],1
"Food and Beverage, Nutrition, Restaurants","[Food, Restaurants]",2,[],0,[],0
"Artificial Intelligence, Machine Learning, Pharmaceutical, Software",[],0,[],0,[],0
"Artificial Intelligence, Energy, Machine Learning",[],0,[],0,[],0
"Blockchain, Financial Services",[],0,[],0,[],0
"Fashion, Lifestyle, Retail",[Fashion],1,[],0,[],0
"Consulting, Information Technology, Supply Chain Management",[],0,[],0,[],0
"Adventure Travel, Information Technology, Reservations, Travel",[Travel],1,[],0,[],0
"Financial Services, FinTech",[],0,[],0,[],0
"Health Care, Hospital",[],0,[],0,[],0
"Blockchain, Gaming",[Gaming],1,[],0,[],0
"Financial Services, Impact Investing, Internet",[],0,[],0,[],0
"Biotechnology, Health Care, Life Science",[],0,[],0,[],0
"Credit Cards, Finance, Financial Services, FinTech",[],0,[],0,[],0
"Communications Infrastructure, Contact Management, Customer Service, Information and Communications Technology (ICT), Information Technology, Public Safety, Unified Communications",[],0,[],0,[],0
"Content Creators, E-Learning, EdTech, Education",[],0,[],0,[],0
"Biotechnology, CleanTech, Food and Beverage, GreenTech",[],0,[],0,[],0
"Console Games, Gaming, PC Games, Video Games",[],0,[],0,[],0
"Human Resources, Information Technology, Recruiting, Software",[],0,[],0,[],0
"Automotive, Electric Vehicle, Energy, Manufacturing, Solar",[],0,[],0,[],0
"Hardware, Manufacturing, Medical Device, Software",[Hardware],1,[],0,[],0
"Consumer Electronics, Database, Hardware, Product Design, Software",[Consumer],1,[],0,[],0
"Information Technology, Property Management, Rental, Rental Property, Software",[],0,[],0,[],0
"Artificial Intelligence, Customer Service, Hardware, Industrial Automation, Technical Support",[],0,[],0,[],0
"Hospitality, Hotel, Property Management, Vacation Rental",[],0,[],0,[],0
"Biotechnology, Health Care, Medical, Pharmaceutical",[],0,[],0,[],0
"Artificial Intelligence, Biotechnology, Health Care, Pharmaceutical",[],0,[],0,[],0
"Artificial Intelligence, Machine Learning, Marketing, Real Time",[],0,[],0,[Real],1
"Food and Beverage, Nutrition, Sustainability, Wellness","[Food, Sustainability]",2,[],0,[],0
"Dental, Health Care, Mobile Apps",[],0,[],0,[],0
"Information Technology, SaaS, Security, Software",[],0,[],0,[],0
"AgTech, Biotechnology, Farming",[Farming],1,[],0,[],0
Financial Services,[],0,[],0,[],0
"Financial Services, FinTech",[],0,[],0,[],0
"Biotechnology, Health Care, Medical Device",[],0,[],0,[],0
"3D Technology, Energy, Industrial Engineering, Mapping Services, Oil and Gas",[],0,[],0,[],0
"E-Commerce, Fashion, Marketplace, Retail Technology, Shopping",[Shopping],1,[],0,[],0
"B2B, Financial Services, FinTech, Mobile Payments, Payments, SaaS","[Payments, SaaS]",2,[],0,[],0
Food Processing,"[Food, Processing]",2,[],0,[],0
"Developer APIs, Financial Services, FinTech, Identity Management, Lending","[Developer, APIs, Lending]",3,[],0,[],0
"Advertising, Marketing, Mobile Advertising","[Advertising, Marketing]",2,[],0,[],0
"Health Care, Medical, Medical Device, Software",[],0,[],0,[],0
"Blockchain, Cryptocurrency, Financial Services, FinTech",[],0,[],0,[],0
"Employee Benefits, Enterprise Software, Human Resources, Internet, Peer to Peer, Recruiting, Software","[Employee, Benefits, Peer]",3,[],0,[],0
"Analytics, Health Care, Hospital",[],0,[],0,[],0
"Artificial Intelligence, Developer Platform, Information Technology, Internet, Machine Learning, Open Source, Software",[],0,[],0,[],0
"Banking, FinTech, SaaS, Virtual Currency",[Banking],1,[],0,[],0
"Information Technology, Internet, SaaS, Software",[],0,[],0,[],0
"Stock Exchanges, Trading Platform","[Trading, Platform]",2,[],0,[],0
"Delivery Service, Logistics, Transportation",[],0,[],0,[],0
"Analytics, Big Data, Data Visualization, Database, SaaS","[Analytics, SaaS]",2,[],0,[],0
"Apps, Gaming, iOS, Messaging, Online Games, Video Games",[iOS],1,[],0,[],0
"Cyber Security, Internet of Things, Intrusion Detection, Network Security",[Internet],1,[],0,[],0
"Agriculture, Biotechnology",[Biotechnology],1,[],0,[],0
"Fuel Cell, Manufacturing, Renewable Energy",[],0,[],0,[],0
"Privacy, Software",[],0,[],0,[],0
"Education, Higher Education, Training, Vocational Education",[Education],1,[],0,[],0
"Commercial Lending, Financial Services, FinTech, Funding Platform, Lending",[Lending],1,[],0,[],0
"Health Care, Medical, Medical Device, Wellness",[Wellness],1,[],0,[],0
"Fitness, Software",[],0,[],0,[],0
"Analytics, Biotechnology, Fitness, Health Care, Wellness",[],0,[],0,[],0
"Health Care, Health Insurance, Insurance, Medical",[],0,[],0,[],0
"Analytics, Energy, Energy Efficiency, SaaS",[SaaS],1,[],0,[],0
"Analytics, Artificial Intelligence, Cloud Data Services, Data Storage, Product Design, Semiconductor",[],0,[],0,[],0
"Health Care, Marketplace, Psychology",[Psychology],1,[],0,[],0
"Biotechnology, Health Care, Medical, Pharmaceutical",[],0,[],0,[],0
FinTech,[FinTech],1,[],0,[],0
"Blockchain, Document Management, FinTech, Information Technology, SaaS, Software",[],0,[],0,[],0
"3D Technology, Augmented Reality, Gaming, Video Games, Virtual Reality",[Reality],1,[],0,[Virtual],1
"Accounting, Finance","[Accounting, Finance]",2,[],0,[],0
"Animation, Information Technology, Software",[Animation],1,[],0,[],0
"Blockchain, Cyber Security",[],0,[],0,[],0
Biotechnology,[Biotechnology],1,[],0,[],0
"Beauty, Brand Marketing, Cosmetics, Internet, Online Portals, Retail",[],0,[],0,[],0
"Freight Service, Logistics, Transportation",[],0,[],0,[],0
"Blockchain, Information Technology, Security",[Security],1,[],0,[],0
"Health Care, Life Science",[],0,[],0,[],0
"Computer, Cyber Security, Identity Management, Machine Learning, Network Security",[Computer],1,[],0,[],0
"Information Technology, Internet, SaaS, Software",[],0,[],0,[],0
"Industrial Automation, Information Technology, Robotics",[Robotics],1,[],0,[],0
"E-Commerce, Group Buying",[],0,[],0,[],0
"Enterprise Software, Software",[],0,[],0,[],0
"Agriculture, Analytics, Information Technology, Logistics, Packaging Services, Software, Supply Chain Management",[],0,[],0,[],0
"Energy, Renewable Energy, Solar",[Energy],1,[],0,[],0
"Industrial, Industrial Engineering, Manufacturing",[Manufacturing],1,[],0,[],0
Biotechnology,[Biotechnology],1,[],0,[],0
"Real Estate Investment, Software",[],0,[],0,[Real],1
Information Technology,[],0,[],0,[],0
"Android, iOS, Quality Assurance, Software, Usability Testing",[],0,[],0,[],0
"Health Care, Medical, Women's",[],0,[],0,[],0
"Biotechnology, Health Care, Medical Device, Therapeutics",[Therapeutics],1,[],0,[],0
"E-Commerce, FinTech, Mobile, Mobile Payments, Payments",[Payments],1,[],0,[],0
"B2B, Consulting, Internet, Marketing, SaaS",[SaaS],1,[],0,[],0
"Analytics, Software",[],0,[],0,[],0
"E-Commerce, Logistics",[],0,[],0,[],0
"E-Commerce, Fashion, Retail Technology, Supply Chain Management",[],0,[],0,[],0
"Education, Information Technology, Software",[Education],1,[],0,[],0
"E-Commerce, Mobile Payments, Payments",[Payments],1,[],0,[],0
"Consulting, Indoor Positioning, Navigation, Software, Wearables",[],0,[],0,[],0
Financial Services,[],0,[],0,[],0
"Continuing Education, Corporate Training, Higher Education, SaaS, STEM Education, Universities",[Universities],1,[],0,[],0
"Hardware, Quantum Computing, Telecommunications",[Hardware],1,[],0,[],0
"Artificial Intelligence, Content, Productivity Tools, SaaS",[SaaS],1,[],0,[],0
"Automotive, Clean Energy, Electric Vehicle, Sustainability",[Sustainability],1,[],0,[Automotive],1
"Banking, Financial Services, FinTech, Professional Services",[Banking],1,[],0,[],0
"Analytics, Software",[],0,[],0,[],0
Construction,[Construction],1,[],0,[],0
Agriculture,[Agriculture],1,[],0,[],0
"Bitcoin, Blockchain, Cryptocurrency, Ethereum, FinTech",[],0,[],0,[],0
"3D Printing, Biopharma, Biotechnology, Therapeutics",[Therapeutics],1,[],0,[],0
"Consumer, Mobile Apps",[Consumer],1,[],0,[],0
"Child Care, Children, Information Technology, Ride Sharing, Transportation",[Transportation],1,[],0,[],0
"Tourism, Travel, Travel Agency",[],0,[],0,[],0
"Automotive, Online Portals, Subscription Service",[],0,[],0,[],0
"Health Care, Home Health Care, Information Technology, Medical, mHealth, Wellness",[],0,[],0,[],0
"B2B, Electronics, Information Technology, Mobile Devices, Rental",[],0,[],0,[],0
"Banking, Financial Services, FinTech, Payments","[Banking, Payments]",2,[],0,[],0
"Mapping Services, Navigation, Satellite Communication",[],0,[],0,[],0
"Analytics, Business Intelligence, Procurement, SaaS",[SaaS],1,[],0,[],0
"Apps, E-Commerce, Food and Beverage, Retail",[],0,[],0,[],0
"Financial Services, FinTech",[],0,[],0,[],0
"Artificial Intelligence, E-Commerce, Fashion",[],0,[],0,[],0
"Augmented Reality, Information Technology, Virtual Reality, Wearables",[],0,[],0,[Virtual],1
"Document Management, Document Preparation, Mobile Apps, Productivity Tools, Software",[],0,[],0,[],0
"Artificial Intelligence, Higher Education, Machine Learning, Medical Device, Software",[],0,[],0,[],0
"Health Care, Medical, Wellness",[],0,[],0,[],0
"Consulting, Corporate Training, Professional Services, Training",[Training],1,[],0,[],0
Health Care,[],0,[],0,[],0
"Employee Benefits, Enterprise Software, Financial Services, FinTech, Human Resources, Wellness","[Employee, Benefits]",2,[],0,[],0
"Consumer Goods, Health Care, Manufacturing, Wellness",[Consumer],1,[],0,[],0
"Finance, Financial Services",[Finance],1,[],0,[],0
"Beauty, Consumer Goods, Fashion",[],0,[],0,[],0
"Food and Beverage, Health Care, Organic Food",[Food],1,[],0,[],0
"Financial Services, Payments, Transaction Processing",[Processing],1,[],0,[],0
"Artificial Intelligence, Information Technology, Machine Learning, Manufacturing, Software",[],0,[],0,[],0
"Agriculture, Farmers Market, Information Services",[],0,[],0,[],0
Travel,[Travel],1,[],0,[],0
"EdTech, Education, Internet",[Internet],1,[],0,[],0
"Biotechnology, Health Care, Medical, Pharmaceutical",[],0,[],0,[],0
"Food and Beverage, Food Delivery, Restaurants, Snack Food",[Food],1,[],0,[],0
Biotechnology,[Biotechnology],1,[],0,[],0
"Aerospace, Civil Engineering, Construction, E-Commerce Platforms, Industrial Engineering, Procurement, Supply Chain Management",[],0,[],0,[],0
"Advanced Materials, Battery, Chemical, Manufacturing, Nanotechnology",[],0,[],0,[],0
"B2B, E-Commerce, Information Technology, Internet, Retail Technology",[],0,[],0,[],0
"Cryptocurrency, Financial Services, FinTech",[Cryptocurrency],1,[],0,[],0
"Energy, Renewable Energy, Solar",[Energy],1,[],0,[],0
"Artificial Intelligence, Gaming",[Gaming],1,[],0,[],0
"Analytics, Wine And Spirits, Winery",[Analytics],1,[],0,[],0
"Internet, Mobile",[Internet],1,[],0,[],0
"Automotive, Electric Vehicle, Energy",[Energy],1,[],0,[],0
"Cyber Security, InsurTech",[],0,[],0,[],0
"Content, Music, Social Network, Software",[],0,[],0,[],0
"Health Care, Information Services, Software, Wellness",[],0,[],0,[],0
"Biotechnology, Health Care, Therapeutics",[Therapeutics],1,[],0,[],0
"Fitness, Software",[],0,[],0,[],0
"Financial Services, FinTech",[],0,[],0,[],0
"Meeting Software, Scheduling, Software",[],0,[],0,[],0
"Business Intelligence, Information Technology, Software",[],0,[],0,[],0
"Online Portals, Precious Metals, Product Design, Supply Chain Management",[Metals],1,[],0,[Precious],1
"Advertising Platforms, Cloud Data Services, SaaS, Social Media Advertising, Video",[Video],1,[],0,[],0
"Consumer Goods, E-Commerce, Food and Beverage, Retail",[Consumer],1,[],0,[],0
"Developer APIs, Information Technology, Real Time, Software","[Developer, APIs]",2,[],0,[Real],1
"Energy, Renewable Energy, Solar",[Energy],1,[],0,[],0
Biotechnology,[Biotechnology],1,[],0,[],0
"Electric Vehicle, Fleet Management, Industrial Engineering",[],0,[],0,[],0
"Artificial Intelligence, Internet, Software, Video Conferencing",[],0,[],0,[],0
"Advice, Analytics, Consulting, Information Services",[],0,[],0,[],0
"Artificial Intelligence, B2B, Beauty, Cosmetics, Machine Learning, Retail Technology, Software",[],0,[],0,[],0
Artificial Intelligence,[],0,[],0,[],0
"Blockchain, Cryptocurrency",[Cryptocurrency],1,[],0,[],0
"Biotechnology, Medical, Therapeutics",[Therapeutics],1,[],0,[],0
"Information Technology, Internet, Software",[],0,[],0,[],0
"E-Commerce, Food and Beverage, Green Consumer Goods",[Goods],1,[],0,[],0
"Blockchain, Information Services",[],0,[],0,[],0
"Health Care, Hospital, Medical Device",[],0,[],0,[],0
"Contact Management, Customer Service, Messaging, Mobile, PaaS, SMS, Software, Telecommunications",[],0,[],0,[],0
"Elder Care, Health Care, InsurTech, Retirement, SaaS, Wellness",[],0,[],0,[],0
"Analytics, Financial Services, FinTech, Information Technology",[],0,[],0,[],0
"Compliance, Information Technology, Risk Management",[Compliance],1,[],0,[],0
"Artificial Intelligence, Food and Beverage, Internet of Things, Machine Learning, Productivity Tools, Software",[Internet],1,[],0,[],0
"Big Data, Predictive Analytics, Sales, Software",[],0,[],0,[],0
"Hardware, Internet of Things, Sensor, Smart Building, Smart Cities, Software","[Hardware, Internet]",2,[],0,[],0
"Accounting, Advice, Legal, Marketplace",[Accounting],1,[],0,[],0
"Medical, Medical Device",[],0,[],0,[],0
"Biotechnology, Therapeutics","[Biotechnology, Therapeutics]",2,[],0,[],0
"Real Estate, Rental, Rental Property, Residential",[],0,[],0,"[Real, Residential]",2
"Agriculture, AgTech, Farming, Nanotechnology, Sustainability",[Sustainability],1,[],0,[],0
"Agriculture, Farming, Organic Food, Sustainability","[Agriculture, Sustainability]",2,[],0,[],0
"Agriculture, AgTech, Financial Services, Lending",[Lending],1,[],0,[],0
"Energy, Mining, Solar",[Energy],1,[],0,[],0
Management Consulting,[],0,[],0,[],0
"Leisure, Tourism, Travel","[Leisure, Travel]",2,[],0,[],0
