Text,Token,Freq,Lemma,PoS,Tag,Dep,Shape,Sentiment
Blockchain,Blockchain,6,blockchain,NOUN,NN,ROOT,Xxxxx,0.0
Blogging Platforms,Blogging,1,Blogging,PROPN,NNP,compound,Xxxxx,0.0
Blogging Platforms,Platforms,1,platform,NOUN,NNS,ROOT,Xxxxx,0.0
Brand Marketing,Brand,10,Brand,PROPN,NNP,compound,Xxxxx,0.0
Brand Marketing,Marketing,10,marketing,NOUN,NN,ROOT,Xxxxx,0.0
Brewing,Brewing,1,brewing,NOUN,NN,ROOT,Xxxxx,0.0
Broadcasting,Broadcasting,4,broadcast,VERB,VBG,ROOT,Xxxxx,0.0
Building Maintenance,Building,1,Building,PROPN,NNP,compound,Xxxxx,0.0
Building Maintenance,Maintenance,1,Maintenance,PROPN,NNP,ROOT,Xxxxx,0.0
Building Material,Building,14,Building,PROPN,NNP,compound,Xxxxx,0.0
Building Material,Material,14,Material,PROPN,NNP,ROOT,Xxxxx,0.0
Business Development,Business,12,Business,PROPN,NNP,compound,Xxxxx,0.0
Business Development,Development,12,Development,PROPN,NNP,ROOT,Xxxxx,0.0
Business Information Systems,Business,3,Business,PROPN,NNP,compound,Xxxxx,0.0
Business Information Systems,Information,3,Information,PROPN,NNP,compound,Xxxxx,0.0
Business Information Systems,Systems,3,Systems,PROPN,NNPS,ROOT,Xxxxx,0.0
Business Intelligence,Business,9,Business,PROPN,NNP,compound,Xxxxx,0.0
Business Intelligence,Intelligence,9,Intelligence,PROPN,NNP,ROOT,Xxxxx,0.0
CAD,CAD,2,CAD,PROPN,NNP,ROOT,XXX,0.0
Cannabis,Cannabis,6,cannabis,VERB,VB,ROOT,Xxxxx,0.0
Casino,Casino,1,casino,NOUN,NN,ROOT,Xxxxx,0.0
Casual Games,Casual,1,Casual,PROPN,NNP,compound,Xxxxx,0.0
Casual Games,Games,1,Games,PROPN,NNPS,ROOT,Xxxxx,0.0
Chemical,Chemical,6,chemical,NOUN,NN,ROOT,Xxxxx,0.0
Child Care,Child,1,child,NOUN,NN,compound,Xxxxx,0.0
Child Care,Care,1,Care,PROPN,NNP,ROOT,Xxxx,0.0
Children,Children,1,child,NOUN,NNS,ROOT,Xxxxx,0.0
Civil Engineering,Civil,4,Civil,PROPN,NNP,compound,Xxxxx,0.0
Civil Engineering,Engineering,4,Engineering,PROPN,NNP,ROOT,Xxxxx,0.0
Clean Energy,Clean,6,Clean,PROPN,NNP,compound,Xxxxx,0.0
Clean Energy,Energy,6,Energy,PROPN,NNP,ROOT,Xxxxx,0.0
CleanTech,CleanTech,2,cleantech,NOUN,NN,ROOT,XxxxxXxxx,0.0
Clinical Trials,Clinical,5,Clinical,PROPN,NNP,compound,Xxxxx,0.0
Clinical Trials,Trials,5,Trials,PROPN,NNPS,ROOT,Xxxxx,0.0
Cloud Computing,Cloud,12,Cloud,PROPN,NNP,compound,Xxxxx,0.0
Cloud Computing,Computing,12,Computing,PROPN,NNP,ROOT,Xxxxx,0.0
Cloud Data Services,Cloud,7,Cloud,PROPN,NNP,compound,Xxxxx,0.0
Cloud Data Services,Data,7,Data,PROPN,NNP,compound,Xxxx,0.0
Cloud Data Services,Services,7,Services,PROPN,NNPS,ROOT,Xxxxx,0.0
Cloud Infrastructure,Cloud,2,Cloud,PROPN,NNP,compound,Xxxxx,0.0
Cloud Infrastructure,Infrastructure,2,Infrastructure,PROPN,NNP,ROOT,Xxxxx,0.0
Cloud Management,Cloud,2,Cloud,PROPN,NNP,compound,Xxxxx,0.0
Cloud Management,Management,2,Management,PROPN,NNP,ROOT,Xxxxx,0.0
Cloud Security,Cloud,1,Cloud,PROPN,NNP,compound,Xxxxx,0.0
Cloud Security,Security,1,Security,PROPN,NNP,ROOT,Xxxxx,0.0
Collaboration,Collaboration,4,collaboration,NOUN,NN,ROOT,Xxxxx,0.0
Commercial,Commercial,6,commercial,NOUN,NN,ROOT,Xxxxx,0.0
Commercial Insurance,Commercial,5,Commercial,PROPN,NNP,compound,Xxxxx,0.0
Commercial Insurance,Insurance,5,Insurance,PROPN,NNP,ROOT,Xxxxx,0.0
Commercial Real Estate,Commercial,5,commercial,ADJ,JJ,amod,Xxxxx,0.0
Commercial Real Estate,Real,5,Real,PROPN,NNP,compound,Xxxx,0.0
Commercial Real Estate,Estate,5,Estate,PROPN,NNP,ROOT,Xxxxx,0.0
Communication Hardware,Communication,1,Communication,PROPN,NNP,compound,Xxxxx,0.0
Communication Hardware,Hardware,1,Hardware,PROPN,NNP,ROOT,Xxxxx,0.0
Communications Infrastructure,Communications,4,Communications,PROPN,NNP,compound,Xxxxx,0.0
Communications Infrastructure,Infrastructure,4,Infrastructure,PROPN,NNP,ROOT,Xxxxx,0.0
Communities,Communities,3,community,NOUN,NNS,ROOT,Xxxxx,0.0
Compliance,Compliance,1,compliance,NOUN,NN,ROOT,Xxxxx,0.0
Computer,Computer,14,computer,NOUN,NN,ROOT,Xxxxx,0.0
Computer Vision,Computer,1,computer,NOUN,NN,compound,Xxxxx,0.0
Computer Vision,Vision,1,Vision,PROPN,NNP,ROOT,Xxxxx,0.0
Construction,Construction,24,construction,NOUN,NN,ROOT,Xxxxx,0.0
Consulting,Consulting,80,consulting,NOUN,NN,ROOT,Xxxxx,0.0
Consumer,Consumer,6,consumer,NOUN,NN,ROOT,Xxxxx,0.0
Consumer Electronics,Consumer,8,consumer,NOUN,NN,compound,Xxxxx,0.0
Consumer Electronics,Electronics,8,electronic,NOUN,NNS,ROOT,Xxxxx,0.0
Consumer Goods,Consumer,14,consumer,NOUN,NN,compound,Xxxxx,0.0
Consumer Goods,Goods,14,good,NOUN,NNS,ROOT,Xxxxx,0.0
Content,Content,6,content,NOUN,NN,ROOT,Xxxxx,0.0
Content Delivery Network,Content,1,Content,PROPN,NNP,compound,Xxxxx,0.0
Content Delivery Network,Delivery,1,Delivery,PROPN,NNP,compound,Xxxxx,0.0
Content Delivery Network,Network,1,Network,PROPN,NNP,ROOT,Xxxxx,0.0
Content Marketing,Content,1,Content,PROPN,NNP,compound,Xxxxx,0.0
Content Marketing,Marketing,1,Marketing,PROPN,NNP,ROOT,Xxxxx,0.0
Cooking,Cooking,1,cooking,NOUN,NN,ROOT,Xxxxx,0.0
Cosmetics,Cosmetics,5,cosmetic,NOUN,NNS,ROOT,Xxxxx,0.0
Craft Beer,Craft,1,Craft,PROPN,NNP,compound,Xxxxx,0.0
Craft Beer,Beer,1,beer,NOUN,NN,ROOT,Xxxx,0.0
Creative Agency,Creative,1,creative,ADJ,JJ,amod,Xxxxx,0.0
Creative Agency,Agency,1,Agency,PROPN,NNP,ROOT,Xxxxx,0.0
Credit,Credit,4,credit,NOUN,NN,ROOT,Xxxxx,0.0
Credit Cards,Credit,4,Credit,PROPN,NNP,compound,Xxxxx,0.0
Credit Cards,Cards,4,Cards,PROPN,NNPS,ROOT,Xxxxx,0.0
CRM,CRM,14,CRM,PROPN,NNP,ROOT,XXX,0.0
Crowdfunding,Crowdfunding,2,crowdfunde,VERB,VBG,ROOT,Xxxxx,0.0
Crowdsourcing,Crowdsourcing,3,crowdsource,VERB,VBG,ROOT,Xxxxx,0.0
Cryptocurrency,Cryptocurrency,7,cryptocurrency,NOUN,NN,ROOT,Xxxxx,0.0
Customer Service,Customer,13,Customer,PROPN,NNP,compound,Xxxxx,0.0
Customer Service,Service,13,Service,PROPN,NNP,ROOT,Xxxxx,0.0
Cyber Security,Cyber,11,Cyber,PROPN,NNP,compound,Xxxxx,0.0
Cyber Security,Security,11,Security,PROPN,NNP,ROOT,Xxxxx,0.0
Data Center,Data,4,Data,PROPN,NNP,compound,Xxxx,0.0
Data Center,Center,4,Center,PROPN,NNP,ROOT,Xxxxx,0.0
Data Center Automation,Data,1,Data,PROPN,NNP,compound,Xxxx,0.0
Data Center Automation,Center,1,Center,PROPN,NNP,compound,Xxxxx,0.0
Data Center Automation,Automation,1,Automation,PROPN,NNP,ROOT,Xxxxx,0.0
Data Integration,Data,3,Data,PROPN,NNP,compound,Xxxx,0.0
Data Integration,Integration,3,Integration,PROPN,NNP,ROOT,Xxxxx,0.0
Data Mining,Data,1,Data,PROPN,NNP,compound,Xxxx,0.0
Data Mining,Mining,1,Mining,PROPN,NNP,ROOT,Xxxxx,0.0
Data Visualization,Data,3,Data,PROPN,NNP,compound,Xxxx,0.0
Data Visualization,Visualization,3,Visualization,PROPN,NNP,ROOT,Xxxxx,0.0
Database,Database,1,Database,PROPN,NNP,ROOT,Xxxxx,0.0
Debit Cards,Debit,1,debit,NOUN,NN,compound,Xxxxx,0.0
Debit Cards,Cards,1,card,NOUN,NNS,ROOT,Xxxxx,0.0
Delivery,Delivery,3,delivery,NOUN,NN,ROOT,Xxxxx,0.0
Delivery Service,Delivery,3,Delivery,PROPN,NNP,compound,Xxxxx,0.0
Delivery Service,Service,3,Service,PROPN,NNP,ROOT,Xxxxx,0.0
Dental,Dental,3,dental,ADJ,JJ,ROOT,Xxxxx,0.0
Developer APIs,Developer,4,developer,NOUN,NN,compound,Xxxxx,0.0
Developer APIs,APIs,4,api,NOUN,NNS,ROOT,XXXx,0.0
Developer Platform,Developer,5,developer,NOUN,NN,compound,Xxxxx,0.0
Developer Platform,Platform,5,Platform,PROPN,NNP,ROOT,Xxxxx,0.0
Dietary Supplements,Dietary,1,Dietary,PROPN,NNP,compound,Xxxxx,0.0
Dietary Supplements,Supplements,1,Supplements,PROPN,NNPS,ROOT,Xxxxx,0.0
Digital Entertainment,Digital,5,Digital,PROPN,NNP,compound,Xxxxx,0.0
Digital Entertainment,Entertainment,5,Entertainment,PROPN,NNP,ROOT,Xxxxx,0.0
Digital Marketing,Digital,10,Digital,PROPN,NNP,compound,Xxxxx,0.0
Digital Marketing,Marketing,10,Marketing,PROPN,NNP,ROOT,Xxxxx,0.0
Digital Media,Digital,13,Digital,PROPN,NNP,compound,Xxxxx,0.0
Digital Media,Media,13,medium,NOUN,NNS,ROOT,Xxxxx,0.0
Document Management,Document,5,document,NOUN,NN,compound,Xxxxx,0.0
Document Management,Management,5,Management,PROPN,NNP,ROOT,Xxxxx,0.0
DSP,DSP,2,DSP,PROPN,NNP,ROOT,XXX,0.0
E-Commerce,E,40,E,PROPN,NNP,ROOT,X,0.0
E-Commerce,-,40,-,PROPN,NNP,punct,-,0.0
E-Commerce,Commerce,40,commerce,NOUN,NN,appos,Xxxxx,0.0
E-Commerce Platforms,E,1,E,PROPN,NNP,compound,X,0.0
E-Commerce Platforms,-,1,-,PROPN,NNP,compound,-,0.0
E-Commerce Platforms,Commerce,1,Commerce,PROPN,NNP,compound,Xxxxx,0.0
E-Commerce Platforms,Platforms,1,platform,NOUN,NNS,ROOT,Xxxxx,0.0
Ediscovery,Ediscovery,1,Ediscovery,PROPN,NNP,ROOT,Xxxxx,0.0
EdTech,EdTech,9,EdTech,PROPN,NNP,ROOT,XxXxxx,0.0
Education,Education,26,education,NOUN,NN,ROOT,Xxxxx,0.0
Elder Care,Elder,1,Elder,PROPN,NNP,compound,Xxxxx,0.0
Elder Care,Care,1,care,NOUN,NN,ROOT,Xxxx,0.0
E-Learning,E,6,e,NOUN,NN,compound,X,0.0
E-Learning,-,6,-,NOUN,NN,punct,-,0.0
E-Learning,Learning,6,learning,NOUN,NN,ROOT,Xxxxx,0.0
Electric Vehicle,Electric,2,Electric,PROPN,NNP,compound,Xxxxx,0.0
Electric Vehicle,Vehicle,2,Vehicle,PROPN,NNP,ROOT,Xxxxx,0.0
Electrical Distribution,Electrical,6,electrical,ADJ,JJ,amod,Xxxxx,0.0
Electrical Distribution,Distribution,6,distribution,NOUN,NN,ROOT,Xxxxx,0.0
Electronics,Electronics,19,electronic,NOUN,NNS,ROOT,Xxxxx,0.0
Email,Email,2,email,NOUN,NN,ROOT,Xxxxx,0.0
Email Marketing,Email,1,email,NOUN,NN,compound,Xxxxx,0.0
Email Marketing,Marketing,1,marketing,NOUN,NN,ROOT,Xxxxx,0.0
Embedded Software,Embedded,1,embed,VERB,VBN,amod,Xxxxx,0.0
Embedded Software,Software,1,Software,PROPN,NNP,ROOT,Xxxxx,0.0
Emergency Medicine,Emergency,2,Emergency,PROPN,NNP,compound,Xxxxx,0.0
Emergency Medicine,Medicine,2,Medicine,PROPN,NNP,ROOT,Xxxxx,0.0
Emerging Markets,Emerging,1,emerge,VERB,VBG,amod,Xxxxx,0.0
Emerging Markets,Markets,1,market,NOUN,NNS,ROOT,Xxxxx,0.0
Employee Benefits,Employee,4,employee,NOUN,NN,compound,Xxxxx,0.0
Employee Benefits,Benefits,4,benefit,NOUN,NNS,ROOT,Xxxxx,0.0
Employment,Employment,2,employment,NOUN,NN,ROOT,Xxxxx,0.0
Energy,Energy,30,energy,NOUN,NN,ROOT,Xxxxx,0.0
Energy Efficiency,Energy,2,Energy,PROPN,NNP,compound,Xxxxx,0.0
Energy Efficiency,Efficiency,2,Efficiency,PROPN,NNP,ROOT,Xxxxx,0.0
Energy Management,Energy,5,Energy,PROPN,NNP,compound,Xxxxx,0.0
Energy Management,Management,5,Management,PROPN,NNP,ROOT,Xxxxx,0.0
Enterprise,Enterprise,1,enterprise,NOUN,NN,ROOT,Xxxxx,0.0
Enterprise Resource Planning (ERP),Enterprise,4,Enterprise,PROPN,NNP,compound,Xxxxx,0.0
Enterprise Resource Planning (ERP),Resource,4,Resource,PROPN,NNP,compound,Xxxxx,0.0
Enterprise Resource Planning (ERP),Planning,4,Planning,PROPN,NNP,ROOT,Xxxxx,0.0
Enterprise Resource Planning (ERP),(,4,(,PUNCT,-LRB-,punct,(,0.0
Enterprise Resource Planning (ERP),ERP,4,ERP,PROPN,NNP,appos,XXX,0.0
Enterprise Resource Planning (ERP),),4,),PUNCT,-RRB-,punct,),0.0
Enterprise Software,Enterprise,55,Enterprise,PROPN,NNP,compound,Xxxxx,0.0
Enterprise Software,Software,55,Software,PROPN,NNP,ROOT,Xxxxx,0.0
Environmental Consulting,Environmental,6,Environmental,PROPN,NNP,compound,Xxxxx,0.0
Environmental Consulting,Consulting,6,Consulting,PROPN,NNP,ROOT,Xxxxx,0.0
Environmental Engineering,Environmental,6,Environmental,PROPN,NNP,compound,Xxxxx,0.0
Environmental Engineering,Engineering,6,Engineering,PROPN,NNP,ROOT,Xxxxx,0.0
eSports,eSports,1,esport,NOUN,NNS,ROOT,xXxxxx,0.0
Ethereum,Ethereum,3,ethereum,NOUN,NN,ROOT,Xxxxx,0.0
Event Management,Event,1,event,NOUN,NN,compound,Xxxxx,0.0
Event Management,Management,1,management,NOUN,NN,ROOT,Xxxxx,0.0
Events,Events,1,event,NOUN,NNS,ROOT,Xxxxx,0.0
Facilities Support Services,Facilities,3,Facilities,PROPN,NNPS,compound,Xxxxx,0.0
Facilities Support Services,Support,3,Support,PROPN,NNP,compound,Xxxxx,0.0
Facilities Support Services,Services,3,Services,PROPN,NNPS,ROOT,Xxxxx,0.0
Facility Management,Facility,1,Facility,PROPN,NNP,compound,Xxxxx,0.0
Facility Management,Management,1,Management,PROPN,NNP,ROOT,Xxxxx,0.0
Farming,Farming,2,farm,VERB,VBG,ROOT,Xxxxx,0.0
Fashion,Fashion,6,fashion,NOUN,NN,ROOT,Xxxxx,0.0
Film,Film,1,film,NOUN,NN,ROOT,Xxxx,0.0
Film Production,Film,1,Film,PROPN,NNP,compound,Xxxx,0.0
Film Production,Production,1,Production,PROPN,NNP,ROOT,Xxxxx,0.0
Finance,Finance,81,finance,NOUN,NN,ROOT,Xxxxx,0.0
Financial Exchanges,Financial,2,financial,ADJ,JJ,compound,Xxxxx,0.0
Financial Exchanges,Exchanges,2,exchange,NOUN,NNS,ROOT,Xxxxx,0.0
Financial Services,Financial,178,Financial,PROPN,NNP,compound,Xxxxx,0.0
Financial Services,Services,178,Services,PROPN,NNPS,ROOT,Xxxxx,0.0
FinTech,FinTech,44,fintech,NOUN,NN,ROOT,XxxXxxx,0.0
Fitness,Fitness,9,fitness,NOUN,NN,ROOT,Xxxxx,0.0
Fleet Management,Fleet,3,Fleet,PROPN,NNP,compound,Xxxxx,0.0
Fleet Management,Management,3,Management,PROPN,NNP,ROOT,Xxxxx,0.0
Food and Beverage,Food,13,food,NOUN,NN,ROOT,Xxxx,0.0
Food and Beverage,and,13,and,CCONJ,CC,cc,xxx,0.0
Food and Beverage,Beverage,13,Beverage,PROPN,NNP,conj,Xxxxx,0.0
Food Delivery,Food,2,Food,PROPN,NNP,compound,Xxxx,0.0
Food Delivery,Delivery,2,Delivery,PROPN,NNP,ROOT,Xxxxx,0.0
Food Processing,Food,5,food,NOUN,NN,compound,Xxxx,0.0
Food Processing,Processing,5,processing,NOUN,NN,ROOT,Xxxxx,0.0
Franchise,Franchise,3,franchise,NOUN,NN,ROOT,Xxxxx,0.0
Fraud Detection,Fraud,1,Fraud,PROPN,NNP,compound,Xxxxx,0.0
Fraud Detection,Detection,1,Detection,PROPN,NNP,ROOT,Xxxxx,0.0
Fuel,Fuel,1,fuel,NOUN,NN,ROOT,Xxxx,0.0
Furniture,Furniture,2,furniture,NOUN,NN,ROOT,Xxxxx,0.0
Gambling,Gambling,1,gambling,NOUN,NN,ROOT,Xxxxx,0.0
Gaming,Gaming,11,game,VERB,VBG,ROOT,Xxxxx,0.0
Genetics,Genetics,2,genetic,NOUN,NNS,ROOT,Xxxxx,0.0
Geospatial,Geospatial,4,geospatial,NOUN,NN,ROOT,Xxxxx,0.0
Gift Card,Gift,1,Gift,PROPN,NNP,compound,Xxxx,0.0
Gift Card,Card,1,Card,PROPN,NNP,ROOT,Xxxx,0.0
Government,Government,2,government,NOUN,NN,ROOT,Xxxxx,0.0
Graphic Design,Graphic,3,Graphic,PROPN,NNP,compound,Xxxxx,0.0
Graphic Design,Design,3,Design,PROPN,NNP,ROOT,Xxxxx,0.0
Grocery,Grocery,7,grocery,NOUN,NN,ROOT,Xxxxx,0.0
Hardware,Hardware,13,hardware,NOUN,NN,ROOT,Xxxxx,0.0
Health Care,Health,95,Health,PROPN,NNP,compound,Xxxxx,0.0
Health Care,Care,95,Care,PROPN,NNP,ROOT,Xxxx,0.0
Health Diagnostics,Health,12,Health,PROPN,NNP,compound,Xxxxx,0.0
Health Diagnostics,Diagnostics,12,Diagnostics,PROPN,NNPS,ROOT,Xxxxx,0.0
Health Insurance,Health,9,Health,PROPN,NNP,compound,Xxxxx,0.0
Health Insurance,Insurance,9,Insurance,PROPN,NNP,ROOT,Xxxxx,0.0
Hedge Funds,Hedge,1,Hedge,PROPN,NNP,compound,Xxxxx,0.0
Hedge Funds,Funds,1,Funds,PROPN,NNPS,ROOT,Xxxxx,0.0
Home and Garden,Home,2,home,NOUN,NN,ROOT,Xxxx,0.0
Home and Garden,and,2,and,CCONJ,CC,cc,xxx,0.0
Home and Garden,Garden,2,Garden,PROPN,NNP,conj,Xxxxx,0.0
Home Decor,Home,1,Home,PROPN,NNP,compound,Xxxx,0.0
Home Decor,Decor,1,Decor,PROPN,NNP,ROOT,Xxxxx,0.0
Home Health Care,Home,3,Home,PROPN,NNP,compound,Xxxx,0.0
Home Health Care,Health,3,Health,PROPN,NNP,compound,Xxxxx,0.0
Home Health Care,Care,3,Care,PROPN,NNP,ROOT,Xxxx,0.0
Home Improvement,Home,2,Home,PROPN,NNP,compound,Xxxx,0.0
Home Improvement,Improvement,2,improvement,NOUN,NN,ROOT,Xxxxx,0.0
Home Renovation,Home,2,Home,PROPN,NNP,compound,Xxxx,0.0
Home Renovation,Renovation,2,renovation,NOUN,NN,ROOT,Xxxxx,0.0
Home Services,Home,4,Home,PROPN,NNP,compound,Xxxx,0.0
Home Services,Services,4,Services,PROPN,NNPS,ROOT,Xxxxx,0.0
Hospital,Hospital,10,hospital,NOUN,NN,ROOT,Xxxxx,0.0
Hospitality,Hospitality,2,hospitality,NOUN,NN,ROOT,Xxxxx,0.0
Hotel,Hotel,1,hotel,NOUN,NN,ROOT,Xxxxx,0.0
Human Resources,Human,15,Human,PROPN,NNP,compound,Xxxxx,0.0
Human Resources,Resources,15,Resources,PROPN,NNPS,ROOT,Xxxxx,0.0
Image Recognition,Image,2,image,NOUN,NN,compound,Xxxxx,0.0
Image Recognition,Recognition,2,Recognition,PROPN,NNP,ROOT,Xxxxx,0.0
Impact Investing,Impact,15,Impact,PROPN,NNP,compound,Xxxxx,0.0
Impact Investing,Investing,15,Investing,PROPN,NNP,ROOT,Xxxxx,0.0
Indoor Positioning,Indoor,2,Indoor,PROPN,NNP,compound,Xxxxx,0.0
Indoor Positioning,Positioning,2,positioning,NOUN,NN,ROOT,Xxxxx,0.0
Industrial,Industrial,19,Industrial,PROPN,NNP,ROOT,Xxxxx,0.0
Industrial Automation,Industrial,3,Industrial,PROPN,NNP,compound,Xxxxx,0.0
Industrial Automation,Automation,3,Automation,PROPN,NNP,ROOT,Xxxxx,0.0
Industrial Engineering,Industrial,7,Industrial,PROPN,NNP,compound,Xxxxx,0.0
Industrial Engineering,Engineering,7,Engineering,PROPN,NNP,ROOT,Xxxxx,0.0
Industrial Manufacturing,Industrial,4,Industrial,PROPN,NNP,compound,Xxxxx,0.0
Industrial Manufacturing,Manufacturing,4,Manufacturing,PROPN,NNP,ROOT,Xxxxx,0.0
Information and Communications Technology (ICT),Information,2,information,NOUN,NN,nmod,Xxxxx,0.0
Information and Communications Technology (ICT),and,2,and,CCONJ,CC,cc,xxx,0.0
Information and Communications Technology (ICT),Communications,2,Communications,PROPN,NNP,compound,Xxxxx,0.0
Information and Communications Technology (ICT),Technology,2,Technology,PROPN,NNP,conj,Xxxxx,0.0
Information and Communications Technology (ICT),(,2,(,PUNCT,-LRB-,punct,(,0.0
Information and Communications Technology (ICT),ICT,2,ICT,PROPN,NNP,ROOT,XXX,0.0
Information and Communications Technology (ICT),),2,),PUNCT,-RRB-,punct,),0.0
Information Services,Information,31,Information,PROPN,NNP,compound,Xxxxx,0.0
Information Services,Services,31,Services,PROPN,NNPS,ROOT,Xxxxx,0.0
Information Technology,Information,154,Information,PROPN,NNP,compound,Xxxxx,0.0
Information Technology,Technology,154,Technology,PROPN,NNP,ROOT,Xxxxx,0.0
Infrastructure,Infrastructure,10,infrastructure,NOUN,NN,ROOT,Xxxxx,0.0
Innovation Management,Innovation,6,Innovation,PROPN,NNP,compound,Xxxxx,0.0
Innovation Management,Management,6,Management,PROPN,NNP,ROOT,Xxxxx,0.0
Insurance,Insurance,34,insurance,NOUN,NN,ROOT,Xxxxx,0.0
InsurTech,InsurTech,3,insurtech,NOUN,NN,ROOT,XxxxxXxxx,0.0
Intelligent Systems,Intelligent,2,Intelligent,PROPN,NNP,compound,Xxxxx,0.0
Intelligent Systems,Systems,2,Systems,PROPN,NNPS,ROOT,Xxxxx,0.0
Interior Design,Interior,1,Interior,PROPN,NNP,compound,Xxxxx,0.0
Interior Design,Design,1,Design,PROPN,NNP,ROOT,Xxxxx,0.0
Internet,Internet,34,internet,NOUN,NN,ROOT,Xxxxx,0.0
Internet of Things,Internet,6,internet,NOUN,NN,ROOT,Xxxxx,0.0
Internet of Things,of,6,of,ADP,IN,prep,xx,0.0
Internet of Things,Things,6,thing,NOUN,NNS,pobj,Xxxxx,0.0
Internet Radio,Internet,1,internet,NOUN,NN,compound,Xxxxx,0.0
Internet Radio,Radio,1,Radio,PROPN,NNP,ROOT,Xxxxx,0.0
IT Infrastructure,IT,5,it,NOUN,NN,compound,XX,0.0
IT Infrastructure,Infrastructure,5,Infrastructure,PROPN,NNP,ROOT,Xxxxx,0.0
IT Management,IT,6,IT,PROPN,NNP,compound,XX,0.0
IT Management,Management,6,Management,PROPN,NNP,ROOT,Xxxxx,0.0
Janitorial Service,Janitorial,1,Janitorial,PROPN,NNP,compound,Xxxxx,0.0
Janitorial Service,Service,1,Service,PROPN,NNP,ROOT,Xxxxx,0.0
Jewelry,Jewelry,1,jewelry,NOUN,NN,ROOT,Xxxxx,0.0
