Text,Noun,Number of Nouns,Verb,Number of Verbs,Adjective,Number of Adjectives
"Financial Services, Internet Services, Lending and Investments, Media and Entertainment, Other, Payments, Software",[],0,[],0,[Other],1
"Health Care, Media and Entertainment, Music and Audio",[],0,[],0,[],0
"Apps, Commerce and Shopping, Education, Financial Services, Health Care, Information Technology, Internet Services, Mobile, Other, Software",[],0,[],0,[],0
"Artificial Intelligence, Data and Analytics, Government and Military, Information Technology, Science and Engineering, Software",[],0,[],0,[],0
"Artificial Intelligence, Data and Analytics, Information Technology, Science and Engineering, Software",[],0,[],0,[],0
—,[],0,[],0,[],0
"Commerce and Shopping, Financial Services, Information Technology, Mobile, Other, Professional Services, Software",[],0,[],0,[Other],1
"Financial Services, Real Estate",[],0,[],0,[Real],1
—,[],0,[],0,[],0
"Commerce and Shopping, Consumer Goods, Real Estate",[],0,[],0,[Real],1
"Artificial Intelligence, Data and Analytics, Government and Military, Information Technology, Science and Engineering, Software",[],0,[],0,[],0
—,[],0,[],0,[],0
"Artificial Intelligence, Data and Analytics, Hardware, Health Care, Information Technology, Internet Services, Science and Engineering, Software, Sustainability",[Sustainability],1,[],0,[],0
Sales and Marketing,"[Sales, Marketing]",2,[],0,[],0
—,[],0,[],0,[],0
"Administrative Services, Artificial Intelligence, Data and Analytics, Information Technology, Other, Science and Engineering, Software",[],0,[],0,[Other],1
"Artificial Intelligence, Data and Analytics, Information Technology, Science and Engineering, Software",[],0,[],0,[],0
"Administrative Services, Artificial Intelligence, Data and Analytics, Information Technology, Other, Science and Engineering, Software",[],0,[],0,[Other],1
"Administrative Services, Artificial Intelligence, Data and Analytics, Information Technology, Other, Science and Engineering, Software",[],0,[],0,[Other],1
"Information Technology, Science and Engineering, Software",[],0,[],0,[],0
"Administrative Services, Artificial Intelligence, Data and Analytics, Science and Engineering, Software",[],0,[],0,[],0
"Artificial Intelligence, Data and Analytics, Other, Science and Engineering, Software",[],0,[],0,[Other],1
"Health Care, Information Technology",[],0,[],0,[],0
"Apps, Financial Services, Food and Beverage, Gaming, Hardware, Health Care, Information Technology, Internet Services, Other, Software",[],0,[],0,[Other],1
—,[],0,[],0,[],0
"Real Estate, Sustainability",[Sustainability],1,[],0,[Real],1
"Information Technology, Privacy and Security",[Security],1,[],0,[],0
"Artificial Intelligence, Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software",[],0,[],0,[],0
"Artificial Intelligence, Data and Analytics, Government and Military, Health Care, Information Technology, Science and Engineering, Software",[],0,[],0,[],0
Sales and Marketing,"[Sales, Marketing]",2,[],0,[],0
"Administrative Services, Commerce and Shopping, Hardware, Other, Professional Services, Software",[],0,[],0,[Other],1
Sales and Marketing,"[Sales, Marketing]",2,[],0,[],0
Sales and Marketing,"[Sales, Marketing]",2,[],0,[],0
Other,[],0,[],0,[Other],1
Sales and Marketing,"[Sales, Marketing]",2,[],0,[],0
"Apps, Commerce and Shopping, Education, Information Technology, Internet Services, Software",[],0,[],0,[],0
"Commerce and Shopping, Consumer Electronics, Information Technology, Privacy and Security, Professional Services, Real Estate",[],0,[],0,[Real],1
Sales and Marketing,"[Sales, Marketing]",2,[],0,[],0
Media and Entertainment,[Media],1,[],0,[],0
"Information Technology, Sales and Marketing, Software",[],0,[],0,[],0
"Artificial Intelligence, Data and Analytics, Government and Military, Hardware, Information Technology, Science and Engineering, Software",[],0,[],0,[],0
"Artificial Intelligence, Data and Analytics, Financial Services, Lending and Investments, Other, Payments, Science and Engineering, Software",[],0,[],0,[Other],1
"Administrative Services, Community and Lifestyle, Information Technology, Other, Professional Services",[],0,[],0,[Other],1
"Commerce and Shopping, Financial Services, Government and Military, Information Technology, Lending and Investments, Software",[],0,[],0,[],0
"Internet Services, Sales and Marketing","[Sales, Marketing]",2,[],0,[],0
"Financial Services, Other, Payments, Software",[],0,[],0,[Other],1
"Information Technology, Internet Services, Software",[],0,[],0,[],0
—,[],0,[],0,[],0
"Education, Health Care",[Education],1,[],0,[],0
"Information Technology, Privacy and Security",[Security],1,[],0,[],0
Sales and Marketing,"[Sales, Marketing]",2,[],0,[],0
Sales and Marketing,"[Sales, Marketing]",2,[],0,[],0
"Consumer Electronics, Consumer Goods, Education, Financial Services, Hardware, Health Care, Information Technology, Internet Services, Manufacturing, Software",[Consumer],1,[],0,[],0
"Artificial Intelligence, Data and Analytics, Hardware, Information Technology, Science and Engineering, Software",[],0,[],0,[],0
—,[],0,[],0,[],0
"Financial Services, Other, Professional Services",[],0,[],0,[Other],1
"Advertising, Commerce and Shopping, Design, Education, Internet Services, Mobile, Sales and Marketing, Software",[Advertising],1,[],0,[],0
"Education, Information Technology, Sales and Marketing, Sustainability, Travel and Tourism","[Education, Sustainability, Tourism]",3,[],0,[],0
Sales and Marketing,"[Sales, Marketing]",2,[],0,[],0
Sales and Marketing,"[Sales, Marketing]",2,[],0,[],0
Health Care,[],0,[],0,[],0
"Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design","[Clothing, Design]",2,[],0,[],0
Software,[Software],1,[],0,[],0
"Commerce and Shopping, Financial Services, Hardware, Information Technology, Travel and Tourism",[Tourism],1,[],0,[],0
Health Care,[],0,[],0,[],0
Sales and Marketing,"[Sales, Marketing]",2,[],0,[],0
Sales and Marketing,"[Sales, Marketing]",2,[],0,[],0
Sales and Marketing,"[Sales, Marketing]",2,[],0,[],0
"Artificial Intelligence, Data and Analytics, Information Technology, Science and Engineering, Software",[],0,[],0,[],0
"Design, Real Estate","[Design, Estate]",2,[],0,[Real],1
"Financial Services, Lending and Investments",[Investments],1,[],0,[],0
Sales and Marketing,"[Sales, Marketing]",2,[],0,[],0
"Education, Information Technology, Internet Services, Sales and Marketing, Software","[Education, Sales]",2,[],0,[],0
"Education, Health Care, Other, Professional Services",[Education],1,[],0,[Other],1
"Agriculture and Farming, Biotechnology, Commerce and Shopping, Food and Beverage, Science and Engineering, Software, Transportation",[Agriculture],1,[],0,[],0
"Government and Military, Professional Services",[],0,[],0,[],0
"Artificial Intelligence, Data and Analytics, Events, Government and Military, Information Technology, Media and Entertainment, Science and Engineering, Software, Transportation",[Events],1,[],0,[],0
Sales and Marketing,"[Sales, Marketing]",2,[],0,[],0
Financial Services,[],0,[],0,[],0
"Advertising, Commerce and Shopping, Financial Services, Food and Beverage, Information Technology, Mobile, Sales and Marketing, Software",[Advertising],1,[],0,[],0
"Administrative Services, Other, Software",[],0,[],0,[Other],1
"Community and Lifestyle, Financial Services, Information Technology, Lending and Investments","[Community, Investments]",2,[],0,[],0
Sales and Marketing,"[Sales, Marketing]",2,[],0,[],0
—,[],0,[],0,[],0
"Information Technology, Software, Transportation",[],0,[],0,[],0
Commerce and Shopping,[],0,[],0,[],0
"Natural Resources, Professional Services, Science and Engineering, Sustainability",[Sustainability],1,[],0,[],0
"Education, Science and Engineering, Software",[Education],1,[],0,[],0
"Artificial Intelligence, Data and Analytics, Financial Services, Information Technology, Internet Services, Other, Science and Engineering, Software",[],0,[],0,[Other],1
Sales and Marketing,"[Sales, Marketing]",2,[],0,[],0
"Artificial Intelligence, Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",[],0,[],0,[],0
—,[],0,[],0,[],0
"Education, Events, Media and Entertainment, Professional Services","[Education, Events, Media]",3,[],0,[],0
"Artificial Intelligence, Biotechnology, Data and Analytics, Health Care, Information Technology, Science and Engineering, Software",[],0,[],0,[],0
Gaming,[],0,[Gaming],1,[],0
"Financial Services, Real Estate",[],0,[],0,[Real],1
"Information Technology, Internet Services, Software",[],0,[],0,[],0
Sales and Marketing,"[Sales, Marketing]",2,[],0,[],0
Food and Beverage,[Food],1,[],0,[],0
"Apps, Financial Services, Health Care, Software",[],0,[],0,[],0
Government and Military,[Government],1,[],0,[],0
"Hardware, Manufacturing, Software",[Hardware],1,[],0,[],0
"Education, Internet Services, Other, Sales and Marketing","[Education, Sales, Marketing]",3,[],0,[Other],1
—,[],0,[],0,[],0
"Hardware, Information Technology, Software",[Hardware],1,[],0,[],0
Sales and Marketing,"[Sales, Marketing]",2,[],0,[],0
—,[],0,[],0,[],0
"Artificial Intelligence, Data and Analytics, Financial Services, Information Technology, Science and Engineering, Software",[],0,[],0,[],0
"Information Technology, Software",[],0,[],0,[],0
—,[],0,[],0,[],0
Financial Services,[],0,[],0,[],0
"Artificial Intelligence, Data and Analytics, Information Technology, Sales and Marketing, Science and Engineering, Software, Transportation",[],0,[],0,[],0
"Administrative Services, Software",[],0,[],0,[],0
Health Care,[],0,[],0,[],0
"Education, Information Technology, Privacy and Security","[Education, Security]",2,[],0,[],0
—,[],0,[],0,[],0
Financial Services,[],0,[],0,[],0
"Commerce and Shopping, Hardware, Internet Services, Software",[],0,[],0,[],0
Sales and Marketing,"[Sales, Marketing]",2,[],0,[],0
"Education, Events, Media and Entertainment, Sales and Marketing","[Education, Events, Media, Sales, Marketing]",5,[],0,[],0
"Financial Services, Internet Services, Lending and Investments, Media and Entertainment, Payments, Software",[],0,[],0,[],0
Sales and Marketing,"[Sales, Marketing]",2,[],0,[],0
"Community and Lifestyle, Financial Services, Gaming, Lending and Investments, Software",[Community],1,[],0,[],0
"Education, Professional Services, Sales and Marketing","[Education, Sales, Marketing]",3,[],0,[],0
