Text,Lemma,PoS,Tag,Dep,Shape,Sentiment
Mesh provides a centralized and automated spend platform that helps finance teams with visibility and control.,17,17,17,17,17,17
Kinside is a child care marketplace powered by employers.,10,10,10,10,10,10
Cloudflare is a web performance and security company that provides online services to protect and accelerate websites online.,19,19,19,19,19,19
Gemini is a licensed digital asset exchange and custodian built for both individuals and institutions.,16,16,16,16,16,16
Expert DOJO is an international startup accelerator based in Santa Monica.,12,12,12,12,12,12
Sense specializes in tracking devices and home automation solutions for its customers.,13,13,13,13,13,13
"Bitwarden provides an open-source password management solutions for individuals, teams, and business organizations.",18,18,18,18,18,18
"FIS focuses on retail and institutional banking, payments, asset and wealth management, risk and compliance, and outsourcing solutions.",23,23,23,23,23,23
"Physics Wallah offers live classes, video lectures, test series, and dynamic exercises for JEE, NEET entrance, and board exams.",25,25,25,25,25,25
World's fastest-growing threat intelligence provider (YC W21).,13,13,13,13,13,13
Roblox is an online gaming and entertainment platform that offers a shared digital experience that brings people together through play.,21,21,21,21,21,21
Yulu is a micro-mobility platform powered by shared electric two-wheelers aiming to reduce traffic congestion and air pollution in India.,25,25,25,25,25,25
Muck Rack is a public relations management platform that enables organizations to connect with journalists to generate media coverage.,20,20,20,20,20,20
Octopus Energy builds technology that reduces the cost of energy to improve the customer experience.,16,16,16,16,16,16
Celsius Network is a blockchain-based lending platform that is accessible through a free mobile app.,18,18,18,18,18,18
Bitcoin is a cryptocurrency company.,6,6,6,6,6,6
At-Bay is a cybersecurity insurance company that helps businesses meet digital risk head-on.,18,18,18,18,18,18
Branch helps companies drive seamless mobile experiences through its linking infrastructure powering thousands of today's top brands.,19,19,19,19,19,19
Inflection Point Ventures is an early stage angel investing platform that provides both monetary and non-monetary support to the startups.,23,23,23,23,23,23
"CrowdStrike is a cybersecurity technology firm pioneering cloud delivered protection across endpoints, cloud workloads, identity and data.",20,20,20,20,20,20
"GroMo is a FinTech marketplace helping users sell financial products such as loans, insurance, and investments.",19,19,19,19,19,19
Citigroup is a diversified financial services holding company that provides various financial products and services.,16,16,16,16,16,16
PolyAI develops a machine learning platform for conversational artificial intelligence.,11,11,11,11,11,11
"IndieBio is the largest biotech startup accelerator, run by SOSV.",12,12,12,12,12,12
Datadog offers monitoring and analytics for cloud-based workflows.,11,11,11,11,11,11
"Carbon is reinventing how polymer products are designed, engineered, manufactured, and delivered, towards a digital and sustainable future.",23,23,23,23,23,23
"Protocol Labs is a research, development, and deployment lab for network protocols.",15,15,15,15,15,15
GitHub provides code hosting services that allow developers to build software for open-source and private projects in organizations.,21,21,21,21,21,21
"HP is a manufacturer and seller of personal computers, printers, computer hardwares, and business solutions.",19,19,19,19,19,19
Zynga is a mobile game developer that creates and operates social games as live services played on the Internet.,20,20,20,20,20,20
Ready Player Me develops a cross-game avatar platform for the metaverse.,14,14,14,14,14,14
"Siemens is an engineering and electronics company that specializes in the fields of industry, energy, transportation, and healthcare.",22,22,22,22,22,22
GrubMarket supplies local fresh food online with affordable prices and convenient delivery.,13,13,13,13,13,13
The all-in-one platform to power your Barbershop Operations,12,12,12,12,12,12
Gotham Greens develops commercial-scale greenhouse facilities intended for sustainable vegetable production.,14,14,14,14,14,14
Medtronic develops and manufactures medical device technologies and therapies to treat chronic diseases worldwide.,15,15,15,15,15,15
Comcast is a media and technology company that connects millions of people to the moments and experiences that matter most.,21,21,21,21,21,21
Helium is an Internet-of-Things developer platform for building the network and transferring IoT device data.,20,20,20,20,20,20
Taranis is an agtech company that develops AI-driven insight technology for leaf-level precision.,18,18,18,18,18,18
"Ubisoft is a producer, publisher, and distributor of interactive entertainment products.",14,14,14,14,14,14
Stripe is a developer-oriented commerce company helping small and large companies accept web and mobile payments.,19,19,19,19,19,19
Boston Scientific is an innovator of medical solutions that improve patient health.,13,13,13,13,13,13
Stake Properties is a digital real estate investment platform that helps its users invest in income-generating properties.,20,20,20,20,20,20
Sunstone a higher education company that offers career-oriented training interventions for undergraduate and postgraduate students.,18,18,18,18,18,18
Blinkit is a low-price online supermarket that provides grocery delivery.,13,13,13,13,13,13
OpenAI is an AI research and deployment company that aims to ensure that artificial general intelligence benefits all of humanity.,21,21,21,21,21,21
Novartis is a healthcare company that provides solutions to address the evolving needs of patients worldwide.,17,17,17,17,17,17
OneSignal is a customer messaging and engagement platform that allows businesses to create meaningful customer connections.,17,17,17,17,17,17
Zipmex is a digital asset exchange that provides digital access to wealth generating assets for the mass market.,19,19,19,19,19,19
EarlySalary.com is a new FinTech start-up in Pune. We are here to help you from being broke.,21,21,21,21,21,21
Boopos operates a tech-enabled lending platform for acquiring small businesses.,13,13,13,13,13,13
"Wayfair is an online retailer of home products for bedroom, living room, kitchen and dining, home entertainment, bathroom, and more.",26,26,26,26,26,26
Yuga Labs is a blockchain technology company that develops NFTs and digital collectibles.,14,14,14,14,14,14
Atom Power integrates hardware and software into end-to-end power distribution products.,16,16,16,16,16,16
"Build web3 apps, easily. NFTs, marketplaces, DAOs and more. Powerful SDKs for developers. Deploy custom or pre-built smart contracts.",28,28,28,28,28,28
Alma is a membership-based network for mental health care providers.,13,13,13,13,13,13
Fairmarkit is an automated sourcing platform that gives procurement teams what they need to be more efficient with every purchase.,21,21,21,21,21,21
Molten Ventures is a listed tech venture capital firm.,10,10,10,10,10,10
"Bank of America offers banking, investing, and other financial and risk management services to individuals, SMBs, and large corporations.",24,24,24,24,24,24
Nokia is a Finnish multinational communications corporation engaged in the manufacturing of mobile devices and network infrastructure.,18,18,18,18,18,18
"Twilio is a cloud communication company that enables users to use standard web languages to build voice, VoIP, and SMS apps via a web API.",28,28,28,28,28,28
Reliance Jio is a telecommunications company that offers high-speed mobile internet access.,15,15,15,15,15,15
Mensa Brands is an investment firm that partners with entrepreneurs to build digital brands and scale them.,18,18,18,18,18,18
AtoB is a technology company building payments infrastructure for the transportation industry.,13,13,13,13,13,13
HelloFresh is a food subscription company that sends pre-portioned ingredients to users’ doorstep each week.,19,19,19,19,19,19
PhonePe is a mobile payment application that enables users to transfer money instantly.,14,14,14,14,14,14
Tesla Motors specializes in developing a full range of electric vehicles.,12,12,12,12,12,12
CoinDCX operates as a cryptocurrency exchange aggregator.,8,8,8,8,8,8
Carbyne is a real-time emergency communication platform that provides public safety technology for emergency infrastructure.,18,18,18,18,18,18
Exponent Energy focuses on developing fast charging technology for electric vehicles.,12,12,12,12,12,12
Cymulate is a breach and attack simulation platform that helps organizations verify their security posture.,16,16,16,16,16,16
FNZ partners with financial institutions to enable them to provide multi-channel wealth management services to their clients.,20,20,20,20,20,20
"Privacy, simplified. One super charged app, multiple types of privacy protection.",15,15,15,15,15,15
Riot Games is a global company that develops online games.,11,11,11,11,11,11
Flow is a rental real estate startup to deliver homeownership services.,12,12,12,12,12,12
DriveNets is a networking company that provides software-based routing solutions.,13,13,13,13,13,13
Helix is a population genomics company that is working to advance genomics research and integrate genomic data into clinical care.,21,21,21,21,21,21
"Hone provides effective, engaging, and scalable management training to help high-growth companies thrive.",18,18,18,18,18,18
Graas is a provider of e-commerce solutions.,10,10,10,10,10,10
SUGAR Cosmetics is a cruelty-free makeup brand that offers a wide range of premium makeup products.,19,19,19,19,19,19
KuCoin is a global cryptocurrency exchange offering digital assets and providing crypto services to its users.,17,17,17,17,17,17
Sunrun provides residential solar electricity and solar power services for homeowners.,12,12,12,12,12,12
NIO is an automotive company that designs and develops electric autonomous vehicles.,13,13,13,13,13,13
BT provides communications services to consumer and business sectors worldwide.,11,11,11,11,11,11
"Sanofi is engaged in the research, development, manufacturing, and marketing of innovative therapeutic solutions.",18,18,18,18,18,18
"SunPower Corporation delivers high-performance solar electric systems worldwide for residential, commercial and utility-scale customers.",20,20,20,20,20,20
"Lenovo Group is a computer technology company that manufactures personal computers, smartphones, televisions, and wearable devices.",20,20,20,20,20,20
Warburg Pincus is a private equity firm focused on growth investing.,12,12,12,12,12,12
Twitter is a social networking platform that allows its users to send and read micro-blogs of up to 280-characters known as tweets.,27,27,27,27,27,27
"Reali is a real estate and fintech company that is creating a one-stop-shop to make homeownership simple, affordable and stress-free.",28,28,28,28,28,28
ArsenalBio is a programmable cell therapy company that offers advanced CAR T-cell therapies for solid tumors.,19,19,19,19,19,19
"Portfolia is an investment funds designed for women, backing innovative companies for returns and impact",16,16,16,16,16,16
"Abra is a digital wallet that makes it easy to access, manage, and earn interest on cryptocurrencies.",20,20,20,20,20,20
"CleverTap helps digital brands increase user retention and lifetime value with the help of data, personalization, deep-tech, and automation",24,24,24,24,24,24
Real estate's most trusted deal management platform empowering smart investment decisions.,13,13,13,13,13,13
"Kroger distributes and merchandises food, pharmacy, health and personal care items, seasonal merchandise, and related products and services.",23,23,23,23,23,23
GameStop is a video games and entertainment software retailer operating thousands of retail stores.,15,15,15,15,15,15
Instacart is an online grocery platform that offers same-day delivery and pickup services for retailers and consumers.,20,20,20,20,20,20
ColdQuanta is a global quantum technology company solving the world’s most challenging problems.,15,15,15,15,15,15
"Yubi is a fully integrated, unified digital platform that helps discover, trade, execute and fulfill debt solutions for investors.",23,23,23,23,23,23
Solid is a one-stop shop that offers a fully integrated and compliant suite of fintech services.,19,19,19,19,19,19
"Rupeek is an online lending platform that specializes in credit risk, gold loans, and personal loans.",19,19,19,19,19,19
foodpanda is a online food delivery marketplace that enables users to place orders at local restaurants via its website or mobile app.,23,23,23,23,23,23
"Shopify is a cloud-based, multi-channel commerce platform designed for small and medium-sized businesses.",21,21,21,21,21,21
Rubicon is a software platform that provides smart waste and recycling solutions for businesses and governments worldwide.,18,18,18,18,18,18
Tridge develops an online trade platform that matches global food agriculture buyers and sellers.,15,15,15,15,15,15
Twelve is a carbon transformation company that eliminates emissions by turning CO2 into essential products.,16,16,16,16,16,16
Andela's mission is to connect brilliance with opportunity.,10,10,10,10,10,10
"Pollen is an invite-only marketplace, using influencer marketing for experiences and events.",16,16,16,16,16,16
R3 is a financial innovation firm dedicated to the design and deployment of DLT to build the new operating system for financial services.,24,24,24,24,24,24
Docquity develops a health technology platform that provides access to a network of medical experts and content from industry pioneers.,21,21,21,21,21,21
"Build to deliver a simplified life, our mission is to provide an easy grocery shopping experience with a high-quality service.",24,24,24,24,24,24
Xepelin provides financial services for small and medium-sized business.,12,12,12,12,12,12
Forethought provides customer service solutions that transform the customer experience with human-centered AI.,16,16,16,16,16,16
Arize AI offers a platform that explains and troubleshoots production AI.,12,12,12,12,12,12
Polygon is a platform for Ethereum scaling and infrastructure development.,11,11,11,11,11,11
"Somatus is a healthcare company that partners with health plans, health systems, nephrology, and primary care groups.",21,21,21,21,21,21
Splitit is a payment method solution enabling customers to pay for purchases with an existing debit or credit card.,20,20,20,20,20,20
"Accenture is a professional services company, providing services and solutions in strategy, consulting, digital, technology and operations.",22,22,22,22,22,22
ADT is a security company that provides smart home solutions and business security.,14,14,14,14,14,14
FiscalNote uses artificial intelligence and big data to deliver predictive analytics on government information to determine its impact.,19,19,19,19,19,19
"Adyen offers a platform that integrates gateway, risk management, processing, acquiring, and settlement of payments.",20,20,20,20,20,20
"Shein is an online marketplace that offers apparel, beauty, accessories, and home goods.",17,17,17,17,17,17
TruKKer is a technology-enabled truck aggregator that operates multiple truck types for multiple end markets.,18,18,18,18,18,18
Omni is a marketplace that provides access to the things needed by nayone through its rentals platform.,18,18,18,18,18,18
Funding Societies is a digital financing platform that connects SMEs with retail and institutional lenders.,16,16,16,16,16,16
MoonPay is a financial technology company that builds payments infrastructure for crypto.,13,13,13,13,13,13
Servify is a self-learning platform that provides device management services and warranty solutions.,16,16,16,16,16,16
Rivigo is a technology-enabled logistics platform provider that offers transport services.,14,14,14,14,14,14
"Zuora provides cloud-based software on a subscription basis that helps companies launch, manage, and transform into a subscription business.",24,24,24,24,24,24
Remitly is a mobile payments service that enables users to make person-to-person international money transfers.,20,20,20,20,20,20
Chainlink provides reliable tamper-proof inputs and outputs for complex smart contracts on any blockchain.,17,17,17,17,17,17
Chewy.com delivers pet happiness by conveniently shipping over 500 brands of pet food and goodies for free.,18,18,18,18,18,18
Unstoppable Domains launches domains secured by blockchains and builds uncensorable websites.,12,12,12,12,12,12
Pipefy is a no-code process orchestration platform to easily automate workflows and manage business processes.,18,18,18,18,18,18
Cashify is an online marketplace for reselling used electronic gadgets.,11,11,11,11,11,11
Meituan develops and operates a platform providing retail and online group buying services.,14,14,14,14,14,14
"Figment supports the adoption, growth and long term success of the Web 3 ecosystem.",16,16,16,16,16,16
Esusu is a financial technology platform that leverages data solutions to help residents and improve property performance.,18,18,18,18,18,18
Hopper is a travel app that uses predictive analytics to make travel recommendations.,14,14,14,14,14,14
JUUL is a manufacturer and distributor of electronic nicotine vaporizers.,11,11,11,11,11,11
"Varjo makes advanced VR/XR hardware and software for industrial use, paving the way for a true-to-life metaverse.",25,25,25,25,25,25
Avalara is a cloud-based platform that provides tax compliance software and automated solutions.,16,16,16,16,16,16
SAP is a technology company that develops enterprise application software for companies and industries across diverse sectors.,18,18,18,18,18,18
Skyroot Aerospace is an aerospace manufacturer and launch service provider developing launch vehicles for cost-effective access to space.,21,21,21,21,21,21
FullStory develops a digital experience intelligence platform designed to capture customer experience data.,14,14,14,14,14,14
"Namely is an all-in-one platform that manages all HR data in one place, with personalized service to help companies get better and faster.",29,29,29,29,29,29
"SteelEye develops a holistic compliance platform for record keeping, surveillance, and intelligent insights.",16,16,16,16,16,16
AKASA is an AI-powered automation company for revenue cycle management in healthcare.,15,15,15,15,15,15
European Bank for Reconstruction and Development is an investing firm.,11,11,11,11,11,11
"Faraday Future is a design and technology company developing global solutions that re-imagine transportation, content, and ownership.",22,22,22,22,22,22
"Vodafone is a mobile telecommunications company that offers voice, messaging, and data services.",16,16,16,16,16,16
Lime helps people move around their cities in an affordable and convenient way while eliminating their carbon footprint.,19,19,19,19,19,19
"Arweave is an information technology company that specializes in data storage, blockchain, and serverless web.",18,18,18,18,18,18
"The AI-powered decision engine across agriculture, climate, and the economy",14,14,14,14,14,14
Kuku FM is a vernacular podcasting platform that creates and distributes exclusive premium audio content in the form of audiobooks.,21,21,21,21,21,21
Rookout is a cloud-native debugging and live data collection platform.,13,13,13,13,13,13
Partners Group is a private equity firm capitalizing on growth trends and transforming businesses and assets into market leaders.,20,20,20,20,20,20
"Pezesha is a digital financial marketplace that connects SMBs to working capital, float financing, and LPO financing.",20,20,20,20,20,20
Pepperfry is an online home and lifestyle shopping store selling products with cash on delivery facilities.,17,17,17,17,17,17
"Truework is a one-stop platform that helps banks, lenders, and others verify income and employment.",20,20,20,20,20,20
"RentSpree provides software with a universal tenant screening process, renter management, partnership programs, and rental screening API.",21,21,21,21,21,21
Landa is an app for real estate investing.,9,9,9,9,9,9
"The EVERY Company makes real animal protein without the use of a single animal, starting with chicken-less egg proteins.",23,23,23,23,23,23
"VoteBash is a visual real-time voting platform with gamification, brand amplification, personalization and rewards.",19,19,19,19,19,19
Roku pioneers streaming for the TV and aspires to power every TV in the world.,16,16,16,16,16,16
Aave is an open source non-custodial protocol on Ethereum for decentralized lending and borrowing.,17,17,17,17,17,17
Maude is an essentials brand with a focus on access to sexual wellness products.,15,15,15,15,15,15
DJI develops and manufactures innovative drone and camera technology for commercial and recreational use.,15,15,15,15,15,15
"Bank of Baroda is a banking company that offers loans, investments, insurance, and other financial services.",20,20,20,20,20,20
ConsenSys builds Ethereum blockchain infrastructure and applications ranging from developer tools to enterprise solutions.,15,15,15,15,15,15
Pattern is a provider of an accelerator platform for brands to scale faster on major online marketplaces.,18,18,18,18,18,18
OYO is a global travel tech company that connects its patrons and guests.,14,14,14,14,14,14
"Clara is the leading B2B LatAm business credit card, payment solution, and expense tracking platform.",18,18,18,18,18,18
True Food Kitchen is a 42-unit restaurant and lifestyle brand serving foods crafted to nutritional standards.,19,19,19,19,19,19
Zomato is an online restaurant guide and food ordering platform that allows users to order meals from restaurants and have them delivered.,23,23,23,23,23,23
Bambee is a platform offering an affordable solution to small and medium-sized businesses for hiring HR managers.,20,20,20,20,20,20
Coupa is a cloud platform for business spend that offers a fully unified suite of financial applications for business spend management.,22,22,22,22,22,22
Wonderschool offers a platform where people can start infant and toddler education programs and preschools out of their homes.,20,20,20,20,20,20
Shift is an online marketplace for buying and selling used cars.,12,12,12,12,12,12
Bike Bazaar is a finance company that specializes in financing pre-owned and new Two-Wheelers.,19,19,19,19,19,19
"Republic curates private investing opportunities with high-growth potential across startups, gaming, real estate, and crypto.",21,21,21,21,21,21
Canadian Imperial Bank of Commerce is a Canadian financial institution that provides its clients with banking services.,18,18,18,18,18,18
Nitra brings all-in-one finance to the traditional industries of America.,15,15,15,15,15,15
Blue Origin is an aerospace company that focuses on lowering the cost of spaceflight and helping to explore the solar system.,22,22,22,22,22,22
"Nearpod is a provider of edtech platform for K-12 teachers to create interactive slides filled with videos, quizzes, and other activities.",24,24,24,24,24,24
"Ericsson is a technology company that provides and operates telecommunications networks, television and video systems, and related services.",21,21,21,21,21,21
"Uber develops, markets, and operates a ride-sharing mobile application that allows consumers to submit a trip request.",22,22,22,22,22,22
MedGenome develops a genomics-based diagnostics and research solution for healthcare providers to understand the genetic basis of diseases.,21,21,21,21,21,21
Yes Bank is a private sector bank that offers comprehensive banking and financial solutions to its customers.,18,18,18,18,18,18
Blockdaemon is a blockchain deployment facilitator that manages nodes and payment rails for blockchain networks.,16,16,16,16,16,16
TCGplayer is the leading online technology platform for the collectibles industry,11,11,11,11,11,11
Colony Lab is a community-driven initiative to power the Avalanche Platform growth by investing in early-stage projects.,22,22,22,22,22,22
Apollo Global Management is a global asset management firm that specializes in credit-oriented capital and real estate markets.,21,21,21,21,21,21
Blacksoil Advisory is an independent boutique advisory firm.,9,9,9,9,9,9
"Calendly is a modern scheduling platform that helps individuals, teams, and organizations automate meeting by removing the back and forth.",23,23,23,23,23,23
Incredible Health is a medical and health platform that connects health systems with nurses.,15,15,15,15,15,15
Zscaler is a global cloud-based information security company that enabling secure digital transformation for a mobile and cloud first world.,23,23,23,23,23,23
MongoDB is a next-generation database that helps businesses transform their industries by harnessing the power of data.,20,20,20,20,20,20
Goldcast is a virtual event platform that allows enterprises to create online events.,14,14,14,14,14,14
Savana is a software company that provides a digital banking platform.,12,12,12,12,12,12
Mavenir engages in accelerating software network transformation for communications service providers and enterprises.,14,14,14,14,14,14
"Aisera provides AI-driven service solution that automates operations and support for IT, human resources, sales, and customer service.",24,24,24,24,24,24
Exo is a medical device startup which develops handheld ultrasound devices and AI for imaging and therapeutic applications.,19,19,19,19,19,19
"ZineOne enables ai driven real-time personalization to help companies engage every customer, on any channel, with in-the-moment experiences.",27,27,27,27,27,27
Mobile-based operating system to manage construction &amp; architectural projects,13,13,13,13,13,13
"Digital Diagnostics is an AI diagnostics company that transforms the quality, accessibility, and affordability of healthcare.",19,19,19,19,19,19
Fervo Energy is a developer of proprietary clean energy technology to generate power from enhanced geothermal systems.,18,18,18,18,18,18
Bayer offers prescription products primarily for cardiology and women’s health care; specialty therapeutics in the areas of oncology.,21,21,21,21,21,21
"HubSpot develops cloud-based, inbound marketing software that allows businesses to transform the way that they market online.",21,21,21,21,21,21
"Relativity's makes software to manage large volumes of data and identify key issues during litigation, investigations, and compliance.",22,22,22,22,22,22
Labcorp specializes in providing physicians with laboratory tests.,9,9,9,9,9,9
"Tabby is a payments and shopping app that creates financial freedom in the way people shop, earn and save.",21,21,21,21,21,21
Xpressbees is an e-commerce logistics company that offers customized express delivery services.,15,15,15,15,15,15
Sweatcoin is a digital currency backed by economic value of physical movement.,13,13,13,13,13,13
Yandex is a multinational technology company that provides internet-related services and operates a search engine platform in Russia.,21,21,21,21,21,21
"Grindr is a location-based social application for gay, bi, trans, queer people and other members of the LGBT community.",25,25,25,25,25,25
Pioneering the New Era of Metaverse Collectibles with Augmented Reality NFTs Autographed by Legendary Athletes &amp; Entertainers,19,19,19,19,19,19
StartEngine is an equity crowdfunding platform that allows everyday people to invest and own shares in startups and early-stage companies.,23,23,23,23,23,23
Novo Nordisk is a global healthcare company with more than 90 years of innovation and leadership in diabetes care.,20,20,20,20,20,20
IP Group is an IP commercialization company specializing in evolving great ideas into world-changing businesses.,18,18,18,18,18,18
"Navi is a Bengaluru-based firm helping build consumer-centric businesses in the BFSI (Banking, Financial Services &amp; Insurance) space.",28,28,28,28,28,28
Octane offers access to instant financing to fuel their customers lifestyle.,12,12,12,12,12,12
54gene is a healthcare startup that offers a genetics testing platform.,12,12,12,12,12,12
"Jupiter is a digital banking app that offers smart insights based on your spending, and provides features to make sense of your finances.",25,25,25,25,25,25
"Xero is a suite of online accounting software for small businesses, accountants, and bookkeepers.",17,17,17,17,17,17
Tripadvisor is the largest travel guidance platform.,8,8,8,8,8,8
"Cera is a digital-first home healthcare company that delivers care, nursing, telehealth, and repeat prescriptions.",21,21,21,21,21,21
"Pinduoduo is an e-commerce platform that allows users to participate in group buying deals, mostly through Tencent’s Wechat app.",24,24,24,24,24,24
Regal is a software development company that provides an outbound phone and SMS sales solution.,16,16,16,16,16,16
"ClassDojo is a school communication platform that teachers, students, and families use to build close-knit communities.",21,21,21,21,21,21
Cashflo is a finance startup that offers finance automation tools for corporates and SMEs.,15,15,15,15,15,15
Humana creates innovative solutions and resources that help people with their healthcare needs.,14,14,14,14,14,14
Fi.Money is a neobank that provides a financial app with a zero-balance savings account.,19,19,19,19,19,19
DraftKings provides online daily and weekly fantasy sports contests for cash prizes in major sports.,16,16,16,16,16,16
Kobalt is a music artist management company that offers alternatives to traditional music business models.,16,16,16,16,16,16
ZestMoney is a fintech company that uses digital EMI without the need for a credit card or a credit score.,21,21,21,21,21,21
Planted is a food processing company that specializes in plant-based meals.,14,14,14,14,14,14
Orna Therapeutics is a biotechnology company that specializes in fully engineered circular RNA therapeutics to treat various diseases.,19,19,19,19,19,19
"Hello Alice is a free multi-channel platform that guides owners by providing funding, networks, and services.",21,21,21,21,21,21
Carbon Direct combines scientific expertise and financial capital to scale carbon removal and utilization into a major global industry.,20,20,20,20,20,20
Phyllo provides economy-focused data infrastructure that connects with every creator platform.,14,14,14,14,14,14
Niantic builds augmented reality platforms with mapping and security for current and future generations of AR hardware.,18,18,18,18,18,18
Nreal is a developer of ready-to-wear mixed reality glasses.,14,14,14,14,14,14
Bigspoon is a cloud kitchen startup that has an omnichannel approach to ordering and delivery.,16,16,16,16,16,16
monday.com is a work operating system where organizations of any size can create processes to manage every aspect of their work.,22,22,22,22,22,22
Roofstock is an online marketplace for investing in leased single-family rental homes.,15,15,15,15,15,15
Zip is an online payments technology provider that offers consumers credit options for online shopping.,16,16,16,16,16,16
"Box is an online file sharing and cloud content management service offering unlimited storage, custom branding, and administrative controls.",22,22,22,22,22,22
Jar is an investment tech startup that allows users to save money and invest in digital gold.,18,18,18,18,18,18
Morse Micro is a semiconductor startup developing Wi-Fi HaLow / 802.11ah chips for the Internet of Things (IoT) market.,24,24,24,24,24,24
Berkshire Hathaway is a multinational conglomerate holding company.,9,9,9,9,9,9
"GoTo Group offers an application used for ride-hailing, food delivery, and other services.",18,18,18,18,18,18
ChargePoint develops and manufactures technology for their network of electrical vehicle charging stations.,14,14,14,14,14,14
UpHonest Capital is an international venture capital firm that specializes in providing investment capital to early-stage startups.,20,20,20,20,20,20
Lumafield is an accessible X-ray CT platform that gives engineers better insights into product development and manufacturing.,20,20,20,20,20,20
"TAC Security is a global leader in vulnerability management that protects Fortune 500 companies, large enterprises &amp; governments globally.",23,23,23,23,23,23
"98point6 is a digital primary care service that provides personalized consultation, diagnosis, and treatment to patients.",19,19,19,19,19,19
"H2 Green Steel is a producer of green steel, which involves the use of less carbon dioxide emissions compared to traditional steelmaking.",24,24,24,24,24,24
Abridge is a medical conversation AI startup that offers an audio-based system to record and summarize medical conversations.,21,21,21,21,21,21
Open is a neo-banking platform for SMEs and startups that enables businesses to manage their finances effectively.,20,20,20,20,20,20
