Text,Noun,Number of Nouns,Verb,Number of Verbs,Adjective,Number of Adjectives
"The top 10,000 companies and startups in Southern US, by Crunchbase rank.","[companies, startups, rank]",3,[],0,[top],1
"The top 10,000 companies and startups in Southern US with fewer than 1000 employees, by Crunchbase rank.","[companies, startups, employees, rank]",4,[],0,"[top, Southern, fewer]",3
"The top 10,000 companies and startups in the manufacturing space with less than $10m in revenue, by Crunchbase rank.","[companies, startups, manufacturing, space, m, revenue, rank]",7,[],0,"[top, less]",2
"The top 10,000 companies and startups in United States with more than $10m in revenue, by Crunchbase rank.","[companies, startups, m, revenue, rank]",5,[],0,"[top, more]",2
"The top 10,000 companies and startups in Southern US with less than $50m in revenue, by Crunchbase rank.","[companies, startups, m, revenue, rank]",5,[],0,"[top, Southern, less]",3
"The top 10,000 companies and startups in East Coast with more than 10 employees, by Crunchbase rank.","[companies, startups, employees, rank]",4,[],0,"[top, more]",2
Venture capital investors that made investments in companies headquartered in Europe.,"[capital, investors, investments, companies]",4,"[made, headquartered]",2,[],0
Companies and startups in the dental space with more than $1m in revenue.,"[Companies, startups, space, m, revenue]",5,[],0,"[dental, more]",2
"The top 10,000 private companies and startups in East Coast, by Crunchbase rank.","[companies, startups, rank]",3,[],0,"[top, private]",2
"The top 10,000 companies and startups in East Coast, by Crunchbase rank.","[companies, startups, rank]",3,[],0,[top],1
"The top 10,000 companies and startups in the manufacturing space with fewer than 100 employees, by Crunchbase rank.","[companies, startups, manufacturing, space, employees, rank]",6,[],0,"[top, fewer]",2
"The top 10,000 companies and startups in United States with more than 100 employees, by Crunchbase rank.","[companies, startups, employees, rank]",4,[],0,"[top, more]",2
"The top 10,000 companies and startups in East Coast with fewer than 1000 employees, by Crunchbase rank.","[companies, startups, employees, rank]",4,[],0,"[top, fewer]",2
Venture capital investors that made investments in companies headquartered in East Coast.,"[capital, investors, investments, companies]",4,"[made, headquartered]",2,[],0
"The top 10,000 companies and startups in East Coast with less than $1b in revenue, by Crunchbase rank.","[companies, startups, revenue, rank]",4,[],0,"[top, less]",2
"The top 10,000 companies and startups in East Coast with less than $500m in revenue, by Crunchbase rank.","[companies, startups, m, revenue, rank]",5,[],0,"[top, less]",2
"The top 10,000 companies and startups in the real estate space with more than $1m in revenue, by Crunchbase rank.","[companies, startups, estate, space, m, revenue, rank]",7,[],0,"[top, real, more]",3
"The top 10,000 companies and startups in Great Lakes with more than $1m in revenue, by Crunchbase rank.","[companies, startups, m, revenue, rank]",5,[],0,"[top, more]",2
"The top 10,000 companies and startups in the industrial space with more than $1m in revenue, by Crunchbase rank.","[companies, startups, space, m, revenue, rank]",6,[],0,"[top, industrial, more]",3
"The top 10,000 companies and startups in East Coast with less than $50m in revenue, by Crunchbase rank.","[companies, startups, m, revenue, rank]",5,[],0,"[top, less]",2
Venture capital investors that made investments in companies headquartered in Northeastern US.,"[capital, investors, investments, companies]",4,"[made, headquartered]",2,[],0
"The top 10,000 companies and startups in the health care space with more than $1m in revenue, by Crunchbase rank.","[companies, startups, health, care, space, m, revenue, rank]",8,[],0,"[top, more]",2
Venture capital investors that made investments in companies headquartered in United States.,"[capital, investors, investments, companies]",4,"[made, headquartered]",2,[],0
"The top 10,000 companies and startups in Midwestern US with more than $1m in revenue, by Crunchbase rank.","[companies, startups, m, revenue, rank]",5,[],0,"[top, more]",2
"The top 10,000 companies and startups in Southern US with fewer than 100 employees, by Crunchbase rank.","[companies, startups, employees, rank]",4,[],0,"[top, Southern, fewer]",3
"The top 10,000 companies and startups in Southern US with less than $10m in revenue, by Crunchbase rank.","[companies, startups, m, revenue, rank]",5,[],0,"[top, Southern, less]",3
"The top 10,000 companies and startups in Western US with more than $1m in revenue, by Crunchbase rank.","[companies, startups, m, revenue, rank]",5,[],0,"[top, Western, more]",3
"The top 10,000 companies and startups in the property management space with more than $1m in revenue, by Crunchbase rank.","[companies, startups, property, management, space, m, revenue, rank]",8,[],0,"[top, more]",2
"The top 10,000 companies and startups in United States in the health care space, by Crunchbase rank.","[companies, startups, health, care, space, rank]",6,[],0,[top],1
"The top 10,000 companies and startups in the manufacturing space with more than 50 employees, by Crunchbase rank.","[companies, startups, manufacturing, space, employees, rank]",6,[],0,"[top, more]",2
"The top 10,000 companies and startups in the manufacturing space with fewer than 50 employees, by Crunchbase rank.","[companies, startups, manufacturing, space, employees, rank]",6,[],0,"[top, fewer]",2
"The top 10,000 companies and startups in Midwestern US with more than 10 employees, by Crunchbase rank.","[companies, startups, employees, rank]",4,[],0,"[top, more]",2
"The top 10,000 companies and startups in Great Lakes with more than 10 employees, by Crunchbase rank.","[companies, startups, employees, rank]",4,[],0,"[top, more]",2
"The top 10,000 companies and startups in Southern US with fewer than 50 employees, by Crunchbase rank.","[companies, startups, employees, rank]",4,[],0,"[top, Southern, fewer]",3
"The top 10,000 companies and startups in the manufacturing space with more than $10m in revenue, by Crunchbase rank.","[companies, startups, manufacturing, space, m, revenue, rank]",7,[],0,"[top, more]",2
"The top 10,000 companies and startups in Great Lakes with less than $1b in revenue, by Crunchbase rank.","[companies, startups, revenue, rank]",4,[],0,"[top, less]",2
"The top 10,000 companies and startups in Great Lakes with less than $500m in revenue, by Crunchbase rank.","[companies, startups, m, revenue, rank]",5,[],0,"[top, less]",2
"The top 10,000 companies and startups in East Coast with fewer than 100 employees, by Crunchbase rank.","[companies, startups, employees, rank]",4,[],0,"[top, fewer]",2
"The top 10,000 companies and startups in the industrial space with less than $1b in revenue, by Crunchbase rank.","[companies, startups, space, revenue, rank]",5,[],0,"[top, industrial, less]",3
Venture capital investors that made investments in companies headquartered in Western US.,"[capital, investors, investments, companies]",4,"[made, headquartered]",2,[],0
"The top 10,000 companies and startups in the industrial space with less than $500m in revenue, by Crunchbase rank.","[companies, startups, space, m, revenue, rank]",6,[],0,"[top, industrial, less]",3
"The top 10,000 companies and startups in the industrial space with more than 10 employees, by Crunchbase rank.","[companies, startups, space, employees, rank]",5,[],0,"[top, industrial, more]",3
"The top 10,000 companies and startups in the real estate space with less than $1b in revenue, by Crunchbase rank.","[companies, startups, estate, space, revenue, rank]",6,[],0,"[top, real, less]",3
Venture capital investors that made investments in companies headquartered in West Coast.,"[capital, investors, investments, companies]",4,"[made, headquartered]",2,[],0
"The top 10,000 companies and startups in the real estate space with less than $500m in revenue, by Crunchbase rank.","[companies, startups, estate, space, m, revenue, rank]",7,[],0,"[top, real, less]",3
"The top 10,000 private companies and startups in Western US, by Crunchbase rank.","[companies, startups, rank]",3,[],0,"[top, private]",2
"The top 10,000 companies and startups in Western US, by Crunchbase rank.","[companies, startups, rank]",3,[],0,[top],1
"The top 10,000 companies and startups in Midwestern US with less than $1b in revenue, by Crunchbase rank.","[companies, startups, revenue, rank]",4,[],0,"[top, less]",2
Venture capital investors that made investments in companies headquartered in California.,"[capital, investors, investments, companies]",4,"[made, headquartered]",2,[],0
"The top 10,000 companies and startups in Midwestern US with fewer than 1000 employees, by Crunchbase rank.","[companies, startups, employees, rank]",4,[],0,"[top, fewer]",2
"The top 10,000 companies and startups in Midwestern US with less than $500m in revenue, by Crunchbase rank.","[companies, startups, m, revenue, rank]",5,[],0,"[top, less]",2
"The top 10,000 private companies and startups in Midwestern US, by Crunchbase rank.","[companies, startups, rank]",3,[],0,"[top, private]",2
"The top 10,000 companies and startups in Southern US in the manufacturing space, by Crunchbase rank.","[companies, startups, manufacturing, space, rank]",5,[],0,[top],1
"The top 10,000 companies and startups in Midwestern US, by Crunchbase rank.","[companies, startups, rank]",3,[],0,[top],1
"The top 10,000 private companies and startups in Great Lakes, by Crunchbase rank.","[companies, startups, rank]",3,[],0,"[top, private]",2
"The top 10,000 companies and startups in the real estate space with less than $50m in revenue, by Crunchbase rank.","[companies, startups, estate, space, m, revenue, rank]",7,[],0,"[top, real, less]",3
"The top 10,000 companies and startups in the industrial space with less than $50m in revenue, by Crunchbase rank.","[companies, startups, space, m, revenue, rank]",6,[],0,"[top, industrial, less]",3
"The top 10,000 companies and startups in Great Lakes, by Crunchbase rank.","[companies, startups, rank]",3,[],0,[top],1
"The top 10,000 companies and startups in the real estate space with more than 10 employees, by Crunchbase rank.","[companies, startups, estate, space, employees, rank]",6,[],0,"[top, real, more]",3
Private equity firms that made investments in companies headquartered in Massachusetts.,"[equity, firms, investments, companies]",4,"[made, headquartered]",2,[Private],1
"The top 10,000 companies and startups in Great Lakes with fewer than 1000 employees, by Crunchbase rank.","[companies, startups, employees, rank]",4,[],0,"[top, fewer]",2
"The top 10,000 companies and startups in Great Lakes with less than $50m in revenue, by Crunchbase rank.","[companies, startups, m, revenue, rank]",5,[],0,"[top, less]",2
"The top 10,000 companies and startups in the real estate space with fewer than 1000 employees, by Crunchbase rank.","[companies, startups, estate, space, employees, rank]",6,[],0,"[top, real, fewer]",3
"The top 10,000 companies and startups in Western US with fewer than 1000 employees, by Crunchbase rank.","[companies, startups, employees, rank]",4,[],0,"[top, Western, fewer]",3
"The top 10,000 companies and startups in Western US with more than 10 employees, by Crunchbase rank.","[companies, startups, employees, rank]",4,[],0,"[top, Western, more]",3
Venture capital investors that made investments in companies headquartered in Greater New York Area.,"[capital, investors, investments, companies]",4,"[made, headquartered]",2,[],0
"The top 10,000 companies and startups in the health care space with less than $1b in revenue, by Crunchbase rank.","[companies, startups, health, care, space, revenue, rank]",7,[],0,"[top, less]",2
"The top 10,000 companies and startups in the health care space with less than $500m in revenue, by Crunchbase rank.","[companies, startups, health, care, space, m, revenue, rank]",8,[],0,"[top, less]",2
Private equity firms that made investments in companies headquartered in New England.,"[equity, firms, investments, companies]",4,"[made, headquartered]",2,[Private],1
"The top 10,000 companies and startups in Midwestern US with less than $50m in revenue, by Crunchbase rank.","[companies, startups, m, revenue, rank]",5,[],0,"[top, less]",2
"The top 10,000 companies and startups in the medical space with more than $1m in revenue, by Crunchbase rank.","[companies, startups, space, m, revenue, rank]",6,[],0,"[top, medical, more]",3
"The top 10,000 companies and startups in Western US with less than $1b in revenue, by Crunchbase rank.","[companies, startups, revenue, rank]",4,[],0,"[top, Western, less]",3
Venture capital investors that made investments in companies headquartered in United Kingdom.,"[capital, investors, investments, companies]",4,"[made, headquartered]",2,[],0
"The top 10,000 companies and startups in United States in the real estate space, by Crunchbase rank.","[companies, startups, estate, space, rank]",5,[],0,"[top, real]",2
"The top 10,000 companies and startups in Western US with less than $500m in revenue, by Crunchbase rank.","[companies, startups, m, revenue, rank]",5,[],0,"[top, Western, less]",3
"The top 10,000 companies and startups in United States in the medical space, by Crunchbase rank.","[companies, startups, space, rank]",4,[],0,"[top, medical]",2
"The top 10,000 companies and startups in the health care space with less than $50m in revenue, by Crunchbase rank.","[companies, startups, health, care, space, m, revenue, rank]",8,[],0,"[top, less]",2
"The top 10,000 companies and startups in the industrial space with fewer than 1000 employees, by Crunchbase rank.","[companies, startups, space, employees, rank]",5,[],0,"[top, industrial, fewer]",3
"The top 10,000 companies and startups in East Coast with less than $10m in revenue, by Crunchbase rank.","[companies, startups, m, revenue, rank]",5,[],0,"[top, less]",2
"The top 10,000 companies and startups in the health care space with fewer than 1000 employees, by Crunchbase rank.","[companies, startups, health, care, space, employees, rank]",7,[],0,"[top, fewer]",2
"The top 10,000 companies and startups in the real estate space, by Crunchbase rank.","[companies, startups, estate, space, rank]",5,[],0,"[top, real]",2
"Venture capital investors that made investments in companies headquartered in New York, New York.","[capital, investors, investments, companies]",4,"[made, headquartered]",2,[],0
"The top 10,000 companies and startups in East Coast with fewer than 50 employees, by Crunchbase rank.","[companies, startups, employees, rank]",4,[],0,"[top, fewer]",2
"The top 10,000 companies and startups in Western US with less than $50m in revenue, by Crunchbase rank.","[companies, startups, m, revenue, rank]",5,[],0,"[top, Western, less]",3
"The top 10,000 companies and startups in the property management space with fewer than 1000 employees, by Crunchbase rank.","[companies, startups, property, management, space, employees, rank]",7,[],0,"[top, fewer]",2
"The top 10,000 companies and startups in the health care space with more than 10 employees, by Crunchbase rank.","[companies, startups, health, care, space, employees, rank]",7,[],0,"[top, more]",2
"The top 10,000 companies and startups in the health care space, by Crunchbase rank.","[companies, startups, health, care, space, rank]",6,[],0,[top],1
Venture capital investors that made investments in companies headquartered in European Union (EU).,"[capital, investors, investments, companies]",4,"[made, headquartered]",2,[],0
"The top 10,000 companies and startups in the industrial space, by Crunchbase rank.","[companies, startups, space, rank]",4,[],0,"[top, industrial]",2
"The top 10,000 companies and startups in the property management space, by Crunchbase rank.","[companies, startups, property, management, space, rank]",6,[],0,[top],1
"The top 10,000 companies and startups in United States in the industrial space, by Crunchbase rank.","[companies, startups, space, rank]",4,[],0,"[top, industrial]",2
"The top 10,000 companies and startups in Southern US with more than 50 employees, by Crunchbase rank.","[companies, startups, employees, rank]",4,[],0,"[top, Southern, more]",3
"The top 10,000 companies and startups in the consulting space with more than $1m in revenue, by Crunchbase rank.","[companies, startups, consulting, space, m, revenue, rank]",7,[],0,"[top, more]",2
"The top 10,000 companies and startups in United States in the property management space, by Crunchbase rank.","[companies, startups, property, management, space, rank]",6,[],0,[top],1
"The top 10,000 companies and startups in the property management space with fewer than 100 employees, by Crunchbase rank.","[companies, startups, property, management, space, employees, rank]",7,[],0,"[top, fewer]",2
Venture capital investors that made investments in companies headquartered in San Francisco Bay Area.,"[capital, investors, investments, companies]",4,"[made, headquartered]",2,[],0
"The top 10,000 companies and startups in the property management space with less than $50m in revenue, by Crunchbase rank.","[companies, startups, property, management, space, m, revenue, rank]",8,[],0,"[top, less]",2
"The top 10,000 companies and startups in the property management space with less than $500m in revenue, by Crunchbase rank.","[companies, startups, property, management, space, m, revenue, rank]",8,[],0,"[top, less]",2
Private equity firms that made investments in companies headquartered in Greater Boston Area.,"[equity, firms, investments, companies]",4,"[made, headquartered]",2,[Private],1
Startups that were founded in 2022.,[Startups],1,[founded],1,[],0
"The top 10,000 companies and startups in the property management space with less than $1b in revenue, by Crunchbase rank.","[companies, startups, property, management, space, revenue, rank]",7,[],0,"[top, less]",2
"The top 10,000 companies and startups in the residential space with more than $1m in revenue, by Crunchbase rank.","[companies, startups, space, m, revenue, rank]",6,[],0,"[top, residential, more]",3
"The top 10,000 companies and startups in East Coast in the manufacturing space, by Crunchbase rank.","[companies, startups, manufacturing, space, rank]",5,[],0,[top],1
"The top 10,000 companies and startups in the health care space with less than $10m in revenue, by Crunchbase rank.","[companies, startups, health, care, space, m, revenue, rank]",8,[],0,"[top, less]",2
"The top 10,000 companies and startups in East Coast with more than 50 employees, by Crunchbase rank.","[companies, startups, employees, rank]",4,[],0,"[top, more]",2
Companies and startups in Georgia in the manufacturing space.,"[Companies, startups, manufacturing, space]",4,[],0,[],0
"The top 10,000 companies and startups in Northeastern US with more than $1m in revenue, by Crunchbase rank.","[companies, startups, m, revenue, rank]",5,[],0,"[top, more]",2
Venture capital investors that made investments in companies headquartered in Massachusetts.,"[capital, investors, investments, companies]",4,"[made, headquartered]",2,[],0
Venture capital investors that made investments in companies headquartered in New York.,"[capital, investors, investments, companies]",4,"[made, headquartered]",2,[],0
"The top 10,000 companies and startups in Western US with fewer than 100 employees, by Crunchbase rank.","[companies, startups, employees, rank]",4,[],0,"[top, Western, fewer]",3
"The top 10,000 companies and startups in the property management space with more than 10 employees, by Crunchbase rank.","[companies, startups, property, management, space, employees, rank]",7,[],0,"[top, more]",2
"The top 10,000 companies and startups in Europe with more than 10 employees, by Crunchbase rank.","[companies, startups, employees, rank]",4,[],0,"[top, more]",2
Venture capital investors that made investments in companies headquartered in New England.,"[capital, investors, investments, companies]",4,"[made, headquartered]",2,[],0
Venture capital investors that made investments in companies headquartered in Silicon Valley.,"[capital, investors, investments, companies]",4,"[made, headquartered]",2,[],0
"The top 10,000 companies and startups in the real estate space with fewer than 100 employees, by Crunchbase rank.","[companies, startups, estate, space, employees, rank]",6,[],0,"[top, real, fewer]",3
Venture capital investors that made investments in companies headquartered in Southern US.,"[capital, investors, investments, companies]",4,"[made, headquartered]",2,[],0
"The top 10,000 companies and startups in the real estate space with less than $10m in revenue, by Crunchbase rank.","[companies, startups, estate, space, m, revenue, rank]",7,[],0,"[top, real, less]",3
"The top 10,000 companies and startups with fewer than 10 employees, by Crunchbase rank.","[companies, startups, employees, rank]",4,[],0,"[top, fewer]",2
"The top 10,000 companies and startups in the industrial space with fewer than 100 employees, by Crunchbase rank.","[companies, startups, space, employees, rank]",5,[],0,"[top, industrial, fewer]",3
"The top 10,000 companies and startups in Northeastern US with more than 10 employees, by Crunchbase rank.","[companies, startups, employees, rank]",4,[],0,"[top, more]",2
"The top 10,000 companies and startups in the property management space with fewer than 50 employees, by Crunchbase rank.","[companies, startups, property, management, space, employees, rank]",7,[],0,"[top, fewer]",2
Companies and startups in Europe in the web apps space.,"[Companies, startups, web, apps, space]",5,[],0,[],0
"The top 10,000 companies and startups in the health care space with fewer than 100 employees, by Crunchbase rank.","[companies, startups, health, care, space, employees, rank]",7,[],0,"[top, fewer]",2
"The top 10,000 companies and startups in the manufacturing space with more than 100 employees, by Crunchbase rank.","[companies, startups, manufacturing, space, employees, rank]",6,[],0,"[top, more]",2
"The top 10,000 companies and startups in Southern US with more than $10m in revenue, by Crunchbase rank.","[companies, startups, m, revenue, rank]",5,[],0,"[top, Southern, more]",3
"The top 10,000 private companies and startups in Northeastern US, by Crunchbase rank.","[companies, startups, rank]",3,[],0,"[top, private]",2
"The top 10,000 companies and startups in Northeastern US, by Crunchbase rank.","[companies, startups, rank]",3,[],0,[top],1
"The top 10,000 companies and startups in West Coast with more than $1m in revenue, by Crunchbase rank.","[companies, startups, m, revenue, rank]",5,[],0,"[top, more]",2
"The top 10,000 companies and startups in the property management space with less than $10m in revenue, by Crunchbase rank.","[companies, startups, property, management, space, m, revenue, rank]",8,[],0,"[top, less]",2
"The top 10,000 companies and startups in Midwestern US with fewer than 100 employees, by Crunchbase rank.","[companies, startups, employees, rank]",4,[],0,"[top, fewer]",2
Venture capital investors that made investments in companies headquartered in Greater Los Angeles Area.,"[capital, investors, investments, companies]",4,"[made, headquartered]",2,[],0
"The top 10,000 companies and startups in Europe, by Crunchbase rank.","[companies, startups, rank]",3,[],0,[top],1
Venture capital investors that made investments in companies headquartered in Greater Boston Area.,"[capital, investors, investments, companies]",4,"[made, headquartered]",2,[],0
"The top 10,000 private companies and startups in Europe, by Crunchbase rank.","[companies, startups, rank]",3,[],0,"[top, private]",2
"The top 10,000 companies and startups in the medical space with less than $1b in revenue, by Crunchbase rank.","[companies, startups, space, revenue, rank]",5,[],0,"[top, medical, less]",3
"The top 10,000 companies and startups in the medical space with less than $500m in revenue, by Crunchbase rank.","[companies, startups, space, m, revenue, rank]",6,[],0,"[top, medical, less]",3
"The top 10,000 companies and startups in the consulting space with more than 10 employees, by Crunchbase rank.","[companies, startups, consulting, space, employees, rank]",6,[],0,"[top, more]",2
"The top 10,000 companies and startups in Great Lakes with fewer than 100 employees, by Crunchbase rank.","[companies, startups, employees, rank]",4,[],0,"[top, fewer]",2
"The top 10,000 companies and startups in Northeastern US with fewer than 1000 employees, by Crunchbase rank.","[companies, startups, employees, rank]",4,[],0,"[top, fewer]",2
Private equity firms that made investments in companies headquartered in Northeastern US.,"[equity, firms, investments, companies]",4,"[made, headquartered]",2,[Private],1
"The top 10,000 companies and startups in the medical space with less than $50m in revenue, by Crunchbase rank.","[companies, startups, space, m, revenue, rank]",6,[],0,"[top, medical, less]",3
"The top 10,000 companies and startups in West Coast, by Crunchbase rank.","[companies, startups, rank]",3,[],0,[top],1
"The top 10,000 private companies and startups in West Coast, by Crunchbase rank.","[companies, startups, rank]",3,[],0,"[top, private]",2
"The top 10,000 companies and startups in the commercial space with more than $1m in revenue, by Crunchbase rank.","[companies, startups, space, m, revenue, rank]",6,[],0,"[top, commercial, more]",3
"The top 10,000 companies and startups in Western US with less than $10m in revenue, by Crunchbase rank.","[companies, startups, m, revenue, rank]",5,[],0,"[top, Western, less]",3
Private equity firms that made investments in companies headquartered in East Coast.,"[equity, firms, investments, companies]",4,"[made, headquartered]",2,[Private],1
"The top 10,000 companies and startups in Western US with fewer than 50 employees, by Crunchbase rank.","[companies, startups, employees, rank]",4,[],0,"[top, Western, fewer]",3
"The top 10,000 companies and startups in Great Lakes with less than $10m in revenue, by Crunchbase rank.","[companies, startups, m, revenue, rank]",5,[],0,"[top, less]",2
"The top 10,000 companies and startups in Europe with fewer than 1000 employees, by Crunchbase rank.","[companies, startups, employees, rank]",4,[],0,"[top, fewer]",2
"The top 10,000 companies and startups in the real estate space with fewer than 50 employees, by Crunchbase rank.","[companies, startups, estate, space, employees, rank]",6,[],0,"[top, real, fewer]",3
"The top 10,000 companies and startups in the consulting space with fewer than 1000 employees, by Crunchbase rank.","[companies, startups, consulting, space, employees, rank]",6,[],0,"[top, fewer]",2
"The top 10,000 companies and startups in Northeastern US with less than $1b in revenue, by Crunchbase rank.","[companies, startups, revenue, rank]",4,[],0,"[top, less]",2
"The top 10,000 companies and startups in Northeastern US with less than $500m in revenue, by Crunchbase rank.","[companies, startups, m, revenue, rank]",5,[],0,"[top, less]",2
"The top 10,000 companies and startups in the medical space with fewer than 1000 employees, by Crunchbase rank.","[companies, startups, space, employees, rank]",5,[],0,"[top, medical, fewer]",3
"The top 10,000 companies and startups in West Coast with fewer than 1000 employees, by Crunchbase rank.","[companies, startups, employees, rank]",4,[],0,"[top, fewer]",2
"The top 10,000 companies and startups in Southern US with more than 100 employees, by Crunchbase rank.","[companies, startups, employees, rank]",4,[],0,"[top, Southern, more]",3
"The top 10,000 companies and startups in the health care space with fewer than 50 employees, by Crunchbase rank.","[companies, startups, health, care, space, employees, rank]",7,[],0,"[top, fewer]",2
"The top 10,000 companies and startups in United States with fewer than 10 employees, by Crunchbase rank.","[companies, startups, employees, rank]",4,[],0,"[top, fewer]",2
"The top 10,000 companies and startups in West Coast with more than 10 employees, by Crunchbase rank.","[companies, startups, employees, rank]",4,[],0,"[top, more]",2
"The top 10,000 companies and startups in East Coast with more than $10m in revenue, by Crunchbase rank.","[companies, startups, m, revenue, rank]",5,[],0,"[top, more]",2
"The top 10,000 companies and startups in Midwestern US with less than $10m in revenue, by Crunchbase rank.","[companies, startups, m, revenue, rank]",5,[],0,"[top, less]",2
"The top 10,000 companies and startups in the consulting space, by Crunchbase rank.","[companies, startups, consulting, space, rank]",5,[],0,[top],1
"The top 10,000 companies and startups in the industrial space with less than $10m in revenue, by Crunchbase rank.","[companies, startups, space, m, revenue, rank]",6,[],0,"[top, industrial, less]",3
