Text,Noun,Number of Nouns,Verb,Number of Verbs,Adjective,Number of Adjectives
Southern US Companies With Fewer Than 1000 Employees (Top 10K),"[Companies, Employees]",2,[],0,"[Southern, Fewer]",2
Manufacturing Companies With Less Than $10M in Revenue (Top 10K),[Companies],1,[Manufacturing],1,[Less],1
United States Companies With More Than $10M in Revenue (Top 10K),[],0,[],0,[More],1
Southern US Companies With Less Than $50M in Revenue (Top 10K),[Companies],1,[],0,"[Southern, Less]",2
East Coast Companies With More Than 10 Employees (Top 10K),[Employees],1,[],0,[More],1
Venture Capital Investors with Investments in Europe,[],0,[],0,[],0
Dental Companies With More Than $1M in Revenue,"[Companies, Revenue]",2,[],0,"[Dental, More]",2
Private East Coast Companies (Top 10K),[],0,[],0,[],0
East Coast Companies (Top 10K),[],0,[],0,[],0
Manufacturing Companies With Fewer Than 100 Employees (Top 10K),"[Companies, Employees]",2,[Manufacturing],1,[Fewer],1
United States Companies With More Than 100 Employees (Top 10K),[Employees],1,[],0,[More],1
East Coast Companies With Fewer Than 1000 Employees (Top 10K),[Employees],1,[],0,[Fewer],1
Venture Capital Investors with Investments in East Coast,[],0,[],0,[],0
East Coast Companies With Less Than $1B in Revenue (Top 10K),[1B],1,[],0,[Less],1
East Coast Companies With Less Than $500M in Revenue (Top 10K),[],0,[],0,[Less],1
Real Estate Companies With More Than $1M in Revenue (Top 10K),[Companies],1,[],0,"[Real, More]",2
Great Lakes Companies With More Than $1M in Revenue (Top 10K),[],0,[],0,[More],1
Industrial Companies With More Than $1M in Revenue (Top 10K),[],0,[],0,[More],1
East Coast Companies With Less Than $50M in Revenue (Top 10K),[],0,[],0,[Less],1
Venture Capital Investors with Investments in Northeastern US,[],0,[],0,[],0
Health Care Companies With More Than $1M in Revenue (Top 10K),[Companies],1,[],0,[More],1
Venture Capital Investors with Investments in United States,[],0,[],0,[],0
Midwestern US Companies With More Than $1M in Revenue (Top 10K),[Companies],1,[],0,"[Midwestern, More]",2
Southern US Companies With Fewer Than 100 Employees (Top 10K),"[Companies, Employees]",2,[],0,"[Southern, Fewer]",2
Southern US Companies With Less Than $10M in Revenue (Top 10K),[Companies],1,[],0,"[Southern, Less]",2
Western US Companies With More Than $1M in Revenue (Top 10K),[Companies],1,[],0,"[Western, More]",2
Property Management Companies With More Than $1M in Revenue (Top 10K),[Companies],1,[],0,[More],1
United States Health Care Companies (Top 10K),[],0,[],0,[],0
Manufacturing Companies With More Than 50 Employees (Top 10K),"[Companies, Employees]",2,[Manufacturing],1,[More],1
Manufacturing Companies With Fewer Than 50 Employees (Top 10K),"[Companies, Employees]",2,[Manufacturing],1,[Fewer],1
Midwestern US Companies With More Than 10 Employees (Top 10K),"[Companies, Employees]",2,[],0,"[Midwestern, More]",2
Great Lakes Companies With More Than 10 Employees (Top 10K),[Employees],1,[],0,[More],1
Southern US Companies With Fewer Than 50 Employees (Top 10K),"[Companies, Employees]",2,[],0,"[Southern, Fewer]",2
Manufacturing Companies With More Than $10M in Revenue (Top 10K),[Companies],1,[Manufacturing],1,[More],1
Great Lakes Companies With Less Than $1B in Revenue (Top 10K),[1B],1,[],0,[Less],1
Great Lakes Companies With Less Than $500M in Revenue (Top 10K),[],0,[],0,[Less],1
East Coast Companies With Fewer Than 100 Employees (Top 10K),[Employees],1,[],0,[Fewer],1
Industrial Companies With Less Than $1B in Revenue (Top 10K),[1B],1,[],0,[Less],1
Venture Capital Investors with Investments in Western US,[],0,[],0,[],0
Industrial Companies With Less Than $500M in Revenue (Top 10K),[],0,[],0,[Less],1
Industrial Companies With More Than 10 Employees (Top 10K),[Employees],1,[],0,[More],1
Real Estate Companies With Less Than $1B in Revenue (Top 10K),"[Companies, 1B]",2,[],0,"[Real, Less]",2
Venture Capital Investors with Investments in West Coast,[],0,[],0,[],0
Real Estate Companies With Less Than $500M in Revenue (Top 10K),[Companies],1,[],0,"[Real, Less]",2
Private Western US Companies (Top 10K),[],0,[],0,"[Private, Western]",2
Western US Companies (Top 10K),[],0,[],0,[Western],1
Midwestern US Companies With Less Than $1B in Revenue (Top 10K),"[Companies, 1B]",2,[],0,"[Midwestern, Less]",2
Venture Capital Investors with Investments in California,[],0,[],0,[],0
Midwestern US Companies With Fewer Than 1000 Employees (Top 10K),"[Companies, Employees]",2,[],0,"[Midwestern, Fewer]",2
Midwestern US Companies With Less Than $500M in Revenue (Top 10K),[Companies],1,[],0,"[Midwestern, Less]",2
Private Midwestern US Companies (Top 10K),[],0,[],0,"[Private, Midwestern]",2
Southern US Manufacturing Companies (Top 10K),[],0,[],0,[Southern],1
Midwestern US Companies (Top 10K),[Companies],1,[],0,[Midwestern],1
Private Great Lakes Companies (Top 10K),[],0,[],0,[Private],1
Real Estate Companies With Less Than $50M in Revenue (Top 10K),[Companies],1,[],0,"[Real, Less]",2
Industrial Companies With Less Than $50M in Revenue (Top 10K),[],0,[],0,[Less],1
Great Lakes Companies (Top 10K),[],0,[],0,[],0
Real Estate Companies With More Than 10 Employees (Top 10K),"[Companies, Employees]",2,[],0,"[Real, More]",2
Private Equity Firms with Investments in Massachusetts,[],0,[],0,[],0
Great Lakes Companies With Fewer Than 1000 Employees (Top 10K),[Employees],1,[],0,[Fewer],1
Great Lakes Companies With Less Than $50M in Revenue (Top 10K),[],0,[],0,[Less],1
Real Estate Companies With Fewer Than 1000 Employees (Top 10K),[Employees],1,[],0,"[Real, Fewer]",2
Western US Companies With Fewer Than 1000 Employees (Top 10K),"[Companies, Employees]",2,[],0,"[Western, Fewer]",2
Western US Companies With More Than 10 Employees (Top 10K),"[Companies, Employees]",2,[],0,"[Western, More]",2
Venture Capital Investors with Investments in Greater New York Area,[],0,[],0,[],0
Health Care Companies With Less Than $1B in Revenue (Top 10K),"[Companies, 1B]",2,[],0,[Less],1
Health Care Companies With Less Than $500M in Revenue (Top 10K),[Companies],1,[],0,[Less],1
Private Equity Firms with Investments in New England,[],0,[],0,[],0
Midwestern US Companies With Less Than $50M in Revenue (Top 10K),[Companies],1,[],0,"[Midwestern, Less]",2
Medical Companies With More Than $1M in Revenue (Top 10K),[],0,[],0,[More],1
Western US Companies With Less Than $1B in Revenue (Top 10K),"[Companies, 1B]",2,[],0,"[Western, Less]",2
Venture Capital Investors with Investments in United Kingdom,[],0,[],0,[],0
United States Real Estate Companies (Top 10K),[],0,[],0,[],0
Western US Companies With Less Than $500M in Revenue (Top 10K),[Companies],1,[],0,"[Western, Less]",2
United States Medical Companies (Top 10K),[],0,[],0,[],0
Health Care Companies With Less Than $50M in Revenue (Top 10K),[Companies],1,[],0,[Less],1
Industrial Companies With Fewer Than 1000 Employees (Top 10K),[Employees],1,[],0,[Fewer],1
East Coast Companies With Less Than $10M in Revenue (Top 10K),[],0,[],0,[Less],1
Health Care Companies With Fewer Than 1000 Employees (Top 10K),[Employees],1,[],0,[Fewer],1
Real Estate Companies (Top 10K),[],0,[],0,[Real],1
"Venture Capital Investors with Investments in New York, New York",[],0,[],0,[],0
East Coast Companies With Fewer Than 50 Employees (Top 10K),[Employees],1,[],0,[Fewer],1
Western US Companies With Less Than $50M in Revenue (Top 10K),[Companies],1,[],0,"[Western, Less]",2
Property Management Companies With Fewer Than 1000 Employees (Top 10K),"[Companies, Employees]",2,[],0,[Fewer],1
Health Care Companies With More Than 10 Employees (Top 10K),"[Companies, Employees]",2,[],0,[More],1
Health Care Companies (Top 10K),[],0,[],0,[],0
Venture Capital Investors with Investments in European Union (EU),[],0,[],0,[],0
Industrial Companies (Top 10K),[],0,[],0,[],0
Property Management Companies (Top 10K),[],0,[],0,[],0
United States Industrial Companies (Top 10K),[],0,[],0,[],0
Southern US Companies With More Than 50 Employees (Top 10K),"[Companies, Employees]",2,[],0,"[Southern, More]",2
Consulting Companies With More Than $1M in Revenue (Top 10K),[Companies],1,[Consulting],1,[More],1
United States Property Management Companies (Top 10K),[],0,[],0,[],0
Property Management Companies With Fewer Than 100 Employees (Top 10K),"[Companies, Employees]",2,[],0,[Fewer],1
Venture Capital Investors with Investments in San Francisco Bay Area,[Area],1,[],0,[],0
Property Management Companies With Less Than $50M in Revenue (Top 10K),[Companies],1,[],0,[Less],1
Property Management Companies With Less Than $500M in Revenue (Top 10K),[Companies],1,[],0,[Less],1
Private Equity Firms with Investments in Greater Boston Area,[Investments],1,[],0,[],0
Startups Founded in 2022,[Startups],1,[Founded],1,[],0
Property Management Companies With Less Than $1B in Revenue (Top 10K),"[Companies, 1B]",2,[],0,[Less],1
Residential Companies With More Than $1M in Revenue (Top 10K),[Companies],1,[],0,"[Residential, More]",2
East Coast Manufacturing Companies (Top 10K),[],0,[],0,[],0
Health Care Companies With Less Than $10M in Revenue (Top 10K),[Companies],1,[],0,[Less],1
East Coast Companies With More Than 50 Employees (Top 10K),[Employees],1,[],0,[More],1
Georgia Manufacturing Companies,[Companies],1,[],0,[],0
Northeastern US Companies With More Than $1M in Revenue (Top 10K),[Companies],1,[],0,"[Northeastern, More]",2
Venture Capital Investors with Investments in Massachusetts,[],0,[],0,[],0
Venture Capital Investors with Investments in New York,[],0,[],0,[],0
Western US Companies With Fewer Than 100 Employees (Top 10K),"[Companies, Employees]",2,[],0,"[Western, Fewer]",2
Property Management Companies With More Than 10 Employees (Top 10K),"[Companies, Employees]",2,[],0,[More],1
Europe Companies With More Than 10 Employees (Top 10K),"[Companies, Employees]",2,[],0,[More],1
Venture Capital Investors with Investments in New England,[],0,[],0,[],0
Venture Capital Investors with Investments in Silicon Valley,[],0,[],0,[],0
Real Estate Companies With Fewer Than 100 Employees (Top 10K),[Employees],1,[],0,"[Real, Fewer]",2
Venture Capital Investors with Investments in Southern US,[],0,[],0,[],0
Real Estate Companies With Less Than $10M in Revenue (Top 10K),[Companies],1,[],0,"[Real, Less]",2
Companies With Fewer Than 10 Employees (Top 10K),"[Companies, Employees]",2,[],0,[Fewer],1
Industrial Companies With Fewer Than 100 Employees (Top 10K),[Employees],1,[],0,[Fewer],1
Northeastern US Companies With More Than 10 Employees (Top 10K),"[Companies, Employees]",2,[],0,"[Northeastern, More]",2
Property Management Companies With Fewer Than 50 Employees (Top 10K),"[Companies, Employees]",2,[],0,[Fewer],1
Europe Web Apps Companies,"[Web, Companies]",2,[],0,[],0
Health Care Companies With Fewer Than 100 Employees (Top 10K),[Employees],1,[],0,[Fewer],1
Manufacturing Companies With More Than 100 Employees (Top 10K),"[Companies, Employees]",2,[Manufacturing],1,[More],1
Southern US Companies With More Than $10M in Revenue (Top 10K),[Companies],1,[],0,"[Southern, More]",2
Private Northeastern US Companies (Top 10K),[],0,[],0,[Private],1
Northeastern US Companies (Top 10K),[],0,[],0,[Northeastern],1
West Coast Companies With More Than $1M in Revenue (Top 10K),[],0,[],0,[More],1
Property Management Companies With Less Than $10M in Revenue (Top 10K),[Companies],1,[],0,[Less],1
Midwestern US Companies With Fewer Than 100 Employees (Top 10K),"[Companies, Employees]",2,[],0,"[Midwestern, Fewer]",2
Venture Capital Investors with Investments in Greater Los Angeles Area,[],0,[],0,[],0
Europe Companies (Top 10K),[],0,[],0,[],0
Venture Capital Investors with Investments in Greater Boston Area,[],0,[],0,[],0
Private Europe Companies (Top 10K),[],0,[],0,[],0
Medical Companies With Less Than $1B in Revenue (Top 10K),[1B],1,[],0,[Less],1
Medical Companies With Less Than $500M in Revenue (Top 10K),[],0,[],0,[Less],1
Consulting Companies With More Than 10 Employees (Top 10K),"[Companies, Employees]",2,[Consulting],1,[More],1
Great Lakes Companies With Fewer Than 100 Employees (Top 10K),[Employees],1,[],0,[Fewer],1
Northeastern US Companies With Fewer Than 1000 Employees (Top 10K),"[Companies, Employees]",2,[],0,"[Northeastern, Fewer]",2
Private Equity Firms with Investments in Northeastern US,[],0,[],0,[],0
Medical Companies With Less Than $50M in Revenue (Top 10K),[],0,[],0,[Less],1
West Coast Companies (Top 10K),[],0,[],0,[],0
Private West Coast Companies (Top 10K),[],0,[],0,[Private],1
Commercial Companies With More Than $1M in Revenue (Top 10K),[Companies],1,[],0,"[Commercial, More]",2
Western US Companies With Less Than $10M in Revenue (Top 10K),[Companies],1,[],0,"[Western, Less]",2
Private Equity Firms with Investments in East Coast,[],0,[],0,[],0
Western US Companies With Fewer Than 50 Employees (Top 10K),"[Companies, Employees]",2,[],0,"[Western, Fewer]",2
Great Lakes Companies With Less Than $10M in Revenue (Top 10K),[],0,[],0,[Less],1
Europe Companies With Fewer Than 1000 Employees (Top 10K),[Employees],1,[],0,[Fewer],1
Real Estate Companies With Fewer Than 50 Employees (Top 10K),[Employees],1,[],0,"[Real, Fewer]",2
Consulting Companies With Fewer Than 1000 Employees (Top 10K),"[Companies, Employees]",2,[Consulting],1,[Fewer],1
Northeastern US Companies With Less Than $1B in Revenue (Top 10K),"[Companies, 1B]",2,[],0,"[Northeastern, Less]",2
Northeastern US Companies With Less Than $500M in Revenue (Top 10K),[Companies],1,[],0,"[Northeastern, Less]",2
Medical Companies With Fewer Than 1000 Employees (Top 10K),[Employees],1,[],0,[Fewer],1
West Coast Companies With Fewer Than 1000 Employees (Top 10K),[Employees],1,[],0,[Fewer],1
Southern US Companies With More Than 100 Employees (Top 10K),"[Companies, Employees]",2,[],0,"[Southern, More]",2
Health Care Companies With Fewer Than 50 Employees (Top 10K),[Employees],1,[],0,[Fewer],1
United States Companies With Fewer Than 10 Employees (Top 10K),[Employees],1,[],0,[Fewer],1
West Coast Companies With More Than 10 Employees (Top 10K),[Employees],1,[],0,[More],1
East Coast Companies With More Than $10M in Revenue (Top 10K),[],0,[],0,[More],1
Midwestern US Companies With Less Than $10M in Revenue (Top 10K),[Companies],1,[],0,"[Midwestern, Less]",2
Consulting Companies (Top 10K),[],0,[],0,[],0
Industrial Companies With Less Than $10M in Revenue (Top 10K),[],0,[],0,[Less],1
Great Lakes Manufacturing Companies (Top 10K),[],0,[],0,[],0
Machinery Manufacturing Companies With More Than $1M in Revenue (Top 10K),"[Machinery, Companies]",2,[],0,[More],1
Medical Companies (Top 10K),[],0,[],0,[],0
West Coast Companies With Less Than $1B in Revenue (Top 10K),[1B],1,[],0,[Less],1
Product Design Companies With More Than $1M in Revenue (Top 10K),"[Product, Companies]",2,[],0,[More],1
Northeastern US Companies With Less Than $50M in Revenue (Top 10K),[Companies],1,[],0,"[Northeastern, Less]",2
West Coast Companies With Less Than $500M in Revenue (Top 10K),[],0,[],0,[Less],1
Medical Companies With Less Than $10M in Revenue (Top 10K),[],0,[],0,[Less],1
Residential Companies With Less Than $1B in Revenue (Top 10K),"[Companies, 1B]",2,[],0,"[Residential, Less]",2
"Private Equity Firms with Investments in Boston, Massachusetts",[],0,[],0,[],0
Residential Companies With Less Than $500M in Revenue (Top 10K),[Companies],1,[],0,"[Residential, Less]",2
Canada Manufacturing Companies,[Companies],1,[],0,[],0
Midwestern US Companies With Fewer Than 50 Employees (Top 10K),"[Companies, Employees]",2,[],0,"[Midwestern, Fewer]",2
"Venture Capital Investors with Investments in San Francisco, California",[],0,[],0,[],0
Residential Companies With Less Than $50M in Revenue (Top 10K),[Companies],1,[],0,"[Residential, Less]",2
Great Lakes Companies With Fewer Than 50 Employees (Top 10K),[Employees],1,[],0,[Fewer],1
Venture Capital Investors with Investments in Canada,[],0,[],0,[],0
Medical Companies With Fewer Than 100 Employees (Top 10K),[Employees],1,[],0,[Fewer],1
Europe Companies With More Than $1M in Revenue (Top 10K),[Companies],1,[],0,[More],1
Residential Companies (Top 10K),[],0,[],0,[Residential],1
Residential Companies With Fewer Than 1000 Employees (Top 10K),"[Companies, Employees]",2,[],0,"[Residential, Fewer]",2
West Coast Companies With Less Than $50M in Revenue (Top 10K),[],0,[],0,[Less],1
California Companies With More Than $1M in Revenue (Top 10K),[Companies],1,[],0,[More],1
East Coast Companies With More Than 100 Employees (Top 10K),[Employees],1,[],0,[More],1
Venture Capital Investors with Investments in Great Lakes,[],0,[],0,[],0
Consulting Companies With Less Than $1B in Revenue (Top 10K),"[Companies, 1B]",2,[Consulting],1,[Less],1
Florida Companies With More Than $1M in Revenue (Top 10K),[],0,[],0,[More],1
Florida Construction Companies,[],0,[],0,[],0
Private Equity Firms with Investments in United States,[],0,[],0,[],0
Consulting Companies With Less Than $500M in Revenue (Top 10K),[Companies],1,[Consulting],1,[Less],1
Commercial Companies With Less Than $500M in Revenue (Top 10K),[Companies],1,[],0,"[Commercial, Less]",2
Commercial Companies With Less Than $1B in Revenue (Top 10K),"[Companies, 1B]",2,[],0,"[Commercial, Less]",2
Construction Companies With More Than $1M in Revenue (Top 10K),"[Construction, Companies]",2,[],0,[More],1
California Companies (Top 10K),[],0,[],0,[],0
Private California Companies (Top 10K),[],0,[],0,[Private],1
Industrial Companies With Fewer Than 50 Employees (Top 10K),[Employees],1,[],0,[Fewer],1
Venture Capital Investors with Investments in England,[],0,[],0,[],0
Product Design Companies With More Than 10 Employees (Top 10K),"[Product, Companies, Employees]",3,[],0,[More],1
Medical Companies With More Than 10 Employees (Top 10K),[Employees],1,[],0,[More],1
Private Equity Firms with Investments in Western US,[Investments],1,[],0,[],0
Consulting Companies With Less Than $50M in Revenue (Top 10K),[Companies],1,[Consulting],1,[Less],1
Residential Companies With Fewer Than 100 Employees (Top 10K),"[Companies, Employees]",2,[],0,"[Residential, Fewer]",2
Medical Companies With Fewer Than 50 Employees (Top 10K),[Employees],1,[],0,[Fewer],1
"Venture Capital Investors with Investments in London, England",[],0,[],0,[],0
Companies With More Than $50M in Revenue (Top 10K),[Companies],1,[],0,[More],1
Southern US Health Care Companies (Top 10K),[],0,[],0,[Southern],1
Asia Companies Founded in the Last Year,"[Companies, Year]",2,[Founded],1,[Last],1
Machinery Manufacturing Companies With Less Than $1B in Revenue (Top 10K),"[Machinery, Companies, 1B]",3,[],0,[Less],1
Midwestern US Companies With More Than 50 Employees (Top 10K),"[Companies, Employees]",2,[],0,"[Midwestern, More]",2
Residential Companies With More Than 10 Employees (Top 10K),"[Companies, Employees]",2,[],0,"[Residential, More]",2
Commercial Companies With Less Than $50M in Revenue (Top 10K),[Companies],1,[],0,"[Commercial, Less]",2
Machinery Manufacturing Companies With Less Than $500M in Revenue (Top 10K),"[Machinery, Companies]",2,[],0,[Less],1
"Venture Capital Investors with Investments in San Mateo, California",[],0,[],0,[],0
Great Lakes Companies With More Than 50 Employees (Top 10K),[Employees],1,[],0,[More],1
Machinery Manufacturing Companies With Less Than $50M in Revenue (Top 10K),"[Machinery, Companies]",2,[],0,[Less],1
Northeastern US Companies With Fewer Than 100 Employees (Top 10K),"[Companies, Employees]",2,[],0,"[Northeastern, Fewer]",2
California Companies With Fewer Than 1000 Employees (Top 10K),[Employees],1,[],0,[Fewer],1
Consulting Companies With Fewer Than 100 Employees (Top 10K),"[Companies, Employees]",2,[Consulting],1,[Fewer],1
United States Construction Companies (Top 10K),[],0,[],0,[],0
Dental Companies With Less Than $50M in Revenue,"[Companies, Revenue]",2,[],0,"[Dental, Less]",2
Dental Companies With Less Than $500M in Revenue,"[Companies, Revenue]",2,[],0,"[Dental, Less]",2
Dental Companies With Less Than $1B in Revenue,"[Companies, 1B, Revenue]",3,[],0,"[Dental, Less]",2
Dental Companies With Less Than $10M in Revenue,"[Companies, Revenue]",2,[],0,"[Dental, Less]",2
West Coast Companies With Fewer Than 100 Employees (Top 10K),[Employees],1,[],0,[Fewer],1
United States Consulting Companies (Top 10K),[],0,[],0,[],0
California Companies With More Than 10 Employees (Top 10K),"[Companies, Employees]",2,[],0,[More],1
Midwestern US Manufacturing Companies (Top 10K),[],0,[],0,[Midwestern],1
Europe Companies With Fewer Than 100 Employees (Top 10K),[Employees],1,[],0,[Fewer],1
Residential Companies With Less Than $10M in Revenue (Top 10K),[Companies],1,[],0,"[Residential, Less]",2
Companies With More Than 500 Employees (Top 10K),"[Companies, Employees]",2,[],0,[More],1
Wellness Companies With More Than $1M in Revenue (Top 10K),[Companies],1,[],0,[More],1
Europe Companies With More Than 50 Employees (Top 10K),"[Companies, Employees]",2,[],0,[More],1
Asia-Pacific (APAC) Companies (Top 10K),[Companies],1,[],0,[],0
Private Equity Firms with Investments in West Coast,[],0,[],0,[],0
United States Residential Companies (Top 10K),[],0,[],0,[],0
Private Florida Companies (Top 10K),[],0,[],0,[Private],1
Machinery Manufacturing Companies With More Than 10 Employees (Top 10K),"[Machinery, Companies, Employees]",3,[],0,[More],1
Florida Companies (Top 10K),[],0,[],0,[],0
Florida Companies With More Than 10 Employees (Top 10K),[Employees],1,[],0,[More],1
California Companies With Less Than $1B in Revenue (Top 10K),[1B],1,[],0,[Less],1
Commercial Companies With More Than 10 Employees (Top 10K),"[Companies, Employees]",2,[],0,"[Commercial, More]",2
California Companies With Less Than $500M in Revenue (Top 10K),[],0,[],0,[Less],1
Private Equity Firms with Investments in Southern US,[],0,[],0,[],0
Construction Companies With More Than 10 Employees (Top 10K),"[Construction, Companies, Employees]",3,[],0,[More],1
Commercial Companies With Fewer Than 1000 Employees (Top 10K),"[Companies, Employees]",2,[],0,"[Commercial, Fewer]",2
Great Lakes Companies With More Than $10M in Revenue (Top 10K),[],0,[],0,[More],1
Private Equity Firms with Investments in California,[],0,[],0,[],0
Private Asia-Pacific (APAC) Companies (Top 10K),[Companies],1,[],0,[Private],1
"Venture Capital Investors with Investments in Cambridge, Massachusetts",[],0,[],0,[],0
Dental Companies With Fewer Than 50 Employees (Top 10K),"[Companies, Employees]",2,[],0,"[Dental, Fewer]",2
Dental Companies With Fewer Than 100 Employees (Top 10K),"[Companies, Employees]",2,[],0,"[Dental, Fewer]",2
Wholesale Companies With More Than $1M in Revenue (Top 10K),[],0,[],0,[More],1
Residential Companies With Fewer Than 50 Employees (Top 10K),"[Companies, Employees]",2,[],0,"[Residential, Fewer]",2
Private Equity Firms with Investments in Greater New York Area,[Investments],1,[],0,[],0
Construction Companies With Less Than $1B in Revenue (Top 10K),"[Construction, Companies, 1B]",3,[],0,[Less],1
Florida Companies With Fewer Than 1000 Employees (Top 10K),[Employees],1,[],0,[Fewer],1
Texas Companies With More Than $1M in Revenue (Top 10K),[],0,[],0,[More],1
Dental Companies With Fewer Than 1000 Employees (Top 10K),"[Companies, Employees]",2,[],0,"[Dental, Fewer]",2
California Companies With Less Than $50M in Revenue (Top 10K),[],0,[],0,[Less],1
Consulting Companies With Fewer Than 50 Employees (Top 10K),"[Companies, Employees]",2,[Consulting],1,[Fewer],1
Machinery Manufacturing Companies With Fewer Than 1000 Employees (Top 10K),"[Machinery, Companies, Employees]",3,[],0,[Fewer],1
Private Equity Firms with Investments in Greater Seattle Area,[Investments],1,[],0,[],0
Construction Companies With Less Than $500M in Revenue (Top 10K),"[Construction, Companies]",2,[],0,[Less],1
Western US Companies With More Than 50 Employees (Top 10K),"[Companies, Employees]",2,[],0,"[Western, More]",2
Private Equity Firms with Investments in Great Lakes,[Investments],1,[],0,[],0
Europe Companies With Less Than $1B in Revenue (Top 10K),[1B],1,[],0,[Less],1
Commercial Companies (Top 10K),[],0,[],0,[Commercial],1
United States Dental Companies (Top 10K),[],0,[],0,[],0
Europe Companies With Less Than $500M in Revenue (Top 10K),[],0,[],0,[Less],1
Florida Companies With Less Than $500M in Revenue (Top 10K),[],0,[],0,[Less],1
West Coast Companies With Fewer Than 50 Employees (Top 10K),[Employees],1,[],0,[Fewer],1
Florida Companies With Less Than $1B in Revenue (Top 10K),[1B],1,[],0,[Less],1
Private Equity Firms with Investments in San Francisco Bay Area,[Area],1,[],0,[],0
Western US Manufacturing Companies (Top 10K),[],0,[],0,[Western],1
Venture Capital Investors with Investments in Asia,[],0,[],0,[],0
Private Equity Firms with Investments in Washington,[],0,[],0,[],0
Northeastern US Companies With Fewer Than 50 Employees (Top 10K),"[Companies, Employees]",2,[],0,"[Northeastern, Fewer]",2
West Coast Companies With Less Than $10M in Revenue (Top 10K),[],0,[],0,[Less],1
Venture Capital Investors with Investments in Germany,[],0,[],0,[],0
Southern US Medical Companies (Top 10K),[],0,[],0,[Southern],1
Canada Companies With More Than $1M in Revenue (Top 10K),[Companies],1,[],0,[More],1
Construction Companies (Top 10K),[Construction],1,[],0,[],0
Midwestern US Companies With More Than $10M in Revenue (Top 10K),[Companies],1,[],0,"[Midwestern, More]",2
Europe Companies With Fewer Than 50 Employees (Top 10K),[Employees],1,[],0,[Fewer],1
European Union (EU) Web Apps Companies,"[Web, Companies]",2,[],0,[],0
